"SECTION","SCHOOL","COURSE_CODE.","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE.................","...............................................................................................................................................................................................................................................................................","MODE","Link....PUBLISH.","START_TIME","END_TIME","DAYS..","TOTAL_ENR","MODALITY....ASSIGNED_ROOM","TOTAL_ENR.1","DEPT.OWNER.NAME....................................................................................","CAMPUS","SEATS","Beg.Date..","End.Date..","DEPARTMENT........................................","........................."
"51271","PPD","PPD-675",1,4,4,"Nonprofit Management and Lead","ership","C","Y","18:00","21:20","M",21,"RGL215",21,"Sol Price School of Public Policy","UPC",26,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51244","PPD","PPD-677",1,4,4,"International Development Adm","inistration","C","Y","18:00","21:20","M",16,"RGL209",16,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51274","PPD","PPD-686",1,4,4,"U.S. Immigration Policy","","C","Y","14:00","17:20","H",16,"RGL219",16,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51245","PPD","PPD-694",1,4,4,"Coastal Policy and Planning","","C","Y","14:00","17:20","W",16,"RGL209",16,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51282","PPD","PPD-697",1,2,2,"Cultural Proficiency in Healt Policy","h Management and","C","Y","18:00","19:50","T",12,"RGL219",12,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Policy, Planning and Development","NA"
"51235","PPD","PPD-699",1,4,4,"Special Topics","","C","Y","14:00","17:20","M",10,"RGL103",10,"Sol Price School of Public Policy","UPC",15,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51292","PPD","PPD-700",1,2,2,"Teaching Seminar","","C","Y","16:00","18:00","W",13,"RGL103",13,"Sol Price School of Public Policy","UPC",13,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51296","PPD","PPD-708",1,4,4,"Qualitative Methods","","C","Y","9:00","12:20","T",10,"RGL304",10,"Sol Price School of Public Policy","UPC",12,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51284","PPD","PPD-710B",1,2,2,"Research Seminar","","C","Y","14:00","16:00","W",13,"RGL103",13,"Sol Price School of Public Policy","UPC",13,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51252","PPD","PPD-790",1,1,12,"Research","","C","Y","TBA","TBA","",10,"OFFICE",10,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51253","PPD","PPD-790",1,1,12,"Research","","C","Y","TBA","TBA","",6,"OFFICE",6,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51254","PPD","PPD-794A",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",0,"OFFICE",0,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51255","PPD","PPD-794B",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",11,"OFFICE",11,"Sol Price School of Public Policy","UPC",12,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51256","PPD","PPD-794C",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",2,"OFFICE",2,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51257","PPD","PPD-794D",1,2,2,"Doctoral Dissertation","","C","Y","TBA","TBA","",4,"OFFICE",4,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51258","PPD","PPD-794Z",1,0,0,"Doctoral Dissertation","","C","Y","TBA","TBA","",11,"OFFICE",11,"Sol Price School of Public Policy","UPC",11,"1/13/2020","5/1/2020","Policy, Planning and Development",NA
"51051","PPD","PPDE-505",61,2,2,"Professional Workshop in Publ","ic Administration","C","Y","TBA","TBA","",25,"",25,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50909","PPD","PPDE-505",1,2,2,"Professional Workshop in Publ","ic Administration","C","Y","14:00","15:50","F",18,"VKC151",18,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50907","PPD","PPDE-505",1,2,2,"Professional Workshop in Publ","ic Administration","C","Y","18:00","19:50","M",25,"VPDLL101",25,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50915","PPD","PPDE-505",1,2,2,"Professional Workshop in Publ","ic Administration","C","Y","18:00","19:50","W",16,"VKC260",16,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50991","PPD","PPDE-505",530,2,2,"Professional Workshop in Publ","ic Administration","C","Y","TBA","TBA","",14,"SACRAMENTO",14,"Sol Price School of Public Policy","UPC",28,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"51072","PPD","PPDE-506",63,1,1,"Professional Residency in Pub","lic Administration","C","Y","TBA","TBA","",16,"OFFICE",16,"Sol Price School of Public Policy","UPC",30,"1/15/2020","4/21/2020","Policy, Planning and Development - Expanded",NA
"50918","PPD","PPDE-611",61,2,2,"Digital Health","","C","Y","TBA","TBA","",15,"OFFICE",15,"Sol Price School of Public Policy","UPC",20,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50911","PPD","PPDE-628",61,2,2,"Introduction to Lean Health C","are","C","Y","TBA","TBA","",13,"OFFICE",13,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50901","PPD","PPDE-634",1,4,4,"Methodology, Methods and Tool","s for Urban Sustainability","C","Y","8:30","11:50","T",11,"RGL209",11,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50903","PPD","PPDE-635",1,4,4,"Housing and Land Use in Rapid","ly Urbanizing Regions","C","Y","8:30","11:50","W",18,"RGL215",18,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50904","PPD","PPDE-644",1,4,4,"Land Use and Transportation P","lanning","C","Y","14:00","17:20","M",8,"RGL209",8,"Sol Price School of Public Policy","UPC",20,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50917","PPD","PPDE-648",1,4,4,"Performance Management","","C","Y","14:00","17:20","H",16,"RGL100",16,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50906","PPD","PPDE-660",1,4,4,"Environmental Policy Design a","nd Analysis","C","Y","12:00","13:50","TH",7,"RGL209",7,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50910","PPD","PPDE-668",1,4,4,"Applied Econometrics for Prog","ram Evaluation","C","Y","14:00","17:20","T",22,"RGL215",22,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50920","PPD","PPDE-670",1,4,4,"American Contemporary Homegro","wn Violent Extremism","C","Y","18:00","21:20","M",19,"VPD112",19,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"51052","PPD","PPDE-670",597,4,4,"American Contemporary Homegro","wn Violent Extremism","C","Y","18:00","21:20","M",11,"ONLINE",11,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50919","PPD","PPDE-671",1,4,4,"Economic Analysis of Educatio","n Policy","C","Y","18:00","21:20","T",15,"VPD112",15,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50912","PPD","PPDE-680",1,2,2,"Board Governance and Leadersh","ip","C","Y","18:00","21:20","T",25,"VPD105",25,"Sol Price School of Public Policy","UPC",26,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"50913","PPD","PPDE-681",1,4,4,"Fund Development for Nonprofi","t Organizations","C","Y","18:00","21:20","W",17,"RGL209",17,"Sol Price School of Public Policy","UPC",26,"1/13/2020","5/1/2020","Policy, Planning and Development - Expanded",NA
"51666","PPD","RED-351",1,4,4,"Land Use Regulation","","C","Y","9:00","12:20","F",26,"VPD105",26,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51651","PPD","RED-362",1,4,4,"Real Estate Development Funda","mentals","C","Y","12:00","13:50","TH",50,"VPD112",50,"Sol Price School of Public Policy","UPC",50,"1/13/2020","5/1/2020","Real Estate Development",NA
"51650","PPD","RED-362",1,4,4,"Real Estate Development Funda","mentals","C","Y","8:00","9:50","TH",48,"RGL100",48,"Sol Price School of Public Policy","UPC",50,"1/13/2020","5/1/2020","Real Estate Development",NA
"51663","PPD","RED-375",1,4,4,"Real Estate Development Analy","sis","C","Y","8:00","9:50","MW",22,"VPD106",22,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Real Estate Development",NA
"51652","PPD","RED-375",1,4,4,"Real Estate Development Analy","sis","C","Y","12:00","13:50","MW",30,"VPD110",30,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51662","PPD","RED-398",1,4,4,"Shaping Cities Through Real E","state","C","Y","18:00","21:20","M",34,"VPD105",34,"Sol Price School of Public Policy","UPC",34,"1/13/2020","5/1/2020","Real Estate Development",NA
"51661","PPD","RED-398",1,4,4,"Shaping Cities Through Real E","state","C","Y","18:00","21:20","H",34,"LVL13",34,"Sol Price School of Public Policy","UPC",35,"1/13/2020","5/1/2020","Real Estate Development",NA
"51653","PPD","RED-417",1,4,4,"History of Planning and Devel","opment","C","Y","10:00","11:50","TH",45,"RGL100",45,"Sol Price School of Public Policy","UPC",47,"1/13/2020","5/1/2020","Real Estate Development",NA
"51665","PPD","RED-425",1,4,4,"Designing Livable Communities","","C","Y","18:00","21:20","W",25,"VPD110",25,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Real Estate Development",NA
"51654","PPD","RED-425",1,4,4,"Designing Livable Communities","","C","Y","18:00","21:20","M",23,"VPD110",23,"Sol Price School of Public Policy","UPC",24,"1/13/2020","5/1/2020","Real Estate Development",NA
"51655","PPD","RED-425",1,4,4,"Designing Livable Communities","","C","Y","12:00","13:50","MW",26,"RGL215",26,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Real Estate Development",NA
"51656","PPD","RED-425",1,4,4,"Designing Livable Communities","","C","Y","18:00","21:20","W",24,"KDC236",24,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Real Estate Development",NA
"51664","PPD","RED-435",1,4,4,"Analyzing Real Estate Markets","","C","Y","10:00","11:50","TH",43,"VPD112",43,"Sol Price School of Public Policy","UPC",43,"1/13/2020","5/1/2020","Real Estate Development",NA
"51667","PPD","RED-435",1,4,4,"Analyzing Real Estate Markets","","C","Y","18:00","21:20","M",43,"VPD106",43,"Sol Price School of Public Policy","UPC",43,"1/13/2020","5/1/2020","Real Estate Development",NA
"51668","PPD","RED-437",1,4,4,"Advanced Finance and Investme Development","nt for Real Estate","C","Y","8:00","9:50","TH",25,"VPD110",25,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development","NA"
"51658","PPD","RED-437",1,4,4,"Advanced Finance and Investme Development","nt for Real Estate","C","Y","18:00","21:20","M",30,"RGL219",30,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development","NA"
"51670","PPD","RED-469",565,4,4,"Mixed Use Development Process","","C","Y","9:00","11:50","F",9,"RGL103",9,"Sol Price School of Public Policy","UPC",15,"1/13/2020","5/1/2020","Real Estate Development",NA
"51669","PPD","RED-490",1,1,8,"Directed Research","","C","Y","TBA","TBA","",0,"OFFICE",0,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Real Estate Development",NA
"51622","PPD","RED-510",38,4,4,"Real Estate Practice and Prin","ciples","C","Y","18:00","21:30","M",28,"VKC207",28,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51600","PPD","RED-545",38,2,2,"Advanced Real Estate and Fina","ncial Modeling","C","Y","TBA","TBA","",20,"OFFICE",20,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51601","PPD","RED-546",38,3,3,"Applications of Real Estate F","inance to Problems of Development","C","Y","18:00","20:50","T",6,"VPD116",6,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51620","PPD","RED-546",38,3,3,"Applications of Real Estate F","inance to Problems of Development","C","Y","14:00","16:50","H",25,"VPD112",25,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51602","PPD","RED-546",38,0,0,"Applications of Real Estate F","inance to Problems of Development","L","Y","14:00","15:50","T",7,"RGL209",7,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Real Estate Development",NA
"51603","PPD","RED-546",38,0,0,"Applications of Real Estate F","inance to Problems of Development","L","Y","16:00","17:50","T",24,"RGL209",24,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Real Estate Development",NA
"51605","PPD","RED-562",38,4,4,"Legal Issues in Real Estate D","evelopment","C","Y","18:00","21:20","W",7,"RGL304",7,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Real Estate Development",NA
"51608","PPD","RED-575",38,4,4,"Community Design and Site Pla","nning","C","Y","18:00","21:50","M",6,"RGL103",6,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Real Estate Development",NA
"51607","PPD","RED-575",38,4,4,"Community Design and Site Pla","nning","C","Y","14:00","17:20","M",26,"RGL219",26,"Sol Price School of Public Policy","UPC",32,"1/13/2020","5/1/2020","Real Estate Development",NA
"51610","PPD","RED-575",38,0,0,"Community Design and Site Pla","nning","L","Y","TBA","TBA","",32,"OFFICE",32,"Sol Price School of Public Policy","UPC",50,"1/13/2020","5/1/2020","Real Estate Development",NA
"51649","PPD","RED-585",531,2,2,"Comparative International Dev","elopment Workshop","C","Y","TBA","TBA","",15,"OFFICE",15,"Sol Price School of Public Policy","UPC",15,"5/16/2020","6/14/2020","Real Estate Development",NA
"51612","PPD","RED-590",38,1,12,"Directed Research","","C","Y","TBA","TBA","",3,"OFFICE",3,"Sol Price School of Public Policy","UPC",10,"1/13/2020","5/1/2020","Real Estate Development",NA
"51617","PPD","RED-598",38,2,2,"Real Estate Product Developme","nt","C","Y","10:00","11:50","M",22,"RGL209",22,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"51627","PPD","RED-598",38,2,2,"Real Estate Product Developme","nt","C","Y","18:00","19:50","H",23,"VKC102",23,"Sol Price School of Public Policy","UPC",25,"1/13/2020","5/1/2020","Real Estate Development",NA
"51618","PPD","RED-598",38,2,2,"Real Estate Product Developme","nt","C","Y","18:00","19:50","T",23,"VKC102",23,"Sol Price School of Public Policy","UPC",50,"1/13/2020","5/1/2020","Real Estate Development",NA
"51616","PPD","RED-598",38,2,2,"Real Estate Product Developme","nt","C","Y","12:00","13:50","M",25,"RGL209",25,"Sol Price School of Public Policy","UPC",30,"1/13/2020","5/1/2020","Real Estate Development",NA
"9004","REG","HUC-541B",18,3,3,"Supervised Fieldwork","","C","N","TBA","TBA","",2,"OFFICE",2,"Registration Department","UPC",11,"1/13/2020","5/1/2020","Hebrew Union College",NA
"36655","RNR","GRSC-803",1,0,0,"Enrollment for PhD Students o Health Leave","n an Approved","C","Y","TBA","TBA","",17,"OFFICE",17,"Registrar's Office","UPC",25,"1/13/2020","5/1/2020","Graduate Studies","NA"
"36600","RNR","GRSC-804",1,0,0,"Enrollment for PHD students o","n an Approved Parental Leave","C","Y","TBA","TBA","",8,"OFFICE",8,"Registrar's Office","UPC",15,"1/13/2020","5/1/2020","Graduate Studies",NA
"5154","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5111","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5153","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5158","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5112","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5110","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5155","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5157","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5156","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5159","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5160","RNR","GSBA-500O",454,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/6/2020","4/11/2020","Graduate School of Business Administration",NA
"5101","RNR","GSBA-500O",152,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/7/2020","3/12/2020","Graduate School of Business Administration",NA
"5109","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5100","RNR","GSBA-500O",152,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/7/2020","3/12/2020","Graduate School of Business Administration",NA
"5106","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5108","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5104","RNR","GSBA-500O",152,1,1,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/7/2020","3/12/2020","Graduate School of Business Administration",NA
"5107","RNR","GSBA-500O",706,2,2,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"3/15/2020","7/15/2020","Graduate School of Business Administration",NA
"5102","RNR","GSBA-500O",152,1,1,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/7/2020","3/12/2020","Graduate School of Business Administration",NA
"5105","RNR","GSBA-500O",152,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/7/2020","3/12/2020","Graduate School of Business Administration",NA
"5103","RNR","GSBA-500O",152,1.5,1.5,"Off-Campus Studies","","C","N","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","UPC",10,"1/7/2020","3/12/2020","Graduate School of Business Administration",NA
"9001","RNR","HUC-542B",18,4,4,"Supervised Fieldwork","","C","N","TBA","TBA","",6,"OFFICE",6,"Registrar's Office","UPC",11,"1/13/2020","5/1/2020","Hebrew Union College",NA
"9002","RNR","HUC-545B",18,1,1,"JCS Field Practicum","","C","N","TBA","TBA","",6,"OFFICE",6,"Registrar's Office","UPC",11,"1/13/2020","5/1/2020","Hebrew Union College",NA
"9003","RNR","HUC-900D",18,3,3,"Capstone","","C","Y","TBA","TBA","",6,"OFFICE",6,"Registrar's Office","UPC",11,"1/13/2020","5/1/2020","Hebrew Union College",NA
"38938","RNR","LING-487",1,4,4,"Speech Synthesis and Recognit","ion","C","Y","11:00","12:20","MW",12,"ZHS360",12,"Registrar's Office","UPC",15,"1/13/2020","5/1/2020","Linguistics",NA
"214","RNR","PDF-999",74,0,0,"Postdoctoral Fellows","","C","Y","TBA","TBA","",496,"OFFICE",496,"Registrar's Office","UPC",500,"1/13/2020","5/1/2020","Postdoctoral Fellows",NA
"944","RNR","RNR-050",678,0,0,"International Academy Holding","Course","C","Y","TBA","TBA","",38,"",38,"Registrar's Office","UPC",300,"2/27/2020","4/22/2020","Registrar's Office",NA
"942","RNR","RNR-050",810,0,0,"International Academy Holding","Course","C","Y","TBA","TBA","",73,"",73,"Registrar's Office","UPC",300,"1/9/2020","4/22/2020","Registrar's Office",NA
"941","RNR","RNR-050",808,0,0,"International Academy Holding","Course","C","Y","TBA","TBA","",266,"",266,"Registrar's Office","UPC",350,"1/9/2020","4/22/2020","Registrar's Office",NA
"943","RNR","RNR-050",617,0,0,"International Academy Holding","Course","C","Y","TBA","TBA","",0,"",0,"Registrar's Office","UPC",300,"1/9/2020","2/26/2020","Registrar's Office",NA
"945","RNR","RNR-051",199,0,0,"International Academy Holding","Course (Part II)","C","Y","TBA","TBA","",0,"",0,"Registrar's Office","UPC",300,"2/27/2020","4/22/2020","Registrar's Office",NA
"1075","RNR","TEST-100",1,4,4,"Test Course","","C","N","","","",0,"",0,"Registrar's Office","UPC",10,"1/13/2020","5/1/2020","Test",NA
"900","RNR","USC-100",1,1,16,"TEMPORARY ENROLLMENT/FILL COU","RSE","C","Y","TBA","TBA","",0,"OFF CAMPUS",0,"Registrar's Office","UPC",500,"1/13/2020","5/1/2020","University of Southern California",NA
"8848","RNR","USC-300O",125,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",9,"OFFICE",9,"Registrar's Office","OFC",10,"1/7/2020","5/15/2020","University of Southern California",NA
"8837","RNR","USC-300O",142,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",2,"OFFICE",2,"Registrar's Office","OFC",10,"1/5/2020","4/24/2020","University of Southern California",NA
"8834","RNR","USC-300O",460,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"2/10/2020","6/12/2020","University of Southern California",NA
"8866","RNR","USC-300O",447,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",7,"OFFICE",7,"Registrar's Office","UPC",10,"1/4/2020","5/30/2020","University of Southern California",NA
"8822","RNR","USC-300O",462,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",9,"OFFICE",9,"Registrar's Office","OFC",10,"1/24/2020","5/12/2020","University of Southern California",NA
"8838","RNR","USC-300O",159,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",4,"OFFICE",4,"Registrar's Office","OFC",15,"1/23/2020","5/7/2020","University of Southern California",NA
"8865","RNR","USC-300O",571,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",4,"OFFICE",4,"Registrar's Office","OFC",10,"1/16/2020","5/16/2020","University of Southern California",NA
"8862","RNR","USC-300O",114,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",5,"OFFICE",5,"Registrar's Office","OFC",10,"2/3/2020","5/16/2020","University of Southern California",NA
"8806","RNR","USC-300O",737,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",10,"OFFICE",10,"Registrar's Office","OFC",10,"2/3/2020","5/16/2020","University of Southern California",NA
"8813","RNR","USC-300O",521,12,16,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFF CAMPUS",0,"Registrar's Office","OFC",1,"3/2/2020","3/12/2020","University of Southern California",NA
"8824","RNR","USC-300O",789,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",6,"OFFICE",6,"Registrar's Office","OFC",10,"2/17/2020","5/31/2020","University of Southern California",NA
"8805","RNR","USC-300O",673,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",5,"OFFICE",5,"Registrar's Office","OFC",15,"2/17/2020","5/30/2020","University of Southern California",NA
"8814","RNR","USC-300O",244,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"3/1/2020","6/11/2020","University of Southern California",NA
"8850","RNR","USC-300O",135,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"2/28/2020","6/12/2020","University of Southern California",NA
"8802","RNR","USC-300O",940,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"1/3/2020","4/18/2020","University of Southern California",NA
"8832","RNR","USC-300O",890,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",9,"OFFICE",9,"Registrar's Office","OFC",10,"12/30/2019","4/12/2020","University of Southern California",NA
"8803","RNR","USC-300O",252,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"3/19/2020","7/3/2020","University of Southern California",NA
"8860","RNR","USC-300O",111,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",0,"OFFICE",0,"Registrar's Office","OFC",10,"2/25/2020","6/14/2020","University of Southern California",NA
"8831","RNR","USC-300O",165,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",2,"OFFICE",2,"Registrar's Office","OFC",10,"1/8/2020","5/22/2020","University of Southern California",NA
"8808","RNR","USC-300O",245,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",7,"OFFICE",7,"Registrar's Office","OFC",10,"1/7/2020","5/1/2020","University of Southern California",NA
"8826","RNR","USC-300O",455,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",10,"OFFICE",10,"Registrar's Office","OFC",10,"1/2/2020","4/30/2020","University of Southern California",NA
"8840","RNR","USC-300O",146,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",4,"OFFICE",4,"Registrar's Office","OFC",10,"2/14/2020","6/5/2020","University of Southern California",NA
"8811","RNR","USC-300O",520,12,16,"Off-Campus Studies","","C","Y","TBA","TBA","",1,"OFF CAMPUS",1,"Registrar's Office","OFC",4,"2/5/2020","5/9/2020","University of Southern California",NA
"8833","RNR","USC-300O",139,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",7,"OFFICE",7,"Registrar's Office","OFC",10,"1/3/2020","5/22/2020","University of Southern California",NA
"8816","RNR","USC-300O",939,1,18,"Off-Campus Studies","","C","Y","TBA","TBA","",8,"OFFICE",8,"Registrar's Office","OFC",10,"1/26/2020","5/9/2020","University of Southern California",NA
