"X","goal","keyword","pattern","weight","color"
3509,13,"combustion","\b(\d*)combustion(\d*)\b",0.45,"#3F7E44"
3510,13,"gigawatts","\b(\d*)gigawatts(\d*)\b",0.45,"#3F7E44"
3511,13,"greenest","\b(\d*)greenest(\d*)\b",0.45,"#3F7E44"
3512,13,"emitter","\b(\d*)emitter(\d*)\b",0.45,"#3F7E44"
3513,13,"offsets","\b(\d*)offsets(\d*)\b",0.45,"#3F7E44"
3514,13,"cleantech","\b(\d*)cleantech(\d*)\b",0.45,"#3F7E44"
3515,13,"electricity","\b(\d*)electricity(\d*)\b",0.45,"#3F7E44"
3516,13,"bio diesel","\b(\d*)bio diesel(\d*)\b",0.45,"#3F7E44"
3517,13,"lng","\b(\d*)lng(\d*)\b",0.45,"#3F7E44"
3518,13,"gasification","\b(\d*)gasification(\d*)\b",0.45,"#3F7E44"
3519,13,"mitigation","\b(\d*)mitigation(\d*)\b",0.43,"#3F7E44"
3520,13,"change","\b(\d*)change(\d*)\b",0.39,"#3F7E44"
3521,13,"footprint","\b(\d*)footprint(\d*)\b",0.39,"#3F7E44"
3522,13,"particulate","\b(\d*)particulate(\d*)\b",0.38,"#3F7E44"
3523,13,"pesticides","\b(\d*)pesticides(\d*)\b",0.38,"#3F7E44"
3524,13,"copenhagen","\b(\d*)copenhagen(\d*)\b",0.38,"#3F7E44"
3525,13,"conservation","\b(\d*)conservation(\d*)\b",0.38,"#3F7E44"
3526,13,"crop yields","\b(\d*)crop yields(\d*)\b",0.38,"#3F7E44"
3527,13,"contaminant","\b(\d*)contaminant(\d*)\b",0.38,"#3F7E44"
3528,13,"aerosols","\b(\d*)aerosols(\d*)\b",0.38,"#3F7E44"
3529,13,"hydrogen sulfide","\b(\d*)hydrogen sulfide(\d*)\b",0.38,"#3F7E44"
3530,13,"toxins","\b(\d*)toxins(\d*)\b",0.38,"#3F7E44"
3531,13,"dioxins","\b(\d*)dioxins(\d*)\b",0.38,"#3F7E44"
3532,13,"carcinogens","\b(\d*)carcinogens(\d*)\b",0.38,"#3F7E44"
3533,13,"atmospheric","\b(\d*)atmospheric(\d*)\b",0.38,"#3F7E44"
3534,13,"hydrogen fuel","\b(\d*)hydrogen fuel(\d*)\b",0.38,"#3F7E44"
3535,13,"hydrogen powered","\b(\d*)hydrogen powered(\d*)\b",0.38,"#3F7E44"
3536,13,"tar sands","\b(\d*)tar sands(\d*)\b",0.38,"#3F7E44"
3537,13,"environmentally responsible","\b(\d*)environmentally responsible(\d*)\b",0.38,"#3F7E44"
3538,13,"evs","\b(\d*)evs(\d*)\b",0.38,"#3F7E44"
3539,13,"carbon trust","\b(\d*)carbon trust(\d*)\b",0.38,"#3F7E44"
3540,13,"greening","\b(\d*)greening(\d*)\b",0.38,"#3F7E44"
3541,13,"recycling","\b(\d*)recycling(\d*)\b",0.38,"#3F7E44"
3542,13,"pollute","\b(\d*)pollute(\d*)\b",0.38,"#3F7E44"
3543,13,"photovoltaics","\b(\d*)photovoltaics(\d*)\b",0.38,"#3F7E44"
3544,13,"hydro","\b(\d*)hydro(\d*)\b",0.38,"#3F7E44"
3545,13,"biogas","\b(\d*)biogas(\d*)\b",0.38,"#3F7E44"
3546,13,"feedstocks","\b(\d*)feedstocks(\d*)\b",0.38,"#3F7E44"
3547,13,"feedstock","\b(\d*)feedstock(\d*)\b",0.38,"#3F7E44"
3548,13,"petroleum","\b(\d*)petroleum(\d*)\b",0.38,"#3F7E44"
3549,13,"nuclear","\b(\d*)nuclear(\d*)\b",0.38,"#3F7E44"
3550,13,"climatic","\b(\d*)climatic(\d*)\b",0.36,"#3F7E44"
3551,13,"temperature","\b(\d*)temperature(\d*)\b",0.35,"#3F7E44"
3552,13,"fossil","\b(\d*)fossil(\d*)\b",0.35,"#3F7E44"
3553,13,"greenhouse","\b(\d*)greenhouse(\d*)\b",0.34,"#3F7E44"
3554,13,"climate warming","\b(\d*)climate warming(\d*)\b",0.33,"#3F7E44"
3555,13,"congestion","\b(\d*)congestion(\d*)\b",0.32,"#3F7E44"
3556,13,"internal combustion engines","\b(\d*)internal combustion engines(\d*)\b",0.32,"#3F7E44"
3557,13,"environmental degradation","\b(\d*)environmental degradation(\d*)\b",0.32,"#3F7E44"
3558,13,"ecosystems","\b(\d*)ecosystems(\d*)\b",0.32,"#3F7E44"
3559,13,"sustainable development","\b(\d*)sustainable development(\d*)\b",0.32,"#3F7E44"
3560,13,"ozone layer","\b(\d*)ozone layer(\d*)\b",0.32,"#3F7E44"
3561,13,"organic compounds","\b(\d*)organic compounds(\d*)\b",0.32,"#3F7E44"
3562,13,"ammonia","\b(\d*)ammonia(\d*)\b",0.32,"#3F7E44"
3563,13,"sulfur","\b(\d*)sulfur(\d*)\b",0.32,"#3F7E44"
3564,13,"carbon monoxide","\b(\d*)carbon monoxide(\d*)\b",0.32,"#3F7E44"
3565,13,"benzene","\b(\d*)benzene(\d*)\b",0.32,"#3F7E44"
3566,13,"environmentally conscious","\b(\d*)environmentally conscious(\d*)\b",0.32,"#3F7E44"
3567,13,"environmental stewardship","\b(\d*)environmental stewardship(\d*)\b",0.32,"#3F7E44"
3568,13,"waste","\b(\d*)waste(\d*)\b",0.32,"#3F7E44"
3569,13,"recycle","\b(\d*)recycle(\d*)\b",0.32,"#3F7E44"
3570,13,"legally binding","\b(\d*)legally binding(\d*)\b",0.32,"#3F7E44"
3571,13,"wind farms","\b(\d*)wind farms(\d*)\b",0.32,"#3F7E44"
3572,13,"wind farm","\b(\d*)wind farm(\d*)\b",0.32,"#3F7E44"
3573,13,"switchgrass","\b(\d*)switchgrass(\d*)\b",0.32,"#3F7E44"
3574,13,"cogeneration","\b(\d*)cogeneration(\d*)\b",0.32,"#3F7E44"
3575,13,"groundwater","\b(\d*)groundwater(\d*)\b",0.32,"#3F7E44"
3576,13,"contaminants","\b(\d*)contaminants(\d*)\b",0.32,"#3F7E44"
3577,13,"fuel cell","\b(\d*)fuel cell(\d*)\b",0.32,"#3F7E44"
3578,13,"aquaculture","\b(\d*)aquaculture(\d*)\b",0.32,"#3F7E44"
3579,13,"global climate","\b(\d*)global climate(\d*)\b",0.28,"#3F7E44"
3580,13,"global","\b(\d*)global(\d*)\b",0.26,"#3F7E44"
3581,13,"smokestacks","\b(\d*)smokestacks(\d*)\b",0.26,"#3F7E44"
3582,13,"desertification","\b(\d*)desertification(\d*)\b",0.26,"#3F7E44"
3583,13,"environmentalism","\b(\d*)environmentalism(\d*)\b",0.26,"#3F7E44"
3584,13,"poorer nations","\b(\d*)poorer nations(\d*)\b",0.26,"#3F7E44"
3585,13,"tropical forests","\b(\d*)tropical forests(\d*)\b",0.26,"#3F7E44"
3586,13,"oceans","\b(\d*)oceans(\d*)\b",0.26,"#3F7E44"
3587,13,"melting ice","\b(\d*)melting ice(\d*)\b",0.26,"#3F7E44"
3588,13,"yvo de boer","\b(\d*)yvo de boer(\d*)\b",0.26,"#3F7E44"
3589,13,"globalization","\b(\d*)globalization(\d*)\b",0.26,"#3F7E44"
3590,13,"warmer","\b(\d*)warmer(\d*)\b",0.26,"#3F7E44"
3591,13,"el nino","\b(\d*)el nino(\d*)\b",0.26,"#3F7E44"
3592,13,"permafrost","\b(\d*)permafrost(\d*)\b",0.26,"#3F7E44"
3593,13,"methane gas","\b(\d*)methane gas(\d*)\b",0.26,"#3F7E44"
3594,13,"chlorine","\b(\d*)chlorine(\d*)\b",0.26,"#3F7E44"
3595,13,"nitrate","\b(\d*)nitrate(\d*)\b",0.26,"#3F7E44"
3596,13,"vapors","\b(\d*)vapors(\d*)\b",0.26,"#3F7E44"
3597,13,"chemicals","\b(\d*)chemicals(\d*)\b",0.26,"#3F7E44"
3598,13,"phosphorus","\b(\d*)phosphorus(\d*)\b",0.26,"#3F7E44"
3599,13,"eco friendly","\b(\d*)eco friendly(\d*)\b",0.26,"#3F7E44"
3600,13,"solar thermal","\b(\d*)solar thermal(\d*)\b",0.26,"#3F7E44"
3601,13,"hydropower","\b(\d*)hydropower(\d*)\b",0.26,"#3F7E44"
3602,13,"photovoltaic","\b(\d*)photovoltaic(\d*)\b",0.26,"#3F7E44"
3603,13,"desalination","\b(\d*)desalination(\d*)\b",0.26,"#3F7E44"
3604,13,"pfoa","\b(\d*)pfoa(\d*)\b",0.26,"#3F7E44"
3605,13,"wmo","\b(\d*)wmo(\d*)\b",0.26,"#3F7E44"
3606,13,"energy agency","\b(\d*)energy agency(\d*)\b",0.26,"#3F7E44"
3607,13,"internal combustion engine","\b(\d*)internal combustion engine(\d*)\b",0.26,"#3F7E44"
3608,13,"vegetable oils","\b(\d*)vegetable oils(\d*)\b",0.26,"#3F7E44"
3609,13,"hybrid electric","\b(\d*)hybrid electric(\d*)\b",0.26,"#3F7E44"
3610,13,"polluted","\b(\d*)polluted(\d*)\b",0.26,"#3F7E44"
3611,13,"toxic","\b(\d*)toxic(\d*)\b",0.26,"#3F7E44"
3612,13,"toxic waste","\b(\d*)toxic waste(\d*)\b",0.26,"#3F7E44"
3613,13,"weather","\b(\d*)weather(\d*)\b",0.26,"#3F7E44"
3614,13,"fertilizer","\b(\d*)fertilizer(\d*)\b",0.26,"#3F7E44"
3615,13,"nanotechnology","\b(\d*)nanotechnology(\d*)\b",0.26,"#3F7E44"
3616,13,"solar power","\b(\d*)solar power(\d*)\b",0.26,"#3F7E44"
3617,13,"toxic substances","\b(\d*)toxic substances(\d*)\b",0.26,"#3F7E44"
3618,13,"hazardous chemicals","\b(\d*)hazardous chemicals(\d*)\b",0.26,"#3F7E44"
3619,13,"toxic fumes","\b(\d*)toxic fumes(\d*)\b",0.26,"#3F7E44"
3620,13,"soybean","\b(\d*)soybean(\d*)\b",0.26,"#3F7E44"
3621,13,"agribusiness","\b(\d*)agribusiness(\d*)\b",0.26,"#3F7E44"
3622,13,"co2 emission","\b(\d*)co2 emission(\d*)\b",0.25,"#3F7E44"
3623,14,"fisheries","\b(\d*)fisheries(\d*)\b",7.51,"#0A97D9"
3624,14,"marine","\b(\d*)marine(\d*)\b",6.3,"#0A97D9"
3625,14,"aquaculture","\b(\d*)aquaculture(\d*)\b",5.3,"#0A97D9"
3626,14,"coastal","\b(\d*)coastal(\d*)\b",4.91,"#0A97D9"
3627,14,"ocean","\b(\d*)ocean(\d*)\b",4.89,"#0A97D9"
3628,14,"sea","\b(\d*)sea(\d*)\b",4.24,"#0A97D9"
3629,14,"fish","\b(\d*)fish(\d*)\b",3.3,"#0A97D9"
3630,14,"fishery","\b(\d*)fishery(\d*)\b",3.17,"#0A97D9"
3631,14,"conservation","\b(\d*)conservation(\d*)\b",3.15,"#0A97D9"
3632,14,"fishing","\b(\d*)fishing(\d*)\b",3.07,"#0A97D9"
3633,14,"oceans","\b(\d*)oceans(\d*)\b",2.65,"#0A97D9"
3634,14,"shrimp","\b(\d*)shrimp(\d*)\b",2.47,"#0A97D9"
3635,14,"overfishing","\b(\d*)overfishing(\d*)\b",2.38,"#0A97D9"
3636,14,"lobster","\b(\d*)lobster(\d*)\b",2.31,"#0A97D9"
3637,14,"seafood","\b(\d*)seafood(\d*)\b",2.25,"#0A97D9"
3638,14,"crab","\b(\d*)crab(\d*)\b",2.05,"#0A97D9"
3639,14,"salmon","\b(\d*)salmon(\d*)\b",1.86,"#0A97D9"
3640,14,"contamination","\b(\d*)contamination(\d*)\b",1.79,"#0A97D9"
3641,14,"shellfish","\b(\d*)shellfish(\d*)\b",1.73,"#0A97D9"
3642,14,"fishermen","\b(\d*)fishermen(\d*)\b",1.73,"#0A97D9"
3643,14,"oysters","\b(\d*)oysters(\d*)\b",1.73,"#0A97D9"
3644,14,"coast","\b(\d*)coast(\d*)\b",1.65,"#0A97D9"
3645,14,"pollution","\b(\d*)pollution(\d*)\b",1.55,"#0A97D9"
3646,14,"tuna","\b(\d*)tuna(\d*)\b",1.54,"#0A97D9"
3647,14,"catfish","\b(\d*)catfish(\d*)\b",1.54,"#0A97D9"
3648,14,"fisherman","\b(\d*)fisherman(\d*)\b",1.48,"#0A97D9"
3649,14,"oyster","\b(\d*)oyster(\d*)\b",1.48,"#0A97D9"
3650,14,"whales","\b(\d*)whales(\d*)\b",1.48,"#0A97D9"
3651,14,"mussels","\b(\d*)mussels(\d*)\b",1.41,"#0A97D9"
3652,14,"whale","\b(\d*)whale(\d*)\b",1.41,"#0A97D9"
3653,14,"oceanic","\b(\d*)oceanic(\d*)\b",1.36,"#0A97D9"
3654,14,"herring","\b(\d*)herring(\d*)\b",1.35,"#0A97D9"
3655,14,"reef","\b(\d*)reef(\d*)\b",1.35,"#0A97D9"
3656,14,"coral","\b(\d*)coral(\d*)\b",1.28,"#0A97D9"
3657,14,"grouper","\b(\d*)grouper(\d*)\b",1.28,"#0A97D9"
3658,14,"rockfish","\b(\d*)rockfish(\d*)\b",1.28,"#0A97D9"
3659,14,"halibut","\b(\d*)halibut(\d*)\b",1.22,"#0A97D9"
3660,14,"trout","\b(\d*)trout(\d*)\b",1.22,"#0A97D9"
3661,14,"estuary","\b(\d*)estuary(\d*)\b",1.19,"#0A97D9"
3662,14,"bluefin tuna","\b(\d*)bluefin tuna(\d*)\b",1.16,"#0A97D9"
3663,14,"striped bass","\b(\d*)striped bass(\d*)\b",1.16,"#0A97D9"
3664,14,"crabs","\b(\d*)crabs(\d*)\b",1.16,"#0A97D9"
3665,14,"maritime","\b(\d*)maritime(\d*)\b",1.13,"#0A97D9"
3666,14,"cod","\b(\d*)cod(\d*)\b",1.09,"#0A97D9"
3667,14,"red snapper","\b(\d*)red snapper(\d*)\b",1.09,"#0A97D9"
3668,14,"scallop","\b(\d*)scallop(\d*)\b",1.09,"#0A97D9"
3669,14,"mackerel","\b(\d*)mackerel(\d*)\b",1.09,"#0A97D9"
3670,14,"reefs","\b(\d*)reefs(\d*)\b",1.09,"#0A97D9"
3671,14,"seas","\b(\d*)seas(\d*)\b",1.03,"#0A97D9"
3672,14,"hatchery","\b(\d*)hatchery(\d*)\b",1.03,"#0A97D9"
3673,14,"abalone","\b(\d*)abalone(\d*)\b",1.03,"#0A97D9"
3674,14,"lobsters","\b(\d*)lobsters(\d*)\b",1.03,"#0A97D9"
3675,14,"wild salmon","\b(\d*)wild salmon(\d*)\b",1.03,"#0A97D9"
3676,14,"sturgeon","\b(\d*)sturgeon(\d*)\b",1.03,"#0A97D9"
3677,14,"swordfish","\b(\d*)swordfish(\d*)\b",1.03,"#0A97D9"
3678,14,"estuaries","\b(\d*)estuaries(\d*)\b",1.03,"#0A97D9"
3679,14,"islands","\b(\d*)islands(\d*)\b",1.03,"#0A97D9"
3680,14,"crustaceans","\b(\d*)crustaceans(\d*)\b",1.03,"#0A97D9"
3681,14,"fisher","\b(\d*)fisher(\d*)\b",0.96,"#0A97D9"
3682,14,"prawn","\b(\d*)prawn(\d*)\b",0.96,"#0A97D9"
3683,14,"walleye","\b(\d*)walleye(\d*)\b",0.96,"#0A97D9"
3684,14,"coastal waters","\b(\d*)coastal waters(\d*)\b",0.96,"#0A97D9"
3685,14,"wetlands","\b(\d*)wetlands(\d*)\b",0.96,"#0A97D9"
3686,14,"scallops","\b(\d*)scallops(\d*)\b",0.96,"#0A97D9"
3687,14,"contaminants","\b(\d*)contaminants(\d*)\b",0.95,"#0A97D9"
3688,14,"contaminated","\b(\d*)contaminated(\d*)\b",0.93,"#0A97D9"
3689,14,"oil spill","\b(\d*)oil spill(\d*)\b",0.91,"#0A97D9"
3690,14,"fishers","\b(\d*)fishers(\d*)\b",0.9,"#0A97D9"
3691,14,"inshore","\b(\d*)inshore(\d*)\b",0.9,"#0A97D9"
3692,14,"freshwater","\b(\d*)freshwater(\d*)\b",0.9,"#0A97D9"
3693,14,"coral reef","\b(\d*)coral reef(\d*)\b",0.9,"#0A97D9"
3694,14,"shoreline","\b(\d*)shoreline(\d*)\b",0.9,"#0A97D9"
3695,14,"squid","\b(\d*)squid(\d*)\b",0.9,"#0A97D9"
3696,14,"pollutants","\b(\d*)pollutants(\d*)\b",0.84,"#0A97D9"
3697,14,"wildlife","\b(\d*)wildlife(\d*)\b",0.83,"#0A97D9"
3698,14,"coho","\b(\d*)coho(\d*)\b",0.83,"#0A97D9"
3699,14,"crayfish","\b(\d*)crayfish(\d*)\b",0.83,"#0A97D9"
3700,14,"coral reefs","\b(\d*)coral reefs(\d*)\b",0.83,"#0A97D9"
3701,14,"beaches","\b(\d*)beaches(\d*)\b",0.83,"#0A97D9"
3702,14,"snook","\b(\d*)snook(\d*)\b",0.83,"#0A97D9"
3703,14,"redfish","\b(\d*)redfish(\d*)\b",0.83,"#0A97D9"
3704,14,"dolphin","\b(\d*)dolphin(\d*)\b",0.83,"#0A97D9"
3705,14,"clams","\b(\d*)clams(\d*)\b",0.83,"#0A97D9"
3706,14,"clam","\b(\d*)clam(\d*)\b",0.83,"#0A97D9"
3707,14,"beach","\b(\d*)beach(\d*)\b",0.79,"#0A97D9"
3708,14,"seabed","\b(\d*)seabed(\d*)\b",0.77,"#0A97D9"
3709,14,"biodiversity","\b(\d*)biodiversity(\d*)\b",0.77,"#0A97D9"
3710,14,"sockeye","\b(\d*)sockeye(\d*)\b",0.77,"#0A97D9"
3711,14,"anglers","\b(\d*)anglers(\d*)\b",0.77,"#0A97D9"
3712,14,"lake trout","\b(\d*)lake trout(\d*)\b",0.77,"#0A97D9"
3713,14,"flounder","\b(\d*)flounder(\d*)\b",0.77,"#0A97D9"
3714,14,"crabbing","\b(\d*)crabbing(\d*)\b",0.77,"#0A97D9"
3715,14,"shorelines","\b(\d*)shorelines(\d*)\b",0.77,"#0A97D9"
3716,14,"seabirds","\b(\d*)seabirds(\d*)\b",0.77,"#0A97D9"
3717,14,"marlin","\b(\d*)marlin(\d*)\b",0.77,"#0A97D9"
3718,14,"shad","\b(\d*)shad(\d*)\b",0.77,"#0A97D9"
3719,14,"crawfish","\b(\d*)crawfish(\d*)\b",0.77,"#0A97D9"
3720,14,"fishes","\b(\d*)fishes(\d*)\b",0.71,"#0A97D9"
3721,14,"rainbow trout","\b(\d*)rainbow trout(\d*)\b",0.71,"#0A97D9"
3722,14,"steelhead","\b(\d*)steelhead(\d*)\b",0.71,"#0A97D9"
3723,14,"coastline","\b(\d*)coastline(\d*)\b",0.71,"#0A97D9"
3724,14,"waters","\b(\d*)waters(\d*)\b",0.71,"#0A97D9"
3725,14,"kelp","\b(\d*)kelp(\d*)\b",0.71,"#0A97D9"
3726,14,"prawns","\b(\d*)prawns(\d*)\b",0.71,"#0A97D9"
3727,14,"anchovies","\b(\d*)anchovies(\d*)\b",0.71,"#0A97D9"
3728,14,"species","\b(\d*)species(\d*)\b",0.7,"#0A97D9"
3729,14,"pollutant","\b(\d*)pollutant(\d*)\b",0.68,"#0A97D9"
3730,14,"waterways","\b(\d*)waterways(\d*)\b",0.64,"#0A97D9"
3731,14,"mangroves","\b(\d*)mangroves(\d*)\b",0.64,"#0A97D9"
3732,14,"sea creatures","\b(\d*)sea creatures(\d*)\b",0.64,"#0A97D9"
3733,14,"shallow waters","\b(\d*)shallow waters(\d*)\b",0.64,"#0A97D9"
3734,14,"coastlines","\b(\d*)coastlines(\d*)\b",0.64,"#0A97D9"
3735,14,"marine mammals","\b(\d*)marine mammals(\d*)\b",0.64,"#0A97D9"
3736,14,"turtles","\b(\d*)turtles(\d*)\b",0.64,"#0A97D9"
3737,14,"marsh","\b(\d*)marsh(\d*)\b",0.64,"#0A97D9"
3738,14,"pesticides","\b(\d*)pesticides(\d*)\b",0.64,"#0A97D9"
3739,14,"eel","\b(\d*)eel(\d*)\b",0.64,"#0A97D9"
3740,14,"mangrove","\b(\d*)mangrove(\d*)\b",0.61,"#0A97D9"
3741,14,"contaminant","\b(\d*)contaminant(\d*)\b",0.6,"#0A97D9"
3742,14,"aquatic","\b(\d*)aquatic(\d*)\b",0.59,"#0A97D9"
3743,14,"phosphorus","\b(\d*)phosphorus(\d*)\b",0.58,"#0A97D9"
3744,14,"watermen","\b(\d*)watermen(\d*)\b",0.58,"#0A97D9"
3745,14,"brown trout","\b(\d*)brown trout(\d*)\b",0.58,"#0A97D9"
3746,14,"mussel","\b(\d*)mussel(\d*)\b",0.58,"#0A97D9"
3747,14,"chinook","\b(\d*)chinook(\d*)\b",0.58,"#0A97D9"
3748,14,"corals","\b(\d*)corals(\d*)\b",0.58,"#0A97D9"
3749,14,"ecosystems","\b(\d*)ecosystems(\d*)\b",0.58,"#0A97D9"
3750,14,"barrier islands","\b(\d*)barrier islands(\d*)\b",0.58,"#0A97D9"
3751,14,"habitats","\b(\d*)habitats(\d*)\b",0.58,"#0A97D9"
3752,14,"lakes","\b(\d*)lakes(\d*)\b",0.58,"#0A97D9"
3753,14,"tarpon","\b(\d*)tarpon(\d*)\b",0.58,"#0A97D9"
3754,14,"humpbacks","\b(\d*)humpbacks(\d*)\b",0.58,"#0A97D9"
3755,14,"harbor","\b(\d*)harbor(\d*)\b",0.58,"#0A97D9"
3756,14,"shark","\b(\d*)shark(\d*)\b",0.58,"#0A97D9"
3757,14,"tilapia","\b(\d*)tilapia(\d*)\b",0.58,"#0A97D9"
3758,14,"groundwater","\b(\d*)groundwater(\d*)\b",0.58,"#0A97D9"
3759,14,"bacteria","\b(\d*)bacteria(\d*)\b",0.58,"#0A97D9"
3760,14,"arsenic","\b(\d*)arsenic(\d*)\b",0.58,"#0A97D9"
3761,14,"eels","\b(\d*)eels(\d*)\b",0.58,"#0A97D9"
3762,14,"polluted","\b(\d*)polluted(\d*)\b",0.56,"#0A97D9"
3763,14,"hatcheries","\b(\d*)hatcheries(\d*)\b",0.51,"#0A97D9"
3764,14,"forestry","\b(\d*)forestry(\d*)\b",0.51,"#0A97D9"
3765,14,"largemouth bass","\b(\d*)largemouth bass(\d*)\b",0.51,"#0A97D9"
3766,14,"sea turtles","\b(\d*)sea turtles(\d*)\b",0.51,"#0A97D9"
3767,14,"dunes","\b(\d*)dunes(\d*)\b",0.51,"#0A97D9"
3768,14,"sediment","\b(\d*)sediment(\d*)\b",0.51,"#0A97D9"
3769,14,"marshes","\b(\d*)marshes(\d*)\b",0.51,"#0A97D9"
3770,14,"pacific ocean","\b(\d*)pacific ocean(\d*)\b",0.51,"#0A97D9"
3771,14,"indian ocean","\b(\d*)indian ocean(\d*)\b",0.51,"#0A97D9"
3772,14,"rainforest","\b(\d*)rainforest(\d*)\b",0.51,"#0A97D9"
3773,14,"spill","\b(\d*)spill(\d*)\b",0.5,"#0A97D9"
3774,14,"underwater","\b(\d*)underwater(\d*)\b",0.46,"#0A97D9"
3775,14,"harmful","\b(\d*)harmful(\d*)\b",0.45,"#0A97D9"
3776,14,"seawater","\b(\d*)seawater(\d*)\b",0.45,"#0A97D9"
3777,14,"wildlife conservation","\b(\d*)wildlife conservation(\d*)\b",0.45,"#0A97D9"
3778,14,"ecological","\b(\d*)ecological(\d*)\b",0.45,"#0A97D9"
3779,14,"angler","\b(\d*)angler(\d*)\b",0.45,"#0A97D9"
3780,14,"jellyfish","\b(\d*)jellyfish(\d*)\b",0.45,"#0A97D9"
3781,14,"fauna","\b(\d*)fauna(\d*)\b",0.45,"#0A97D9"
3782,14,"shipwrecks","\b(\d*)shipwrecks(\d*)\b",0.45,"#0A97D9"
3783,14,"algae blooms","\b(\d*)algae blooms(\d*)\b",0.45,"#0A97D9"
3784,14,"manatee","\b(\d*)manatee(\d*)\b",0.45,"#0A97D9"
3785,14,"wetland","\b(\d*)wetland(\d*)\b",0.45,"#0A97D9"
3786,14,"otters","\b(\d*)otters(\d*)\b",0.45,"#0A97D9"
3787,14,"atlantic ocean","\b(\d*)atlantic ocean(\d*)\b",0.45,"#0A97D9"
3788,14,"waterway","\b(\d*)waterway(\d*)\b",0.45,"#0A97D9"
3789,14,"seashore","\b(\d*)seashore(\d*)\b",0.45,"#0A97D9"
3790,14,"turtle","\b(\d*)turtle(\d*)\b",0.45,"#0A97D9"
3791,14,"sharks","\b(\d*)sharks(\d*)\b",0.45,"#0A97D9"
3792,14,"algae","\b(\d*)algae(\d*)\b",0.45,"#0A97D9"
3793,14,"tomato","\b(\d*)tomato(\d*)\b",0.45,"#0A97D9"
3794,14,"smoked salmon","\b(\d*)smoked salmon(\d*)\b",0.45,"#0A97D9"
3795,14,"fillet","\b(\d*)fillet(\d*)\b",0.45,"#0A97D9"
3796,14,"bass","\b(\d*)bass(\d*)\b",0.45,"#0A97D9"
3797,14,"toxic","\b(\d*)toxic(\d*)\b",0.45,"#0A97D9"
3798,14,"particulates","\b(\d*)particulates(\d*)\b",0.45,"#0A97D9"
3799,14,"vocs","\b(\d*)vocs(\d*)\b",0.45,"#0A97D9"
3800,14,"sardines","\b(\d*)sardines(\d*)\b",0.45,"#0A97D9"
3801,14,"crappie","\b(\d*)crappie(\d*)\b",0.45,"#0A97D9"
3802,14,"bluefish","\b(\d*)bluefish(\d*)\b",0.45,"#0A97D9"
3803,14,"fillets","\b(\d*)fillets(\d*)\b",0.45,"#0A97D9"
3804,14,"hydrocarbons","\b(\d*)hydrocarbons(\d*)\b",0.4,"#0A97D9"
3805,14,"trawlers","\b(\d*)trawlers(\d*)\b",0.39,"#0A97D9"
3806,14,"national marine fisheries","\b(\d*)national marine fisheries(\d*)\b",0.39,"#0A97D9"
3807,14,"angling","\b(\d*)angling(\d*)\b",0.39,"#0A97D9"
3808,14,"marine mammal","\b(\d*)marine mammal(\d*)\b",0.39,"#0A97D9"
3809,14,"watershed","\b(\d*)watershed(\d*)\b",0.39,"#0A97D9"
3810,14,"poultry","\b(\d*)poultry(\d*)\b",0.39,"#0A97D9"
3811,14,"invertebrates","\b(\d*)invertebrates(\d*)\b",0.39,"#0A97D9"
3812,14,"habitat","\b(\d*)habitat(\d*)\b",0.39,"#0A97D9"
3813,14,"manatees","\b(\d*)manatees(\d*)\b",0.39,"#0A97D9"
3814,14,"great barrier reef","\b(\d*)great barrier reef(\d*)\b",0.39,"#0A97D9"
3815,14,"sediments","\b(\d*)sediments(\d*)\b",0.39,"#0A97D9"
3816,14,"ocean currents","\b(\d*)ocean currents(\d*)\b",0.39,"#0A97D9"
3817,14,"dolphins","\b(\d*)dolphins(\d*)\b",0.39,"#0A97D9"
3818,14,"sea turtle","\b(\d*)sea turtle(\d*)\b",0.39,"#0A97D9"
3819,14,"shore","\b(\d*)shore(\d*)\b",0.39,"#0A97D9"
3820,14,"rivers","\b(\d*)rivers(\d*)\b",0.39,"#0A97D9"
3821,14,"shores","\b(\d*)shores(\d*)\b",0.39,"#0A97D9"
3822,14,"marshland","\b(\d*)marshland(\d*)\b",0.39,"#0A97D9"
3823,14,"offshore","\b(\d*)offshore(\d*)\b",0.39,"#0A97D9"
3824,14,"island","\b(\d*)island(\d*)\b",0.39,"#0A97D9"
3825,14,"antarctic","\b(\d*)antarctic(\d*)\b",0.39,"#0A97D9"
3826,14,"inlet","\b(\d*)inlet(\d*)\b",0.39,"#0A97D9"
3827,14,"bering sea","\b(\d*)bering sea(\d*)\b",0.39,"#0A97D9"
3828,14,"humpback whales","\b(\d*)humpback whales(\d*)\b",0.39,"#0A97D9"
3829,14,"micro organisms","\b(\d*)micro organisms(\d*)\b",0.39,"#0A97D9"
3830,14,"marshlands","\b(\d*)marshlands(\d*)\b",0.39,"#0A97D9"
3831,14,"meat","\b(\d*)meat(\d*)\b",0.39,"#0A97D9"
3832,14,"chicken","\b(\d*)chicken(\d*)\b",0.39,"#0A97D9"
3833,14,"pork","\b(\d*)pork(\d*)\b",0.39,"#0A97D9"
3834,14,"crab cakes","\b(\d*)crab cakes(\d*)\b",0.39,"#0A97D9"
3835,14,"boat","\b(\d*)boat(\d*)\b",0.39,"#0A97D9"
3836,14,"environmental","\b(\d*)environmental(\d*)\b",0.39,"#0A97D9"
