"SECTION","SCHOOL","COURSE_CODE","SESSION","MIN_UNITS","MAX_UNITS","COURSE_TITLE","MODE","Link","PUBLISH","START_TIME","END_TIME","DAYS","TOTAL_ENR","MODALITY","INSTRUCTOR_NAME","ASSIGNED_ROOM","TOTAL_ENR1","COURSE_DESCRIPTION","DEPARTMENT","origin"
"49482","LAS","PHIL-284","1","4","4","Ideas on Trial","C","D","Y","14:00","15:20","TH","0","","McCann, Edwin","MHP101","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49485","LAS","PHIL-284","1","0","0","Ideas on Trial","D","D","Y","9:00","9:50","F","0","","","MHP B7B","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49487","LAS","PHIL-284","1","0","0","Ideas on Trial","D","D","Y","11:00","11:50","F","0","","","MHP102","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49483","LAS","PHIL-284","1","0","0","Ideas on Trial","D","D","Y","9:00","9:50","W","0","","","","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49486","LAS","PHIL-284","1","0","0","Ideas on Trial","D","D","Y","10:00","10:50","F","0","","","MHP102","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49488","LAS","PHIL-284","1","0","0","Ideas on Trial","D","D","Y","12:00","12:50","F","0","","","MHP B7B","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49484","LAS","PHIL-284","1","0","0","Ideas on Trial","D","D","Y","10:00","10:50","W","0","","","MHP102","0","The trials of Socrates, Joan of Arc, the Salem witches, Galileo, Scopes and the Nuremberg and Eichmann trials; their social and cultural consequences.","PHIL","20233"
"49500","LAS","PHIL-314","1","4","4","Origins of Free Market Thought in Early Modern Europe","C","","Y","14:00","15:20","TH","0","","Soll, Jacob","THH110","0","The varied history of ideas of a free market from Cicero, through the Middle Ages and Renaissance, to the Enlightenment, Adam Smith, Colbert and beyond.","PHIL","20233"
"49506","LASH","PHIL-320","1","4","4","History of Western Philosophy: Modern Period","C","","Y","8:30","9:50","MW","0","","Dreher, John, Hugo","ONLINE","0","The development of philosophy from the sixteenth to the nineteenth centuries; emphasis on Continental Rationalism, British Empiricism, and the philosophy of Kant.","PHIL","20233"
"49512","LAS","PHIL-337","1","4","4","Political Philosophy","C","","Y","12:30","13:50","TH","0","","Tahzib, Collis","","0","Analysis of some of the main political philosophies of the modern era; emphasis on the ethical and metaphysical foundations of political philosophy.","PHIL","20233"
"49522","LAS","PHIL-350","1","4","4","Intermediate Logic","C","","Y","12:30","13:50","TH","0","","Damnjanovic, Zlatan","CPA205","0","Basic techniques of propositional and quantificational logic, and elements of probability. Especially useful to philosophy, mathematics, science and engineering majors.","PHIL","20233"
"49544","LASH","PHIL-423","1","4","4","The Critical Philosophy of Kant","C","","Y","15:30","16:50","MW","0","","","THH215","0","Intensive study of the philosophical works of Kant.","PHIL","20233"
"49552","LAS","PHIL-431","1","4","4","Law, Society, and Politics","C","G","Y","14:00","15:20","MW","0","","Quong, Jonathan","MHP101","0","A systematic presentation of the main philosophical perspectives on the interactions between law and the social-political aspects of our lives.","PHIL","20233"
"49554","LAS","PHIL-431","1","0","0","Law, Society, and Politics","D","G","Y","10:00","10:50","H","0","","","","0","A systematic presentation of the main philosophical perspectives on the interactions between law and the social-political aspects of our lives.","PHIL","20233"
"49550","LAS","PHIL-431","1","0","0","Law, Society, and Politics","D","G","Y","11:00","11:50","T","0","","","","0","A systematic presentation of the main philosophical perspectives on the interactions between law and the social-political aspects of our lives.","PHIL","20233"
"49551","LAS","PHIL-431","1","0","0","Law, Society, and Politics","D","G","Y","10:00","10:50","T","0","","","","0","A systematic presentation of the main philosophical perspectives on the interactions between law and the social-political aspects of our lives.","PHIL","20233"
"49553","LAS","PHIL-431","1","0","0","Law, Society, and Politics","D","G","Y","9:00","9:50","H","0","","","","0","A systematic presentation of the main philosophical perspectives on the interactions between law and the social-political aspects of our lives.","PHIL","20233"
"49555","LASH","PHIL-437","1","4","4","Social and Political Philosophy","C","","Y","12:30","13:50","TH","0","","Lloyd, Sharon, Anne","WPH106","0","The nature of man and society, the nature and justification of state and government, political rights and political obligation, justice and equality.","PHIL","20233"
"49560","LASH","PHIL-442","1","4","4","History of Ethics to 1900","C","","Y","14:00","15:20","MW","0","A","Dreher, John, Hugo","ONLINE","0","An historical and critical study of the great moral philosophers, including Plato, Aristotle, Aquinas, Kant, and the British moralists.","PHIL","20233"
"49568","LAS","PHIL-450","1","4","4","The Limits of Logic","C","","Y","11:00","12:20","TH","0","","","","0","Systematic study of the formal limits on what can be counted, expressed in language, systematically computed or rigorously proved, including Goedel's Incompleteness Theorems.","PHIL","20233"
"49575","LASH","PHIL-462","1","4","4","Philosophy of Mind","C","","Y","12:30","13:50","TH","0","","","VHE210","0","Examination of contemporary theories of mind and its place in the natural world.","PHIL","20233"
"49593","LAS","PHIL-490","1","1","8","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","PHIL","20233"
"49596","LAS","PHIL-490","1","1","8","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","PHIL","20233"
"49594","LAS","PHIL-490","1","1","8","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","PHIL","20233"
"49595","LAS","PHIL-490","1","1","8","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Individual research and readings. Not available for graduate credit.","PHIL","20233"
"49597","LAS","PHIL-494","1","4","4","Senior Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Independent studies for philosophy majors, and guidance in the preparation of the senior thesis for students who wish to graduate with honors in philosophy.","PHIL","20233"
"49599","LAS","PHIL-494","1","4","4","Senior Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Independent studies for philosophy majors, and guidance in the preparation of the senior thesis for students who wish to graduate with honors in philosophy.","PHIL","20233"
"49598","LAS","PHIL-494","1","4","4","Senior Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Independent studies for philosophy majors, and guidance in the preparation of the senior thesis for students who wish to graduate with honors in philosophy.","PHIL","20233"
"49603","LASH","PHIL-501","1","4","4","Seminar in Recent Philosophy","C","","Y","16:30","18:50","T","0","","Jeshion, Robin, Beth","MHP102","0","Contemporary philosophical issues and literature.","PHIL","20233"
"49605","LASH","PHIL-503","1","4","4","Introduction to Contemporary Philosophical Literature on Value","C","","Y","14:00","16:20","M","0","","Wedgwood, Ralph, Nicholas","MHP102","0","Analysis of selected philosophical problems and theses of current interest; explication of major contemporary papers and/ or books is emphasized.","PHIL","20233"
"49611","LASH","PHIL-515","1","4","4","Studies in Ancient and Medieval Philosophy","C","","Y","16:30","18:50","M","0","","","MHP102","0","Problems in research in selected portions of ancient and medieval philosophy.","PHIL","20233"
"49619","LASH","PHIL-537","1","4","4","Seminar in Social and Political Philosophy","C","","Y","14:00","16:20","H","0","","Tahzib, Collis","MHP102","0","Advanced literature on selected topics in social and political philosophy, including the nature of law, man, and society; ideals such as justice and freedom.","PHIL","20233"
"49628","LASH","PHIL-560","1","4","4","Seminar in Metaphysics","C","","Y","16:30","18:50","W","0","","Hawthorne, John, Patrick","MHP102","0","Advanced topics in metaphysics.","PHIL","20233"
"49632","LASH","PHIL-570","1","4","4","Seminar in Epistemology","C","","Y","16:30","18:50","H","0","","Hawthorne, John, Patrick Wedgwood, Ralph, Nicholas","MHP102","0","Advanced topics in epistemology.","PHIL","20233"
"49644","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49648","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49640","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49642","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49646","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49641","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49645","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49647","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49643","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49639","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49638","LASH","PHIL-590","1","1","12","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49649","LASH","PHIL-593","1","2","2","Teaching Philosophy","C","","Y","12:00","14:20","F","0","","Hawthorne, John, Patrick","MHP102","0","Basic principles of philosophical pedagogy, with emphasis on practical applications and the importance of career-long skill development. Required for first-semester teaching assistants in philosophy.","PHIL","20233"
"49650","LASH","PHIL-594A","1","2","2","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Thesis. Graded IP/CR/NC.","PHIL","20233"
"49651","LASH","PHIL-594B","1","2","2","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Thesis. Graded IP/CR/NC.","PHIL","20233"
"49652","LASH","PHIL-594Z","1","0","0","Master's Thesis","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Thesis. Graded IP/CR/NC.","PHIL","20233"
"49672","LAS","PHIL-700","1","2","2","Dissertation Seminar","C","","Y","14:00","16:20","W","0","","Russell, Jeff","MHP102","0","A focused environment in which to present and evaluate dissertation work-in-progress. Focus on peer and faculty feedback, developing professional presentation skills, improving critical communication skills. Graded CR/NC. Open only to Philosophy doctoral students.","PHIL","20233"
"49659","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49664","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49663","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49662","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49660","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49665","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49661","LASH","PHIL-790","1","1","12","Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","PHIL","20233"
"49666","LASH","PHIL-794A","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","PHIL","20233"
"49667","LASH","PHIL-794B","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","PHIL","20233"
"49668","LASH","PHIL-794C","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","PHIL","20233"
"49669","LASH","PHIL-794D","1","2","2","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","PHIL","20233"
"49670","LASH","PHIL-794Z","1","0","0","Doctoral Dissertation","C","","Y","TBA","TBA","","0","","","OFFICE","0","Credit on acceptance of Dissertation. Graded IP/CR/NC.","PHIL","20233"
"48503","PHAR","PHRD-503","4","4","4","Biological Systems I","C","","Y","9:00","12:00","H","0","","","","0","Integration and application to pharmacy of anatomy, histology, physiology and pathophysiology using an organ-based approach.","PHRD","20233"
"48505","PHAR","PHRD-511","4","5","5","Pharmacy Practice and Professionalism 1","C","","Y","9:00","12:00","W","0","","","","0","A seminar series covering leadership, professionalism and professional development for pharmacy practice. Includes practical experience placements (IPPE).","PHRD","20233"
"48550","PHAR","PHRD-550","4","3","3","Pharmacoepidemiology","C","","Y","17:00","19:00","M","0","","","ONLINE","0","Introduces pharmacoepidemiology and discusses key concepts and principles in the study of the utilization, safety and effectiveness of medications in large populations.","PHRD","20233"
"48577","PHAR","PHRD-555","4","2","2","Pharmacy Education 1","C","","Y","13:00","15:00","M","0","","","ONLINE","0","Understanding and application of learning theory and teaching methodology, small group teaching, active learning, student motivation, basic assessment methods, and general online teaching tools.","PHRD","20233"
"48587","PHAR","PHRD-559","4","3","3","Therapeutics: Pharmacokinetics","C","","Y","10:00","12:00","F","0","","","","0","Integrated teaching of basic and clinical pharmacokinetic/ pharmacodynamic concepts. Open to Doctor of Pharmacy students only.","PHRD","20233"
"48581","PHAR","PHRD-563","4","2","2","Case Conference 1","C","","Y","10:00","12:00","H","0","","","OFFICE","0","Case conferences and seminars focusing on contemporary pharmacy practice.","PHRD","20233"
"48622","PHAR","PHRD-622","774","2","2","Case Conference 3","C","","Y","TBA","TBA","","0","","Wong, Paul, Jisuen","OFFICE","0","Case conferences and seminars focusing on contemporary pharmacy practice.","PHRD","20233"
"48628","PHAR","PHRD-628","4","2","2","Interprofessional Collaboration for Patient Care","CD","","Y","13:00","15:00","M","0","","","OFFICE","0","Provides future pharmacists with the specialized knowledge, skills, and experiences for team-based care through interprofessional collaboration (IPC). Fulfills requirements in the Health Systems and Comprehensive Medication Management and High-Risk Populations areas of concentration.","PHRD","20233"
"48629","PHAR","PHRD-628B","4","0","0","Longitudinal Interprofessional Collaboration Experience","CD","","Y","TBA","TBA","M","0","","","OFFICE","0","The interprofessional collaboration (IPC) experience provides student pharmacists with the specialized knowledge, skills and experiences to provide team-based patient care through IPC. Lends expertise in the area of appropriate utilization of pharmaceuticals anchored in evidence-based medicine. The longitudinal IPC experience is designed to prepare students for optimizing team-based patient care through IPC.","PHRD","20233"
"48633","PHAR","PHRD-633","774","2","2","Pharmacy Management and Economics","C","","Y","TBA","TBA","","0","","Joyce, Geoffrey, F. Svadjian, Raffi","OFFICE","0","Management principles for pharmacy practice, understanding of health care systems and pharmacoecomincs. Introduction to formulary management and outcome analysis.","PHRD","20233"
"48635","PHAR","PHRD-635","774","1","1","Scholarly Project 2","C","","Y","TBA","TBA","","0","","Kim, Rory Church, Terry, David","OFFICE","0","Oral and poster presentation of the results of the Pharm.D. Scholarly Project.","PHRD","20233"
"48669","PHAR","PHRD-651","4","3","3","Community Pharmacy and Business Management I","C","","Y","13:00","15:00","M","0","","","","0","Development of specialized knowledge and skills in community pharmacy practice involving location analysis, pharmacy management principles, and introduction to business law concepts.","PHRD","20233"
"48653","PHAR","PHRD-653","4","3","3","Principles of Managed Care","C","","Y","13:00","15:00","M","0","","","ONLINE","0","Understanding formal and informal organizations in institutions, managed care, disease management, health care policy and financing, patients' chart organization, and clinical monitoring parameters.","PHRD","20233"
"48655","PHAR","PHRD-655","4","3","3","Geriatric Pharmacy I","C","","Y","17:00","19:00","M","0","","","ONLINE","0","Specialized knowledge and skills in geriatric pharmacy, pharmacology of aging, and unique functions of health care team providing care to the elderly patient. Open to Doctor of Pharmacy students only.","PHRD","20233"
"48657","PHAR","PHRD-657","4","2","3","Basic Research Design","C","","Y","TBA","TBA","","0","","","OFFICE","0","Laboratory, clinical, health economics or regulatory science research experience for pharmacy students. Projects performed working directly with faculty advisers.","PHRD","20233"
"48680","PHAR","PHRD-663","4","3","3","Pharmaceutical Development","C","","Y","15:00","17:00","M","0","","","ONLINE","0","Examination of pharmaceutical product development process including discovery, preclinical/clinical studies, regulatory-legal issues and marketing. Open to Doctor of Pharmacy students only.","PHRD","20233"
"48671","PHAR","PHRD-671","4","3","3","Pharmacy Education Seminar","C","","Y","13:00","15:00","M","0","","","ONLINE","0","A seminar course with a focus on educational methods and teaching skills providing career development for students interested in academia.Open to Doctor of Pharmacy students only.","PHRD","20233"
"48674","PHAR","PHRD-674","4","3","3","Acute Care I","C","","Y","15:00","17:00","M","0","","","","0","Development of specialized knowledge and skills in evidence-based drug-therapy management in the acute care arena.","PHRD","20233"
"48688","PHAR","PHRD-688","4","3","3","Global Pharmacy","C","","Y","TBA","TBA","","0","","","OFFICE","0","Opportunity to work with pharmacists, student pharmacists, and other healthcare professionals to experience pharmacy education and practice outside of the United States.","PHRD","20233"
"48770","PHAR","PHRD-731","4","6","6","Advanced Geriatrics APPE","C","","N","TBA","TBA","","0","","","","0","Directed projects/practical experience in geriatric drug therapy.","PHRD","20233"
"48723","PHRD","PHRD-790","4","1","1","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to doctorate in Clinical and Experimental Therapeutics.","PHRD","20233"
"48675","PHRD","PHRD-790","4","2","2","Directed Research","C","","Y","TBA","TBA","","0","","","OFFICE","0","Research leading to doctorate in Clinical and Experimental Therapeutics.","PHRD","20233"
"48797","PHAR","PHRD-796A","4","0","0","Doctor of Pharmacy Capstone","C","","Y","TBA","TBA","","0","","","OFFICE","0","Capstone course required for completion of Doctor of Pharmacy degree. Graded CR/NC. Open only to Doctor of Pharmacy students.","PHRD","20233"
"50310","LAS","PHYS-100","1","4","4","The Physical World","C","A","Y","11:00","11:50","MWF","0","","Wirthwein, Aaron, James","SLH100","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50312","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","10:00","11:50","H","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50316","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","12:00","13:50","H","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50318","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","14:00","15:50","W","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50314","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","12:00","13:50","T","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50317","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","14:00","15:50","T","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50313","LAS","PHYS-100","1","0","0","The Physical World","L","A","N","10:00","11:50","H","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50311","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","10:00","11:50","T","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50319","LAS","PHYS-100","1","0","0","The Physical World","L","A","Y","14:00","15:50","H","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50322","LAS","PHYS-100","1","0","0","The Physical World","L","A","N","16:00","17:50","W","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50321","LAS","PHYS-100","1","0","0","The Physical World","L","A","N","16:00","17:50","T","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50323","LAS","PHYS-100","1","0","0","The Physical World","L","A","N","14:00","15:50","H","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50315","LAS","PHYS-100","1","0","0","The Physical World","L","A","N","12:00","13:50","W","0","","","SGM314","0","The fundamentals of physics are presented, exploring the structure and beauty of physical laws and their manifestations, ranging from events observed in everyday life to subatomic and cosmic phenomena.","PHYS","20233"
"50342","LASN","PHYS-135A","1","4","4","Physics for the Life Sciences","C","","Y","8:30","9:50","TH","0","","Chabok, Hamid, Reza","SLH100","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50344","LASN","PHYS-135A","1","4","4","Physics for the Life Sciences","C","","N","17:00","18:20","TH","0","","","","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50340","LASN","PHYS-135A","1","4","4","Physics for the Life Sciences","C","","Y","8:30","9:50","MW","0","","Chung, Peter, J","SLH200","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50351","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","W","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50347","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","11:00","13:50","T","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50350","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","11:00","13:50","F","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50354","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","17:00","19:50","T","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50353","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","F","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50352","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","H","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50346","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","8:00","10:50","F","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50355","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","14:00","16:50","T","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50349","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","11:00","13:50","H","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50348","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","L","","Y","11:00","13:50","W","0","","","KAP B5","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50343","LASN","PHYS-135A","1","0","0","Physics for the Life Sciences","Q","","Y","17:00","18:20","W","0","","","TBA","0","Fundamental laws and principles of physics emphasizing areasrelated to life sciences. Prerequisite for Biological Sciences,Medicine, Dentistry, Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs.","PHYS","20233"
"50362","LASN","PHYS-135B","1","4","4","Physics for the Life Sciences","C","","Y","12:00","12:50","MWF","0","","Luo, Kelly","SLH102","0","Fundamental laws and principles of physics emphasizing areas related to life sciences. Prerequisite for Biological Sciences, Medicine, Dentistry, and Pharmacy. Lecture, 4 hrs.; Lab, 3 hrs. (Duplicates credit in 105abLg and 125L).","PHYS","20233"
