SECTION,SCHOOL,COURSE_CODE.,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE................................................................................................................................................................................................................................................................................................,MODE,Link    PUBLISH?,START_TIME,END_TIME,DAYS..,TOTAL_ENR,MODALITY    ASSIGNED_ROOM,TOTAL_ENR,DEPT.OWNER.NAME...................................,.................................................,CAMPUS,SEATS,Beg Date..,End Date..,DEPARTMENT.................................................................
51469,PPD,PPD-500,593,2,2,Intersectoral Leadership,C,Y,TBA,TBA,,5,ONLINE,5,Sol Price School of Public Policy,,UPC,20,5/6/2020,8/19/2020,"Policy, Planning and Development"
51460,PPD,PPD-503,593,4,4,Economics for Public Policy,C,Y,TBA,TBA,,27,ONLINE,27,Sol Price School of Public Policy,,OFC,50,5/6/2020,8/19/2020,"Policy, Planning and Development"
51202,PPD,PPD-503,59,4,4,Economics for Public Policy,C,Y,17:30,19:35,MW,48,ONLINE,48,Sol Price School of Public Policy,,UPC,53,5/20/2020,8/11/2020,"Policy, Planning and Development"
51461,PPD,PPD-504,593,2,2,Essential Statistics for Public Management,C,Y,TBA,TBA,,19,ONLINE,19,Sol Price School of Public Policy,,OFC,25,5/6/2020,8/19/2020,"Policy, Planning and Development"
51396,PPD,PPD-504,596,2,2,Essential Statistics for Public Management,C,Y,18:00,20:30,T,26,ONLINE,26,Sol Price School of Public Policy,,UPC,29,6/2/2020,8/11/2020,"Policy, Planning and Development"
51303,PPD,PPD-511,541,2,2,Health Information Systems,C,Y,18:00,19:50,T,29,ONLINE,29,Sol Price School of Public Policy,,OFC,30,5/17/2020,8/11/2020,"Policy, Planning and Development"
51305,PPD,PPD-511,541,2,2,Health Information Systems,C,Y,18:00,19:50,H,21,ONLINE,21,Sol Price School of Public Policy,,OFC,30,5/17/2020,8/11/2020,"Policy, Planning and Development"
51319,PPD,PPD-517,541,2,2,Concepts and Practices in Managing Health Care Organizations,C,Y,18:00,19:50,W,24,ONLINE,24,Sol Price School of Public Policy,,OFC,30,5/17/2020,8/11/2020,"Policy, Planning and Development"
51317,PPD,PPD-517,541,2,2,Concepts and Practices in Managing Health Care Organizations,C,Y,18:00,19:50,M,30,ONLINE,30,Sol Price School of Public Policy,,OFC,30,5/17/2020,8/11/2020,"Policy, Planning and Development"
51462,PPD,PPD-540,593,4,4,Fundamentals of Public Administration,C,Y,TBA,TBA,,33,ONLINE,33,Sol Price School of Public Policy,,OFC,50,5/6/2020,8/19/2020,"Policy, Planning and Development"
51463,PPD,PPD-541,593,4,4,Public Financial Management and Budgeting,C,Y,TBA,TBA,,20,ONLINE,20,Sol Price School of Public Policy,,OFC,40,5/6/2020,8/19/2020,"Policy, Planning and Development"
51307,PPD,PPD-542,541,4,4,Policy and Program Evaluation,C,Y,TBA,TBA,,26,ONLINE,26,Sol Price School of Public Policy,,OFC,28,5/17/2020,8/11/2020,"Policy, Planning and Development"
51464,PPD,PPD-546,593,4,4,Capstone in Public Administration,C,Y,TBA,TBA,,27,ONLINE,27,Sol Price School of Public Policy,,OFC,40,5/6/2020,8/19/2020,"Policy, Planning and Development"
51309,PPD,PPD-546,541,4,4,Capstone in Public Administration,C,Y,TBA,TBA,,18,ONLINE,18,Sol Price School of Public Policy,,OFC,24,5/17/2020,8/11/2020,"Policy, Planning and Development"
51404,PPD,PPD-554,511,4,4,Foundations of Policy Analysis,C,Y,TBA,TBA,,27,SACRAMENTO,27,Sol Price School of Public Policy,,UPC,29,5/20/2020,8/11/2020,"Policy, Planning and Development"
51209,PPD,PPD-590,59,1,12,Directed Research,C,Y,TBA,TBA,,2,OFFICE,2,Sol Price School of Public Policy,,UPC,10,5/20/2020,8/11/2020,"Policy, Planning and Development"
51204,PPD,PPD-590,50,1,12,Directed Research,C,Y,TBA,TBA,,2,OFFICE,2,Sol Price School of Public Policy,,UPC,10,5/20/2020,6/30/2020,"Policy, Planning and Development"
51213,PPD,PPD-590,51,1,12,Directed Research,C,Y,TBA,TBA,,2,OFFICE,2,Sol Price School of Public Policy,,UPC,10,7/1/2020,8/11/2020,"Policy, Planning and Development"
51220,PPD,PPD-590,51,1,12,Directed Research,C,Y,TBA,TBA,,1,OFFICE,1,Sol Price School of Public Policy,,UPC,10,7/1/2020,8/11/2020,"Policy, Planning and Development"
51471,PPD,PPD-590,593,1,4,Directed Research,C,Y,TBA,TBA,,1,OFFICE,1,Sol Price School of Public Policy,,UPC,2,5/6/2020,8/19/2020,"Policy, Planning and Development"
51212,PPD,PPD-596,59,1,1,Internship for Curricular Practical Training,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,20,5/20/2020,8/11/2020,"Policy, Planning and Development"
51214,PPD,PPD-599,59,4,4,Special Topics,C,Y,17:00,21:35,W,13,ONLINE,13,Sol Price School of Public Policy,,OFC,25,5/20/2020,8/11/2020,"Policy, Planning and Development"
51782,PPD,PPD-605,820,2,2,Frontline Issues in Health Services,C,Y,TBA,TBA,,18,ONLINE,18,Sol Price School of Public Policy,,UPC,25,5/6/2020,8/19/2020,"Policy, Planning and Development"
,,,,,,Administration and Policy,,,,,,,,,,,,,,,
51778,PPD,PPD-605,820,2,2,Frontline Issues in Health Services,C,Y,TBA,TBA,,20,ONLINE,20,Sol Price School of Public Policy,,UPC,30,5/6/2020,8/19/2020,"Policy, Planning and Development"
,,,,,,Administration and Policy,,,,,,,,,,,,,,,
51780,PPD,PPD-605,820,2,2,Frontline Issues in Health Services,C,Y,TBA,TBA,,29,ONLINE,29,Sol Price School of Public Policy,,UPC,30,5/6/2020,8/19/2020,"Policy, Planning and Development"
,,,,,,Administration and Policy,,,,,,,,,,,,,,,
51779,PPD,PPD-605,820,2,2,Frontline Issues in Health Services,C,Y,TBA,TBA,,27,ONLINE,27,Sol Price School of Public Policy,,UPC,30,5/6/2020,8/19/2020,"Policy, Planning and Development"
,,,,,,Administration and Policy,,,,,,,,,,,,,,,
51781,PPD,PPD-605,820,2,2,Frontline Issues in Health Services,C,Y,TBA,TBA,,11,ONLINE,11,Sol Price School of Public Policy,,UPC,25,5/6/2020,8/19/2020,"Policy, Planning and Development"
,,,,,,Administration and Policy,,,,,,,,,,,,,,,
51333,PPD,PPD-613B,542,3,3,"Policy, Planning, and Development International Laboratory",C,Y,TBA,TBA,,6,ONLINE,6,Sol Price School of Public Policy,,OFC,25,5/25/2020,7/31/2020,"Policy, Planning and Development"
51331,PPD,PPD-613B,588,3,3,"Policy, Planning, and Development International Laboratory",C,N,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,25,5/25/2020,6/5/2020,"Policy, Planning and Development"
51465,PPD,PPD-628,593,4,4,Urban Planning and Social Policy,C,Y,TBA,TBA,,20,ONLINE,20,Sol Price School of Public Policy,,OFC,25,5/6/2020,8/19/2020,"Policy, Planning and Development"
51451,PPD,PPD-642,533,4,4,Strategic Leadership of Organizations,C,Y,TBA,TBA,,24,ONLINE,24,Sol Price School of Public Policy,,OFC,24,5/28/2020,7/17/2020,"Policy, Planning and Development"
51402,PPD,PPD-658,511,4,4,Advocacy in Public Administration,C,Y,TBA,TBA,,23,SACRAMENTO,23,Sol Price School of Public Policy,,OFC,28,5/20/2020,8/11/2020,"Policy, Planning and Development"
51270,PPD,PPD-665,541,4,4,Contemporary Issues in Philanthropy,C,Y,TBA,TBA,,21,ONLINE,21,Sol Price School of Public Policy,,OFC,26,5/17/2020,8/11/2020,"Policy, Planning and Development"
51466,PPD,PPD-673,593,4,4,Strategic Planning in the Public Sector,C,Y,TBA,TBA,,7,ONLINE,7,Sol Price School of Public Policy,,OFC,25,5/6/2020,8/19/2020,"Policy, Planning and Development"
51330,PPD,PPD-673,541,4,4,Strategic Planning in the Public Sector,C,Y,18:00,21:20,T,19,ONLINE,19,Sol Price School of Public Policy,,OFC,22,5/17/2020,8/11/2020,"Policy, Planning and Development"
51215,PPD,PPD-684,59,2,2,Leadership Development in the Public and Nonprofit Sectors,C,Y,18:00,20:05,H,16,ONLINE,16,Sol Price School of Public Policy,,OFC,21,5/20/2020,8/11/2020,"Policy, Planning and Development"
51467,PPD,PPD-685,593,2,2,Human Resources Management in Public and Non-Profit Sectors,C,Y,TBA,TBA,,0,ONLINE,0,Sol Price School of Public Policy,,OFC,25,5/6/2020,8/19/2020,"Policy, Planning and Development"
51203,PPD,PPD-790,51,1,12,Research,C,Y,TBA,TBA,,2,OFFICE,2,Sol Price School of Public Policy,,UPC,20,7/1/2020,8/11/2020,"Policy, Planning and Development"
51211,PPD,PPD-790,59,1,12,Research,C,Y,TBA,TBA,,12,OFFICE,12,Sol Price School of Public Policy,,UPC,15,5/20/2020,8/11/2020,"Policy, Planning and Development"
51201,PPD,PPD-790,50,1,12,Research,C,Y,TBA,TBA,,1,OFFICE,1,Sol Price School of Public Policy,,UPC,20,5/20/2020,6/30/2020,"Policy, Planning and Development"
51266,PPD,PPD-790,51,1,1,Research,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,1,7/1/2020,8/11/2020,"Policy, Planning and Development"
51207,PPD,PPD-794A,59,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,5,5/20/2020,8/11/2020,"Policy, Planning and Development"
51208,PPD,PPD-794B,59,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,10,5/20/2020,8/11/2020,"Policy, Planning and Development"
51210,PPD,PPD-794C,59,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,10,5/20/2020,8/11/2020,"Policy, Planning and Development"
51216,PPD,PPD-794D,59,2,2,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,10,5/20/2020,8/11/2020,"Policy, Planning and Development"
51219,PPD,PPD-794Z,59,0,0,Doctoral Dissertation,C,Y,TBA,TBA,,0,OFFICE,0,Sol Price School of Public Policy,,UPC,10,5/20/2020,8/11/2020,"Policy, Planning and Development"
51052,PPD,PPDE-628,541,2,2,Introduction to Lean Health Care,C,Y,20:00,21:50,M,11,ONLINE,11,Sol Price School of Public Policy,,OFC,20,5/17/2020,8/11/2020,"Policy, Planning and Development - Expanded"
51072,PPD,PPDE-648,593,4,4,Performance Management,C,Y,TBA,TBA,,14,ONLINE,14,Sol Price School of Public Policy,,OFC,40,5/6/2020,8/19/2020,"Policy, Planning and Development - Expanded"
51650,PPD,RED-437,55,4,4,Advanced Finance and Investment for Real Estate,C,Y,18:00,21:20,MW,34,ONLINE,34,Sol Price School of Public Policy,,OFC,35,5/20/2020,7/14/2020,Real Estate Development
,,,,,,Development,,,,,,,,,,,,,,,
51600,PPD,RED-541,531,2,2,Finance Fundamentals for Real Estate Development,C,Y,18:00,20:50,M,9,ONLINE,9,Sol Price School of Public Policy,,OFC,20,6/8/2020,8/14/2020,Real Estate Development
51602,PPD,RED-542,531,3,3,Finance of Real Estate Development,C,Y,14:00,15:50,MW,18,ONLINE,18,Sol Price School of Public Policy,,OFC,30,6/8/2020,8/14/2020,Real Estate Development
51603,PPD,RED-542,531,0,0,Finance of Real Estate Development,L,Y,16:00,17:50,W,18,ONLINE,18,Sol Price School of Public Policy,,OFC,30,6/8/2020,8/14/2020,Real Estate Development
51604,PPD,RED-547,531,2,2,Project Management and Construction,C,Y,18:00,20:50,W,15,ONLINE,15,Sol Price School of Public Policy,,OFC,25,6/8/2020,8/14/2020,Real Estate Development
51605,PPD,RED-547,531,2,2,Project Management and Construction,C,Y,18:00,20:50,T,22,ONLINE,22,Sol Price School of Public Policy,,OFC,25,6/8/2020,8/14/2020,Real Estate Development
51606,PPD,RED-551,531,4,4,The Approval Process,C,Y,18:00,20:50,TH,14,ONLINE,14,Sol Price School of Public Policy,,OFC,30,6/8/2020,8/14/2020,Real Estate Development
51608,PPD,RED-573,531,2,2,Design History and Criticism,C,Y,18:00,20:50,W,9,ONLINE,9,Sol Price School of Public Policy,,OFC,15,6/8/2020,8/14/2020,Real Estate Development
51607,PPD,RED-573,531,2,2,Design History and Criticism,C,Y,14:00,16:50,T,23,ONLINE,23,Sol Price School of Public Policy,,OFC,24,6/8/2020,8/14/2020,Real Estate Development
51610,PPD,RED-590,531,1,12,Directed Research,C,Y,TBA,TBA,,3,OFFICE,3,Sol Price School of Public Policy,,UPC,10,6/8/2020,8/14/2020,Real Estate Development
51611,PPD,RED-598,531,2,2,Real Estate Product Development,C,Y,18:00,20:50,M,29,ONLINE,29,Sol Price School of Public Policy,,OFC,35,6/8/2020,8/14/2020,Real Estate Development
41916,PUAD,NSC-343,59,3,3,Evolution of Warfare,CL,Y       Y,9:00,12:20,H,2,PED300,2,Public Administration,,UPC,2,5/20/2020,8/11/2020,Naval Science
41917,PUAD,NSC-343,59,0,0,Evolution of Warfare,L,Y       Y,8:00,8:50,F,0,PED300,0,Public Administration,,UPC,2,5/20/2020,8/11/2020,Naval Science
9013,REG,HUC-519,18,2,2,Entrepreneurial Leadership,C,N,TBA,TBA,,2,OFFICE,2,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9009,REG,HUC-521,18,2,2,History of Jewish Ideas and Communal Trends,C,N,TBA,TBA,,1,OFFICE,1,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9014,REG,HUC-527,18,2,2,Evolution & Structure in the American Jewish Community,C,N,TBA,TBA,,1,OFFICE,1,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9010,REG,HUC-531,18,2,2,Fundraising,C,N,TBA,TBA,,1,OFFICE,1,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
,,,,,,Fundraising,,,,,,,,,,,,,,,
9011,REG,HUC-540,18,2,2,Introduction to Jewish Communal Institutions,C,N,TBA,TBA,,1,OFFICE,1,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9012,REG,HUC-544,18,2,2,Organizational Development,C,N,TBA,TBA,,1,OFFICE,1,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9005,REG,HUC-596,18,2,2,Elements of Nonprofit Management,C,N,TBA,TBA,,5,OFFICE,5,Registration Department,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9001,RNR,HUC-523,18,2,2,Nonprofit Leadership,C,N,TBA,TBA,,5,OFFICE,5,Registrar's Office,,UPC,10,5/20/2020,6/30/2020,Hebrew Union College
9002,RNR,HUC-573,18,2,2,Non Profit Finance,C,N,TBA,TBA,,5,OFFICE,5,Registrar's Office,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9003,RNR,HUC-579,18,2,2,Applied Jew Wisdom,C,Y,TBA,TBA,,5,OFFICE,5,Registrar's Office,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
9004,RNR,HUC-590,18,2,2,Collaborative Communication for Jewish Professionals,C,N,TBA,TBA,,5,OFFICE,5,Registrar's Office,,UPC,11,5/20/2020,6/30/2020,Hebrew Union College
214,RNR,PDF-999,74,0,0,Postdoctoral Fellows,C,Y,TBA,TBA,,265,OFFICE,265,Registrar's Office,,UPC,500,5/20/2020,8/11/2020,Postdoctoral Fellows
942,RNR,RNR-050,810,0,0,International Academy Holding Course,C,Y,TBA,TBA,,8,OFFICE,8,Registrar's Office,,UPC,300,4/30/2020,8/11/2020,Registrar's Office
944,RNR,RNR-050,678,0,0,International Academy Holding Course,C,Y,TBA,TBA,,40,OFFICE,40,Registrar's Office,,UPC,300,6/29/2020,8/11/2020,Registrar's Office
943,RNR,RNR-050,617,0,0,International Academy Holding Course,C,Y,TBA,TBA,,40,OFFICE,40,Registrar's Office,,UPC,300,4/30/2020,6/24/2020,Registrar's Office
941,RNR,RNR-050,808,0,0,International Academy Holding Course,C,Y,TBA,TBA,,118,,118,Registrar's Office,,UPC,350,4/30/2020,7/31/2020,Registrar's Office
945,RNR,RNR-051,199,0,0,International Academy Holding Course (Part II),C,Y,TBA,TBA,,8,OFFICE,8,Registrar's Office,,UPC,300,6/29/2020,8/11/2020,Registrar's Office
300,RNR,USC-100,67,4,4,TEMPORARY ENROLLMENT/FILL COURSE,C,Y,TBA,TBA,,0,OFFICE,0,Registrar's Office,,UPC,1,5/26/2020,6/18/2020,University of Southern California
301,RNR,USC-100,96,8,8,TEMPORARY ENROLLMENT/FILL COURSE,C,Y,TBA,TBA,,0,OFFICE,0,Registrar's Office,,UPC,1,6/15/2020,8/6/2020,University of Southern California
303,RNR,USC-100,241,6,6,TEMPORARY ENROLLMENT/FILL COURSE,C,Y,TBA,TBA,,0,OFF CAMPUS,0,Registrar's Office,,UPC,1,6/8/2020,7/31/2020,University of Southern California
304,RNR,USC-100,243,8,8,TEMPORARY ENROLLMENT/FILL COURSE,C,Y,TBA,TBA,,0,OFF CAMPUS,0,Registrar's Office,,UPC,1,7/6/2020,8/12/2020,University of Southern California
302,RNR,USC-100,749,8,8,TEMPORARY ENROLLMENT/FILL COURSE,C,Y,TBA,TBA,,0,OFFICE,0,Registrar's Office,,UPC,1,6/8/2020,8/1/2020,University of Southern California
295,RNR,USC-100,477,7,7,TEMPORARY ENROLLMENT/FILL COURSE,C,Y,TBA,TBA,,0,OFFICE,0,Registrar's Office,,UPC,1,5/26/2020,7/8/2020,University of Southern California
297,RNR,USC-110,120,4,4,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFFICE,1,Registrar's Office,,UPC,1,6/22/2020,7/28/2020,University of Southern California
298,RNR,USC-110,408,1,3,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFFICE,1,Registrar's Office,,UPC,1,5/26/2020,8/3/2020,University of Southern California
296,RNR,USC-110,86,8,8,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,3,OFFICE,3,Registrar's Office,,UPC,3,6/15/2020,8/9/2020,University of Southern California
299,RNR,USC-110,276,6,6,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFFICE,1,Registrar's Office,,OFC,1,6/22/2020,7/31/2020,University of Southern California
910,RNR,USC-110,67,4,4,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFF CAMPUS,1,Registrar's Office,,UPC,1,5/26/2020,6/18/2020,University of Southern California
912,RNR,USC-110,477,7,7,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFF CAMPUS,1,Registrar's Office,,UPC,1,5/26/2020,7/8/2020,University of Southern California
306,RNR,USC-110,749,8,8,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFFICE,1,Registrar's Office,,UPC,1,6/8/2020,8/1/2020,University of Southern California
911,RNR,USC-110,67,6,6,Consortium Enrollment (Financial Aid),C,Y,TBA,TBA,,1,OFFICE,1,Registrar's Office,,UPC,1,5/26/2020,6/18/2020,University of Southern California
5000,RNR,USC-500O,814,1,6,Off Campus Studies,C,Y,TBA,TBA,,2,A           ONLINE,2,Registrar's Office,,OFC,2,6/24/2020,9/8/2020,University of Southern California
36661,RNR,GRSC-802,401,0,0,Summer Enrollment for Continuing PhD Students,C,Y,TBA,TBA,,250,OFFICE,250,Registrar's Office,,HSC,500,5/20/2020,8/11/2020,Graduate Studies
,GRAD,,,,,,,,,,,,,,Graduate School,,,,,,
36660,RNR,GRSC-802,401,0,0,Summer Enrollment for Continuing PhD Students,C,Y,TBA,TBA,,1449,OFFICE,1449,Registrar's Office,,UPC,2000,5/20/2020,8/11/2020,Graduate Studies
,GRAD,,,,,,,,,,,,,,Graduate School,,,,,,
69000,SOWK,NURS-500,374,2,2,Bridge Course,C,Y,10:00,12:00,T,8,A           VAC,8,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,7/18/2020,Nursing
69002,SOWK,NURS-501,353,4,4,Pathophysiology for Advanced Nursing Practice,C,Y,9:00,10:50,W,9,A           VAC,9,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69001,SOWK,NURS-501,353,4,4,Pathophysiology for Advanced Nursing Practice,C,Y,9:00,10:50,T,11,A           VAC,11,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69003,SOWK,NURS-502,353,3,3,Advanced Health Assessment Across the Life Span,C,Y,11:00,12:35,T,6,A           VAC,6,Suzanne Dworak-Peck School of Social Work,,OFC,8,5/18/2020,8/8/2020,Nursing
69004,SOWK,NURS-502,353,3,3,Advanced Health Assessment Across the Life Span,C,Y,11:00,12:35,W,6,A           VAC,6,Suzanne Dworak-Peck School of Social Work,,OFC,8,5/18/2020,8/8/2020,Nursing
69005,SOWK,NURS-502,353,3,3,Advanced Health Assessment Across the Life Span,C,Y,16:15,17:50,W,8,A           VAC,8,Suzanne Dworak-Peck School of Social Work,,OFC,8,5/18/2020,8/8/2020,Nursing
69007,SOWK,NURS-503,353,3,3,Theory: Clinical Management of Adult Patients,C,Y,13:00,14:35,W,9,A           VAC,9,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69006,SOWK,NURS-503,353,3,3,Theory: Clinical Management of Adult Patients,C,Y,13:00,14:35,T,9,A           VAC,9,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69009,SOWK,NURS-504,353,3,3,Pharmacology for Advanced Practice Nursing,C,Y,9:00,10:35,W,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69008,SOWK,NURS-504,353,3,3,Pharmacology for Advanced Practice Nursing,C,Y,9:00,10:35,T,11,A           VAC,11,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69013,SOWK,NURS-505,353,3,3,Clinical Practicum: Management of Adult Patients,C,Y,9:00,10:20,W,1,A           VAC,1,Suzanne Dworak-Peck School of Social Work,,OFC,6,5/18/2020,8/8/2020,Nursing
69016,SOWK,NURS-507,353,3,3,Theory: Clinical Management of the Childbearing/Childrearing,C,Y,11:00,12:35,T,8,A           VAC,8,Suzanne Dworak-Peck School of Social Work,,OFC,13,5/18/2020,8/8/2020,Nursing
69017,SOWK,NURS-507,353,3,3,Theory: Clinical Management of the Childbearing/Childrearing,C,Y,11:00,12:35,W,14,A           VAC,14,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69018,SOWK,NURS-507,353,3,3,Theory: Clinical Management of the Childbearing/Childrearing,C,Y,11:00,12:35,H,12,A           VAC,12,Suzanne Dworak-Peck School of Social Work,,OFC,13,5/18/2020,8/8/2020,Nursing
69021,SOWK,NURS-600,353,3,3,Theory: Clinical Management of Adult Patients with Complex M,C,Y,9:00,10:35,H,11,A           VAC,11,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69020,SOWK,NURS-600,353,3,3,Theory: Clinical Management of Adult Patients with Complex M,C,Y,11:00,12:35,W,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69023,SOWK,NURS-601,353,3,3,Clinical Practicum: Management of the Childbearing/Childrear,C,Y,16:45,18:05,T,1,A           VAC,1,Suzanne Dworak-Peck School of Social Work,,OFC,6,5/18/2020,8/8/2020,Nursing
69027,SOWK,NURS-602,353,3,3,Research/Analytical Methods,C,Y,9:00,10:35,T,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69029,SOWK,NURS-602,353,3,3,Research/Analytical Methods,C,Y,11:00,12:35,H,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69028,SOWK,NURS-602,353,3,3,Research/Analytical Methods,C,Y,9:00,10:35,W,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69032,SOWK,NURS-603,353,3,3,Transforming Research Evidence into Practice,C,Y,11:00,12:35,H,10,A           VAC,10,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69031,SOWK,NURS-603,353,3,3,Transforming Research Evidence into Practice,C,Y,9:00,10:35,W,12,A           VAC,12,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69030,SOWK,NURS-603,353,3,3,Transforming Research Evidence into Practice,C,Y,9:00,10:35,T,10,A           VAC,10,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69034,SOWK,NURS-604,353,3,3,Clinical Practicum: Management of Adult Patients with Comple,C,Y,18:00,19:20,T,5,A           VAC,5,Suzanne Dworak-Peck School of Social Work,,OFC,6,5/18/2020,8/8/2020,Nursing
69035,SOWK,NURS-604,353,3,3,Clinical Practicum: Management of Adult Patients with Comple,C,Y,13:00,14:20,W,3,A           VAC,3,Suzanne Dworak-Peck School of Social Work,,OFC,6,5/18/2020,8/8/2020,Nursing
69039,SOWK,NURS-605,353,2,2,Professional Issues in Advanced Practice Nursing,C,Y,13:00,14:05,T,14,A           VAC,14,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69057,SOWK,NURS-605,353,2,2,Professional Issues in Advanced Practice Nursing,C,Y,13:00,14:05,H,12,A           VAC,12,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69041,SOWK,NURS-605,353,2,2,Professional Issues in Advanced Practice Nursing,C,Y,13:00,14:05,W,11,A           VAC,11,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69055,SOWK,NURS-605,353,2,2,Professional Issues in Advanced Practice Nursing,C,Y,13:00,14:05,W,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69040,SOWK,NURS-605,353,2,2,Professional Issues in Advanced Practice Nursing,C,Y,11:00,12:05,W,12,A           VAC,12,Suzanne Dworak-Peck School of Social Work,,OFC,12,5/18/2020,8/8/2020,Nursing
69044,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,Y,9:30,10:35,W,14,A           VAC,14,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69043,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,Y,11:00,12:05,T,14,A           VAC,14,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69045,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,Y,9:30,10:35,W,14,A           VAC,14,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69056,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,Y,13:00,14:05,W,13,A           VAC,13,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69042,SOWK,NURS-606,353,2,2,Health Policy Principles in Changing Health Care Contexts,C,Y,9:30,10:35,T,14,A           VAC,14,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69046,SOWK,NURS-607,353,2,2,Theory: Family Primary Care,C,Y,15:00,16:20,T,8,A           VAC,8,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69047,SOWK,NURS-607,353,2,2,Theory: Family Primary Care,C,Y,11:00,12:05,W,8,A           VAC,8,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
69048,SOWK,NURS-607,353,2,2,Theory: Family Primary Care,C,Y,13:00,14:05,W,9,A           VAC,9,Suzanne Dworak-Peck School of Social Work,,OFC,14,5/18/2020,8/8/2020,Nursing
