"courseID","course_title","semester","section","course_desc","department","N.Sections","year"
"MICB-590","Directed Research","SP19",40741,"Directed Research - Research leading to the Master's Degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.;","MICB",1,"AY19"
"MKT-402","Research Skills for Marketing Insights","SP19",16465,"Research Skills for Marketing Insights - Creating and interpreting qualitative and quantitative research to;gain insight into marketplace challenges, such as testing;advertising, identifying new product opportunities, and;understanding customer decisions. Recommended preparation: BUAD;310 or COMM 301 or PSYC 274 or MATH 116. Duplicates credit in MKT;470.","MKT",1,"AY19"
"MKT-405","Advertising and Promotion Management","SP19",16469,"Advertising and Promotion Management - Role of advertising in the marketing mix: determining objectives, strategies, and plans from situation analysis through research and creative processes, media selection, and sales promotion.","MKT",3,"AY19"
"MKT-406","Practicum in Advertising and Promotion Design","SP19",16476,"Practicum in Advertising and Promotion Design - Provides real-life marketing experience as a member of a student managed marketing/advertising/promotions agency. Work with a client organization on the design of an advertising/promotions campaign. Requires market research, creative design, implementation planning, and client presentation.","MKT",1,"AY19"
"MKT-410","Professional Selling","SP19",16478,"Professional Selling - Learn the principles of business to business selling and its function in marketing strategy and the marketing mix; explore professional selling as a career option. Prerequisite: BUAD 307 or MKT 385x. Open only to sophomores, juniors and seniors.","MKT",1,"AY19"
"MKT-425","Marketing in a Digital World","SP19",16477,"Marketing in a Digital World - An introduction to the changing world of a connected consumer. Understanding consumer online, social media and mobile behavior using marketing analytics and strategic tools.","MKT",2,"AY19"
"MKT-430","Retail Management","SP19",16481,"Retail Management - Introduction to the functions of retail management including;location, buying, mechandise management, layout, pricing, and;promotion; application of concepts to various retail;institutions.;","MKT",1,"AY19"
"MKT-445","New Product Development and Branding","SP19",16492,"New Product Development and Branding - This class examines how new product ideas are developed, test marketed, and, ultimately, brought to the marketplace. Issues about why new products fail and how brand images are managed in the marketplace are discussed. Legal aspects of brand management such as trademark protection and infringement are also addressed. Prerequisite: BUAD 307 or MKT 385x.","MKT",1,"AY19"
"MKT-446","Practicum in New Product Development","SP19",16494,"Practicum in New Product Development - Provides experience in a student managed product team. Work with R&D organization to design a new product or technology. Involves market research and implementation planning. Prerequisite: MKT 445. Open only to juniors and seniors.","MKT",1,"AY19"
"MKT-450","Consumer Behavior and Marketing","SP19",16496,"Consumer Behavior and Marketing - Examines the relationship of consumer behavior to acquisition,;usage, and disposition of products and the psychological, social;and cultural influences that affect these decisions.","MKT",3,"AY19"
"MKT-465","Global Marketing Management","SP19",16502,"Global Marketing Management - Product and service mix in multinational business; promotional alternatives; channel of distribution systems; pricing policies and legal barriers; multinational marketing opportunities; problems and information sources.","MKT",1,"AY19"
"MKT-530","New Product Development","SP19",16527,"New Product Development - Systematic approach to product development and management; processes, techniques, and concepts firms use to develop, test, and introduce products and to manage products over their lifecycle.","MKT",2,"AY19"
"MKT-533","Branding Strategy","SP19",16530,"Branding Strategy - Comprehensive treatment of the behavioral foundations of brands and brand development. Exploration of alternative branding strategies and marketing tools for brand development.","MKT",1,"AY19"
"MKT-543","Market Demand and Sales Forecasting","SP19",16532,"Market Demand and Sales Forecasting - New product concept testing and life cycle forecasting, pricing and advertising response forecasting, consumer purchase intentions, judgmental marketing decision models, time series and regression analysis, computer methods.","MKT",3,"AY19"
"MKT-555","Marketing Channels","SP19",16536,"Marketing Channels - Examination of strategic decision making in marketing channels. Intensity of distribution, vertical integration, how roles are formulated, types of intermediaries, and multiple channels of distribution.","MKT",1,"AY19"
"MKT-556","Internet Marketing","SP19",16537,"Internet Marketing - All aspects of Internet marketing. Internet as a tool for marketing communication, sales and distribution, customer management. Role of paid advertising, search engines, Website design.","MKT",3,"AY19"
"MKT-560","Marketing Strategy","SP19",16541,"Marketing Strategy - Design and implementation of marketing strategies applied to domestic and global business challenges that span multiple industries complimented by a consumer packaged goods marketing strategic plan project.","MKT",2,"AY19"
"MKT-566","Marketing Analytics","SP19",16542,"Marketing Analytics - Applications and models of marketing-related data analyses to;the development of data-driven marketing strategies and making;data-driven marketing decisions.","MKT",3,"AY19"
"MKT-595","Internship in Marketing","SP19",16557,"Internship in Marketing - Supervised on-the-job business experience in the field of Marketing. (Curricular Practical Training) Graded CR/NC.","MKT",2,"AY19"
"MKT-621","Research Forum","SP19",16572,"Research Forum - Seminar. Review and discuss current research in Marketing. Presentations by faculty, visiting researchers, and advanced students. Open to Marshall Ph.D. students only. Graded CR/NC.","MKT",1,"AY19"
"MOR-385","Business, Government and Society","SP19",16676,"Business, Government and Society - Explores business-government-society interaction. Examines how diverse interests and identities (social class, race, nationality and gender) affect the conduct and organization of business.","MOR",1,"AY19"
"MOR-421","Social and Ethical Issues in Business","SP19",16677,"Social and Ethical Issues in Business - The free-enterprise system from the perspective of modern corporations and their critics; business ethics in relation to personal/external values.;","MOR",1,"AY19"
"MOR-431","Interpersonal Competence and Development","SP19",16671,"Interpersonal Competence and Development - An exploration of the nature of relationships at work; focus on;analytical skills and self-assertion necessary to have effective,;rewarding relationships. Duplicates credit in MOR 331.","MOR",1,"AY19"
"MOR-451","Mastering Decision Making","SP19",16668,"Mastering Decision Making - Understand the nature, causes, and consequences of deviations from rational choice. Develop frameworks for controlling biases, improving your decision-making, and influencing other peoples decisions.","MOR",1,"AY19"
"MOR-462","Management Consulting","SP19",16672,"Management Consulting - Role of professional consultants; data gathering methods;;consulting approaches from strategy, finance, operations,;information systems, marketing, and human resources; action;planning; ethical and career issues.","MOR",2,"AY19"
"MOR-466","Business and Environmental Sustainability","SP19",16678,"Business and Environmental Sustainability - Focuses on how businesses both contribute to and can help address environmental sustainability challenges and the role of the broader political-economy in shaping that interaction.","MOR",1,"AY19"
"MOR-469","Negotiation and Persuasion","SP19",16681,"Negotiation and Persuasion - Theories, strategies, and ethics underlying negotiation and;persuasion in contemporary organizations and societies.;Emphasizes the knowledge and skills needed for effective;negotiation and persuasion.","MOR",1,"AY19"
"MOR-473","Designing and Leading Teams","SP19",16683,"Designing and Leading Teams - Theories and practices for developing and leading teams. Skills;for creating team structures and facilitating team processes.;Knowledge for diagnosing team problems and devising solutions.;Recommended preparation: BUAD 304","MOR",1,"AY19"
"MOR-476","The Art of Leadership - Leading on a Global Stage","SP19",16685,"The Art of Leadership - Leading on a Global Stage - Study of leaders and applied theory to gain an understanding of what is involved in taking public leadership roles on a global level. Open only to students in the USC Warren Bennis Scholars Program.","MOR",1,"AY19"
"MOR-478","The Art of Leadership - Practical Leadership","SP19",16690,"The Art of Leadership - Practical Leadership - Application of leadership skills using goal-setting, self-knowledge and execution opportunities. Open only to students in the USC Warren Bennis Scholars program.","MOR",1,"AY19"
"MOR-479","The Business of Sports","SP19",16684,"The Business of Sports - Addresses the business side of the sports industry; examines;professional sports franchises, amateur athletics, and collegiate;sports and how they relate to corporate America, the media, and;the public sector. Recommended Preparation BUAD 304.","MOR",1,"AY19"
"MOR-492","Global Strategy","SP19",16687,"Global Strategy - Examination of corporate strategy practices in an international;context. Effects of cultures, political systems, markets, and;economic systems on developing effective global strategies.","MOR",2,"AY19"
"MOR-547","Mergers and Acquisitions: Integration and Organization","SP19",16726,"Mergers and Acquisitions: Integration and Organization - Organize successful mergers and acquisitions with focus on managing and synthesizing the integration process and impact on people and organizations across functions.","MOR",1,"AY19"
"MOR-548","Competitive Advantage Through People","SP19",16694,"Competitive Advantage Through People - How firms develop employee talent as source of competitive advantage. Strategic implications of contemporary practices in recruitment, work systems, training, compensation, and employee relations. Speakers and cases.","MOR",1,"AY19"
"MOR-551","Human Capital Performance and Motivation","SP19",16696,"Human Capital Performance and Motivation - Frameworks for enhancing human capital performance motivation at work, including pay/incentive systems, job design, employee involvement, leadership behavior and self-managed teams. Cases, project and speakers.","MOR",1,"AY19"
"MOR-555","Designing High Performance Organizations","SP19",16699,"Designing High Performance Organizations - Theory and practice of organization design. How to maximize organization performance by aligning structure, rewards, staffing, processes, and culture with strategy and environment.","MOR",1,"AY19"
"MOR-557","Strategy and Organization Consulting","SP19",16695,"Strategy and Organization Consulting - How consultants assist clients to formulate strategic plans and realign organizations; approaches used by major consulting firms; information about consulting industry, fee-setting and proposals. Consultant speakers and project.","MOR",2,"AY19"
"MOR-564","Strategic Innovation: Creating New Markets","SP19",16700,"Strategic Innovation: Creating New Markets - How firms in rapidly changing global environments innovate to develop new markets, products and services, delivery systems and organizational processes and competencies.","MOR",1,"AY19"
"MOR-566","Environmental Sustainability and Competitive Advantage","SP19",16708,"Environmental Sustainability and Competitive Advantage - How business is changing in order to respond to environmental sustainability challenges adapting strategy, product design, operations, marketing, and accounting. Cases and speakers.","MOR",1,"AY19"
"MOR-569","Negotiation and Deal-Making","SP19",16716,"Negotiation and Deal-Making - Strategies and dynamics of deal-making; practical skills necessary to win in range of business transactions conducted in domestic and international settings. Cases, role-playing, films and simulations. Online registration open only to graduate business and accounting students.","MOR",2,"AY19"
"MOR-570","Leading Effective Teams","SP19",16733,"Leading Effective Teams - Analytical and behavioral tools that will enable students to effectively diagnose complex work group dynamics and take action to improve group performance. Open only to Accounting and Business graduate students, including dual degrees.","MOR",1,"AY19"
"MOR-571","Leadership and Executive Development","SP19",16723,"Leadership and Executive Development - Contemporary approaches to leadership, including corporate practices to develop leaders; examples of successful and derailed executives. Students self-assess personal leadership and draft development plans. Readings, speakers, cases.","MOR",1,"AY19"
"MOR-579","The Business of Sports Entertainment","SP19",16725,"The Business of Sports Entertainment - Business practices and issues in different sports markets; including growth opportunities; and innovative marketing strategies for attracting and retaining fans and corporate sponsors. Industry speakers.","MOR",1,"AY19"
"MOR-588","Corporate Strategy and Competitive Dynamics","SP19",16720,"Corporate Strategy and Competitive Dynamics - Central challenges facing executives in multi-business firms; toolkit for analyzing and executing strategic and operational aspects of corporate advantage, M&As and competitive dynamics.","MOR",1,"AY19"
"MOR-597","Consulting Project in Management and Organization","SP19",16739,"Consulting Project in Management and Organization - Individual or team project solving real business problems for an;existing business entity, domestic and/or international. Proposal,;field research, analyses and oral and written;presentations.","MOR",1,"AY19"
"MOR-602","Seminar in Organization Theory","SP19",16793,"Seminar in Organization Theory - Survey of organization theory with focus on the history and development of research on organizations. Open only to Business Administration and Public Policy and Management doctoral students.","MOR",1,"AY19"
"MOR-605","Research Methods in Organizational Behavior","SP19",16796,"Research Methods in Organizational Behavior - Design and analysis of behavioral research; methods may include experiments, survey research, qualitative research, statistical analysis, special topics. Emphasis on rigor, validity and statistical power.","MOR",1,"AY19"
"MOR-621","Research Forum","SP19",16635,"Research Forum - Seminar. Review and discuss current research in Organizational Theory, Organizational Behavior and Strategy. Presentations by faculty, visiting researchers, and advanced students. Open to Marshall Ph.D. students only. Graded CR/NC.","MOR",1,"AY19"
"MPPM-100","Popular Music Forum","SP19",47300,"Popular Music Forum - A weekly lecture series addressing a wide range of special topics and issues confronting the popular musician. Graded CR/NC.","MPPM",1,"AY19"
"MPPM-153","Individual Instruction","SP19",47340,"Individual Instruction - Weekly individual instruction.","MPPM",1,"AY19"
"MPPM-240","Drumming Proficiency for the Popular Musician","SP19",47360,"Drumming Proficiency for the Popular Musician - Beginning and elementary instruction in drum set techniques.","MPPM",9,"AY19"
"MPPM-250","Keyboard Proficiency for the Popular Musician","SP19",47380,"Keyboard Proficiency for the Popular Musician - Development of practical keyboard skills, including reading and;realizing chord symbols, basics of voice leading, study of various;harmonic and rhythmic styles.","MPPM",1,"AY19"
"MPPM-253","Individual Instruction","SP19",47400,"Individual Instruction - Weekly individual instruction.","MPPM",1,"AY19"
"MPPM-301","Individual Instruction","SP19",47420,"Individual Instruction - Intermediate and advanced instruction on secondary instrument for;all majors and minors except MPPM.","MPPM",1,"AY19"
"MPPM-320","Popular Music Performance II","SP19",47440,"Popular Music Performance II - Development of ensemble and communication skills through the;performance and interpretation of American popular music in;concert and studio settings. Development of original compositions.","MPPM",1,"AY19"
"MPPM-450B","Final Project","SP19",47490,"Final Project - Major collaborative performance project in popular music.;CR/NC.","MPPM",1,"AY19"
"MPTX-500","Molecular Pharmacology and Toxicology I","SP19",48805,"Molecular Pharmacology and Toxicology I - This is the first part of a two-semester introductory and survey course for the Molecular Pharmacology and Toxicology degree program.;;","MPTX",1,"AY19"
"MPTX-511","Introduction to Medical Product Regulation","SP19",48811,"Introduction to Medical Product Regulation - Introduction to regulatory environments surrounding medical;product development, manufacturing and marketing; operation of;federal, state and international regulatory bodies. Recommended;preparation: undergraduate degree in pharmacy, medical or;independent health sciences, engineering or equivalent mix of;post-secondary training and industry;medical or independent health sciences, engineering;or;equivalent mix of post-secondary training and;industry;experience.","MPTX",1,"AY19"
"MPTX-512","Regulation of Pharmaceutical and Biological;Products","SP19",48812,"Regulation of Pharmaceutical and Biological;Products - Ensuring safety and effectiveness of new drugs and biologics;;marketing and monitoring approved pharmaceutical/biological;products; management of genetically engineering products.;Recommended preparation: undergraduate degree in pharmacy, medical;or independent health sciences, engineering or equivalent mix of;post-secondary training and industry experience.;;;;","MPTX",1,"AY19"
"MPTX-517","Structure and Management of Clinical Trials","SP19",48817,"Structure and Management of Clinical Trials - Development and execution of clinical trials: bioethical;principles, good clinical practices, project management and;documentation.","MPTX",1,"AY19"
"MPTX-519","Global Regulation of Medical Products","SP19",48819,"Global Regulation of Medical Products - Regulatory requirements governing medical products in EU, Asia and;other global markets.","MPTX",1,"AY19"
"MPTX-520","Toxicology and the Media","SP19",48820,"Toxicology and the Media - Increase knowledge of toxicology relevance in everyday life through the reading, critical analysis and discussion of articles about current toxicological issues in the media.","MPTX",1,"AY19"
"MS-102","Basic Leadership","SP19",41810,"Basic Leadership - Establishes foundation of basic leadership fundamentals such as;problem solving, communications, briefings and effective writing,;goal setting, techniques for improving listening and speaking;skills and an introduction to counseling.;;","MS",3,"AY19"
"MS-202","Leadership and Teamwork","SP19",41820,"Leadership and Teamwork - Study examines how to build successful teams, various methods for;influencing action, effective communication in setting and;achieving goals, the importance of timing the decision, creativity;in the problem solving process, and obtaining team buy-in through;immediate feedback.","MS",3,"AY19"
"MS-302","Leadership and Ethics","SP19",41830,"Leadership and Ethics - Examines the role communications, values, and ethics play in;effective leadership. Topics include ethical decision-making,;consideration of others, spirituality in the military, and survey;Army leadership doctrine. Emphasis on improving oral and written;communication abilities.;","MS",3,"AY19"
"MS-402","Leadership and Management","SP19",41840,"Leadership and Management - Study includes case study analysis of military law and practical;exercises on establishing an ethical command climate. Students;must complete a semester long Senior Leadership Project that;requires them to plan, organize, collaborate, analyze, and;demonstrate their leadership skills.;;;","MS",2,"AY19"
"NAUT-001A","Deepwater Cruising","SP19",41851,"Deepwater Cruising - An experiential approach to the sailing ship and seafaring, introducing offshore sailing theory and techniques, navigation and basic oceanography as relevant to seamanship. a: Crew level. Not available for degree credit. Lecture and lab.","NAUT",5,"AY19"
"NAUT-001B","Deepwater Cruising","SP19",41855,"Deepwater Cruising - An experiential approach to the sailing ship and seafaring,;introducing offshore sailing theory and techniques, navigation,;and basic oceanography as relevant to seamanship. Lecture and;lab. B: Watch captain. Not available for degree credit.","NAUT",1,"AY19"
"NEUR-493","Neuroscience Honors Seminar","SP19",47643,"Neuroscience Honors Seminar - Students attend lectures of distinguished neuroscientists visiting USC and give short, chalk-talk presentations summarizing the lecture. The presentations are critiqued by the students. Not available for graduate credit. Prerequisite: BISC-220L or BISC-221L. Recommended preparation: BISC 421.","NEUR",1,"AY19"
"NEUR-494","Honors Thesis","SP19",47644,"Honors Thesis - Not available for graduate credit. Programmatic approval.","NEUR",1,"AY19"
"NIIN-520","Experimental Design for Neuroimaging","SP19",40202,"Experimental Design for Neuroimaging - Examine experimental design approaches for experimental and clinical neuroimaging investigation. Topics on how to develop rigorous experiments to test theories of cognitive and clinical neuroscience.","NIIN",1,"AY19"
"NIIN-550","Computational Modeling in Neuroimaging","SP19",40206,"Computational Modeling in Neuroimaging - Addresses the current neuroinformatics approaches to large-scale data representations, mining, and visualization in brain imaging. Open only to Neuroimaging and Informatics majors.","NIIN",1,"AY19"
"NIIN-560","Brain Architecture and Neuroanatomic Exploratory Techniques","SP19",40207,"Brain Architecture and Neuroanatomic Exploratory Techniques - Introduction to basic theories and methodological approaches to neuroanatomy in animal models including histology, microscopy, behavioral investigations, and neuroinformatics.","NIIN",1,"AY19"
"NIIN-570","Neuroimaging Genetics","SP19",40208,"Neuroimaging Genetics - Lectures on human genetics and epigenetics. Discuss how applying these concepts to brain imaging advances our understanding of healthy development and neurological disease. Emphasis on critical thinking applied both to designing neuroimaging genetics studies and to constructively assessing peer work and existing neuroimaging genetics literature.","NIIN",1,"AY19"
"NIIN-598","Neuroimaging and Informatics External Speaker Seminar Series","SP19",40209,"Neuroimaging and Informatics External Speaker Seminar Series - Reading and discussion of recent papers by the INI speaker of the week and attendance at the speaker's seminar. Open only to Neuroimaging and Informatics.","NIIN",1,"AY19"
"NSC-137","Seapower and Maritime Affairs","SP19",41910,"Seapower and Maritime Affairs - Analysis of U.S. Navy development and campaigns; evolution of strategic, tactical, and maritime doctrines; interaction of naval affairs with national security and domestic policies.","NSC",2,"AY19"
"NSC-335","Navigation I","SP19",41902,"Navigation I - Purposes, methods, and instruments of navigation; terrestrial and celestial navigation and nautical astronomy; time diagrams; lines of position by observation of celestial bodies. Lecture, 3 hours; laboratory, 2 hours.;;","NSC",2,"AY19"
"NSC-337","Naval Ships Systems II (Weapons)","SP19",41904,"Naval Ships Systems II (Weapons) - Systems approach to naval weapons; linear analysis of ballistics;;weapons control systems configurations and dynamics. Field trips.;Lecture, 3 hours; laboratory, 2 hours.;","NSC",2,"AY19"
"NSC-454","Leadership and Management II","SP19",41917,"Leadership and Management II - Introduction to primary duties of junior naval officers; counseling and interviewing techniques; review of basic administrative responsibilities at the division officer level.","NSC",2,"AY19"
"NSCI-525","Advanced Overview of Neurosciences II","SP19",47655,"Advanced Overview of Neurosciences II - Sensory and motor systems, cognitive neuroscience, behavioral systems, computational neuroscience. Prerequisite: BISC 421. Open only to master and doctoral students. (Duplicates credit in former NEUR 525.)","NSCI",1,"AY19"
"NSCI-539","Seminar in Neurobiology","SP19",47659,"Seminar in Neurobiology - Seminar in Neurobiology. Open only to master and doctoral students. (Duplicates credit in former NEUR 539.)","NSCI",1,"AY19"
"NURS-500","Bridge Course","SP19",69000,"Bridge Course - Key concepts from chemistry, biochemistry, genetics, cell biology, metabolism, microbiology, and immunology in an 8 week format. Successful completion of this unique preparatory course is expected to position students for success in the graduate level pathophysiology and pharmacology courses.","NURS",2,"AY19"
"NURS-501","Pathophysiology for Advanced Nursing Practice","SP19",69004,"Pathophysiology for Advanced Nursing Practice - Advanced physiology/pathophysiology including general principles;that apply across the lifespan.","NURS",6,"AY19"
"NURS-502","Advanced Health Assessment Across the Life Span","SP19",69010,"Advanced Health Assessment Across the Life Span - Development of advanced critical thinking and clinical judgement skills through comprehensive health assessment. Health promotion and health maintenance content is utilized to assess health status and evaluate health risk among individuals and groups.","NURS",9,"AY19"
"NURS-503","Theory: Clinical Management of Adult Patients","SP19",69019,"Theory: Clinical Management of Adult Patients - The scope of practice and responsibilities of the family nurse practitioner in prevention of disease, health maintenance, and the diagnosis and management of patients with common illnesses are explored.","NURS",6,"AY19"
"NURS-504","Pharmacology for Advanced Practice Nursing","SP19",69025,"Pharmacology for Advanced Practice Nursing - Advanced pharmacology including pharmacodynamics, pharmacokinetics, and pharmacotherapeutics of all broad categories of agents.","NURS",5,"AY19"
"NURS-505","Clinical Practicum: Management of Adult Patients","SP19",69030,"Clinical Practicum: Management of Adult Patients - Primary health care to patients throughout the life cycle with a focus on the prevention of disease, health maintenance, and the diagnosis and management of patients with common illnesses.","NURS",9,"AY19"
"NURS-507","Theory: Clinical Management of the Childbearing/Childrearing","SP19",69039,"Theory: Clinical Management of the Childbearing/Childrearing - Diagnosing and managing childbearing women from preconception through uncomplicated pregnancy and postpartum periods and providing primary care to children and their families from newborn through adolescence periods.","NURS",5,"AY19"
"NURS-600","Theory: Clinical Management of Adult Patients with Complex M","SP19",69044,"Theory: Clinical Management of Adult Patients with Complex M - The scope of practice and responsibilities of the family nurse practitioner in the diagnosis and management of patients with acute, complex and chronic illnesses are explored.","NURS",4,"AY19"
"NURS-601","Clinical Practicum: Management of the Childbearing/Childrear","SP19",69048,"Clinical Practicum: Management of the Childbearing/Childrear - Clinical practicum is intended to prepare FNP students to provide primary health care to childbearing/childrearing families from preconception through adolescent phase of the life cycle.","NURS",8,"AY19"
"NURS-602","Research/Analytical Methods","SP19",69056,"Research/Analytical Methods - Understanding and applying commonly used research methodologies and data analysis techniques in healthcare research.","NURS",2,"AY19"
"NURS-603","Transforming Research Evidence into Practice","SP19",69058,"Transforming Research Evidence into Practice - Preparing the advanced practice nursing student to critically evalute knowledge, research and evidence for implementation of best practices in healthcare in order to deliver safe, ethical, culturally senstive evidence based care for patients in diverse settings.","NURS",4,"AY19"
"NURS-604","Clinical Practicum: Management of Adult Patients with Comple","SP19",69062,"Clinical Practicum: Management of Adult Patients with Comple - Application of theoretical concepts studied in NURS 600. Comprehsive assessments, formulation of differential diagnoses, and the development of plans of care to manage acute and chronic complex in a variety of practice settings.","NURS",7,"AY19"
"NURS-605","Professional Issues in Advanced Practice Nursing","SP19",69068,"Professional Issues in Advanced Practice Nursing - The professional role and legal responsibilities of the nurse practitioner at entry to clinical practice and throughout a career are explored.","NURS",4,"AY19"
"NURS-606","Health Policy Principles in Changing Health Care Contexts","SP19",69071,"Health Policy Principles in Changing Health Care Contexts - Foundation for leadership in interprofessional collaborative endeavors to address health policy that prepares learners to analyze and influence health policy and explores the role of nurse practitioners in the creation and modification of health policy.","NURS",3,"AY19"
"NURS-607","Theory: Family Primary Care","SP19",69074,"Theory: Family Primary Care - Capstone course draws on material and concepts learning throughout the FNP program and explores additional complex issues including management of pain, caregiver burden, palliative care, and end of life.","NURS",3,"AY19"
"NURS-608","Clinical Practicum: Family Primary Care","SP19",69077,"Clinical Practicum: Family Primary Care - Prepares the family nurse practitioner student for entry into practice in the diagnosis and managment of patients with acute, complex, and chronic illnesses in the primary care setting.","NURS",6,"AY19"
"OFP-705","Neurogenic Based Oral and Facial Pains","SP19",24555,"Neurogenic Based Oral and Facial Pains - Covers the prevalence, differential diagnosis, prevention and management for the various neurogenic orofacial and headache disorders occurring in the oral regions.","OFP",1,"AY19"
"OFP-724","Psychological and Psychometric Assessment","SP19",24556,"Psychological and Psychometric Assessment - Practical aspects of psychological issues (diagnosis and treatment) and psychometrics as they impact patients in an orofacial pain and oral medicine specialty clinic.","OFP",1,"AY19"
"OFPM-705","Neurogenic Based Oral and Facial Pains for Dental Residents","SP19",24000,"Neurogenic Based Oral and Facial Pains for Dental Residents - Seminars on the diagnostic and therapeutic procedures appropriate;for chronic neurogenic based pain disorders that occur in the;orofacial region.","OFPM",3,"AY19"
"OFPM-721","Neurosciences for Dental Residents","SP19",24001,"Neurosciences for Dental Residents - Seminars on the neurophysiologic and neuroanatomic bases of;chronic orofacial pain disorders.","OFPM",2,"AY19"
"OFPM-722","Internal Medicine and Systemic Disease for Dental Residents","SP19",24002,"Internal Medicine and Systemic Disease for Dental Residents - Seminars on common systemic diseases and the potential interactions with oral disease and treatment","OFPM",2,"AY19"
"OFPM-729A","Capstone Project for OFPOM Residents","SP19",24017,"Capstone Project for OFPOM Residents - Residents complete their capstone research project in a topic in the area of their chosen focus/specialization.","OFPM",1,"AY19"
"OFPM-729C","Capstone Project for OFPOM Residents","SP19",24022,"Capstone Project for OFPOM Residents - Residents complete their capstone research project in a topic in the area of their chosen focus/specialization.","OFPM",1,"AY19"
"OFPM-730B","Case Portfolio Preparation by Online OFPOM Residents","SP19",24009,"Case Portfolio Preparation by Online OFPOM Residents - Multiple elements including weekly online conferences, presentations and discussions of de-identified patient cases; learning need assignments; preparation and defense of case-based e-Portfolio.","OFPM",2,"AY19"
"OFPM-730D","Case Portfolio Preparation by Online OFPOM Residents","SP19",24016,"Case Portfolio Preparation by Online OFPOM Residents - Multiple elements including weekly online conferences, presentations and discussions of de-identified patient cases; learning need assignments; preparation and defense of case-based e-Portfolio.","OFPM",1,"AY19"
"OPER-704B","Operative Dentistry and Biomaterials Literature Review","SP19",24100,"Operative Dentistry and Biomaterials Literature Review - Weekly seminar devoted to review of the historic, classic, and current literature in advanced operative dentistry and dental biomaterials.","OPER",1,"AY19"
"OPER-706","Operative Implant Dentistry","SP19",24101,"Operative Implant Dentistry - Basic principles of implants applied to operative and adhesive dentistry. Open only to Advanced Operative and Adhesive Dentistry majors. Graded CR/NC.","OPER",1,"AY19"
"OPER-715C","Applied Adhesion Sciences","SP19",24102,"Applied Adhesion Sciences - Advanced adhesive procedures for aesthetic dental rehabilitation. Open only to Advanced and Adhesive Dentistry majors. Graded CR/NC.","OPER",1,"AY19"
"OPER-735B","Research Methodology","SP19",24103,"Research Methodology - Study of research methodologies for scientific investigation on dental biomaterials.","OPER",1,"AY19"
"OPER-780C","Treatment Planning in Operative Dentistry","SP19",24104,"Treatment Planning in Operative Dentistry - Seminars led by students and invited guests to discuss, analyse and propose a treatment sequence for esthetic challengeclinical cases involving complex multidisciplinary treatment.","OPER",1,"AY19"
"OPER-795B","Clinic: Advanced Operative Dentistry","SP19",24105,"Clinic: Advanced Operative Dentistry - Advanced clinical and laboratorial treatment of patients in need;of complex multidisciplinary treatment, with specialemphasis on;esthetic and bonded restorations.","OPER",1,"AY19"
"OPR-706","Evidence-Based Practice and Literature Review","SP19",24579,"Evidence-Based Practice and Literature Review - Focus on discussion of patient-centered approaches to clinical treatment and decision-making.","OPR",1,"AY19"
"ORTH-703B","Seminar: Advanced Orthodontics","SP19",24150,"Seminar: Advanced Orthodontics - Advanced diagnosis and treatment of complex orthodontic cases.;Asymmetrical treatment. Hours vary.","ORTH",1,"AY19"
"ORTH-703E","Seminar: Advanced Orthodontics","SP19",24155,"Seminar: Advanced Orthodontics - Advanced diagnosis and treatment of complex orthodontic cases. Asymmetrical treatment. Hours vary.","ORTH",1,"AY19"
"ORTH-703I","Seminar: Advanced Orthodontics","SP19",24158,"Seminar: Advanced Orthodontics - Advanced diagnosis and treatment of complex orthodontic causes.;Asymmetrical treatment. Hours vary.","ORTH",1,"AY19"
"ORTH-705B","Seminar: Advanced Orthodontics II","SP19",24156,"Seminar: Advanced Orthodontics II - Office management and patient relations in orthodontic practice.","ORTH",1,"AY19"
"ORTH-706","Surgical Orthodontics","SP19",24151,"Surgical Orthodontics - Diagnosis, treatment, prognosis, and management of orthognathic;problems. Lecture and demonstration, 2 hours. (Enroll in SURG 582)","ORTH",1,"AY19"
"ORTH-721","Biomechanics and Orthodontic Technique","SP19",24152,"Biomechanics and Orthodontic Technique - Primary orthodontic techniques and basic diagnostic procedures.;Typodont treatment of malocclusion, record taking, retention;appliances, and beginning biomechanics.","ORTH",1,"AY19"
"ORTH-744","Statistical Methods and Research Design in;Orthodontics","SP19",24154,"Statistical Methods and Research Design in;Orthodontics - Experimental design and analysis as applied to orthodontic basic sciences and clinical research; descriptive and inferential statistics, bioethics, writing a research proposal, and evaluation of literature.","ORTH",1,"AY19"
"ORTH-751B","Clinic: Advanced Orthodontics","SP19",24153,"Clinic: Advanced Orthodontics - Clinical orthodontics; clinical techniques, diagnostic procedures, and applied clinical therapy to selected cases of malocclusion with emphasis on therapy and supervised treatment.","ORTH",1,"AY19"
"ORTH-751E","Clinic: Advanced Orthodontics","SP19",24157,"Clinic: Advanced Orthodontics - Clinical orthodontics; clinical techniques, diagnostic procedures, and applied clinical therapy to selected cases of malocclusion with emphasis on therapy and supervised treatment.;","ORTH",1,"AY19"
"ORTH-751I","Clinic: Advanced Orthodontics","SP19",24159,"Clinic: Advanced Orthodontics - Clinical orthodontics; clinical techniques, diagnostic;procedures, and applied clinical therapy to selected cases of;malocclusion with emphasis on therapy and supervised treatment.","ORTH",1,"AY19"
