"course_title","semester","course","course_num","course_desc","department","N.Sections"
"REL-462","F18","Religion and Violence",60125,"Religion and Violence - Religious and moral perspectives on war, pacifism, violent and non-violent protest, and religion-based terrorism and militia.;","REL",1
"REL-481","F18","History of Religion in America",60140,"History of Religion in America - Intellectual, institutional, and social history of religion in America from colonial times to the present.","REL",1
"REL-483","SP19","Religion and Popular Culture in the United States",60130,"Religion and Popular Culture in the United States - Critical analysis of the relationship between religion, mass;media, and popular cultural forms in the U.S. Recommended;preparation: REL 301","REL",1
"REST-701","SU18","Orientation to Advanced Prosthodontics",24423,"Orientation to Advanced Prosthodontics - Preclinical overview of materials, techniques, instrumentation, and treatment procedures necessary for providing advanced prosthodontic care in the clinical environment.","REST",1
"REST-701","F18","Orientation to Advanced Prosthodontics",24411,"Orientation to Advanced Prosthodontics - Preclinical overview of materials, techniques, instrumentation, and treatment procedures necessary for providing advanced prosthodontic care in the clinical environment.","REST",1
"REST-702A","SU18","Seminar: Treatment Planning",24424,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702A","F18","Seminar: Treatment Planning",24412,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702A","SP19","Seminar: Treatment Planning",24404,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702B","SU18","Seminar: Treatment Planning",24417,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702C","F18","Seminar: Treatment Planning",24421,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702D","SP19","Seminar: Treatment Planning",24411,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702E","SU18","Seminar: Treatment Planning",24412,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702F","F18","Seminar: Treatment Planning",24427,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-702H","SP19","Seminar: Treatment Planning",24417,"Seminar: Treatment Planning - This course consists of seminars led by students with case;presentations of complex multidisciplinary treatment plans,;completed therapy and staff conferences.","REST",1
"REST-703A","SU18","Seminar: Review of the Prosthodontic Literature--Fixed",24425,"Seminar: Review of the Prosthodontic Literature--Fixed - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in fixed;prosthodontics.","REST",1
"REST-703A","F18","Seminar: Review of the Prosthodontic Literature--Fixed",24413,"Seminar: Review of the Prosthodontic Literature--Fixed - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in fixed;prosthodontics.","REST",1
"REST-703A","SP19","Seminar: Review of the Prosthodontic Literature--Fixed",24405,"Seminar: Review of the Prosthodontic Literature--Fixed - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in fixed;prosthodontics.","REST",1
"REST-703B","SU18","Seminar: Review of the Prosthodontic Literature--Fixed",24418,"Seminar: Review of the Prosthodontic Literature--Fixed - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in fixed;prosthodontics.","REST",2
"REST-703B","F18","Seminar: Review of the Prosthodontic Literature--Fixed",24422,"Seminar: Review of the Prosthodontic Literature--Fixed - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in fixed;prosthodontics.","REST",1
"REST-703C","SP19","Seminar: Review of the Prosthodontic Literature--Fixed",24412,"Seminar: Review of the Prosthodontic Literature--Fixed - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in fixed;prosthodontics.","REST",1
"REST-703D","SU18","Seminar: Review of the Prosthodontic Literature--Fixed",24413,"Seminar: Review of the Prosthodontic Literature--Fixed - This course consists of weekly two hour seminars devoted to review;the historic, classic and current literature in fixed;prosthodontics.","REST",1
"REST-703E","F18","Seminar: Review of the Prosthodontic Literature--Fixed",24428,"Seminar: Review of the Prosthodontic Literature--Fixed - This course consists of weekly two hour seminars devoted to review;the historic, classic and current literature in fixed;prosthodontics.","REST",1
"REST-703F","SP19","Seminar: Review of the Prosthodontic Literature--Fixed",24418,"Seminar: Review of the Prosthodontic Literature--Fixed - This course consists of weekly two hour seminars devoted to review;the historic, classic and current literature in fixed;prosthodontics.","REST",1
"REST-704A","SU18","Seminar: Review of the Prosthodontic Literature-- Removable",24426,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic and current literature in removable;prosthodontics.","REST",1
"REST-704A","F18","Seminar: Review of the Prosthodontic Literature-- Removable",24414,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic and current literature in removable;prosthodontics.","REST",1
"REST-704A","SP19","Seminar: Review of the Prosthodontic Literature-- Removable",24406,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic and current literature in removable;prosthodontics.","REST",1
"REST-704B","SU18","Seminar: Review of the Prosthodontic Literature-- Removable",24419,"Seminar: Review of the Prosthodontic Literature-- Removable - This course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in removable;prosthodontics.","REST",2
"REST-704B","F18","Seminar: Review of the Prosthodontic Literature-- Removable",24423,"Seminar: Review of the Prosthodontic Literature-- Removable - This course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in removable;prosthodontics.","REST",1
"REST-704C","SP19","Seminar: Review of the Prosthodontic Literature-- Removable",24413,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in removable;prosthodontics.","REST",1
"REST-704D","SU18","Seminar: Review of the Prosthodontic Literature-- Removable",24414,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in removable;prosthodontics.","REST",1
"REST-704E","F18","Seminar: Review of the Prosthodontic Literature-- Removable",24429,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in removable;prosthodontics.","REST",1
"REST-704F","SP19","Seminar: Review of the Prosthodontic Literature-- Removable",24419,"Seminar: Review of the Prosthodontic Literature-- Removable - The course consists of weekly two hour seminars devoted to review;the historic, classic, and current literature in removable;prosthodontics.","REST",1
"REST-705","SU18","Advanced Fixed Prosthodontics Techniques",24427,"Advanced Fixed Prosthodontics Techniques - Tooth preparation and advanced laboratory techniques necessary to;implement full mouth rehabilitation.","REST",1
"REST-705","F18","Advanced Fixed Prosthodontics Techniques",24415,"Advanced Fixed Prosthodontics Techniques - Tooth preparation and advanced laboratory techniques necessary to;implement full mouth rehabilitation.","REST",1
"REST-706","F18","Advanced Complete Denture Techniques",24416,"Advanced Complete Denture Techniques - Advanced laboratory and clinical skills for a specialty;prosthodontic practice.","REST",1
"REST-708A","SP19","Dental Ceramics, Color, and Esthetics",24401,"Dental Ceramics, Color, and Esthetics - Theory of color and dental esthetics; history and development of;dental ceramics; design and techniques in fabrication of;ceramo-metal restorations.","REST",2
"REST-708B","SP19","Dental Ceramics, Color, and Esthetics",24402,"Dental Ceramics, Color, and Esthetics - Theory of color and dental esthetics; history and development of dental ceramics; design and techniques in fabrication of ceramo-metal restorations.","REST",2
"REST-709A","SP19","Seminar: Removable Partial Dentures",24407,"Seminar: Removable Partial Dentures - Diagnosis, treatment planning, and design of removable partial dentures using extracoronal and intracoronal retainers.","REST",1
"REST-709B","SU18","Seminar: Removable Partial Dentures",24420,"Seminar: Removable Partial Dentures - Diagnosis, treatment planning, and design of removable partial dentures using extracoronal and intracoronal retainers.","REST",1
"REST-710A","F18","Implant Dentistry",24401,"Implant Dentistry - Implant modalities and types; basis for selection; techniques of;placement and of supervision of prosthodontic restoration.;Includes a review of classic implant literature. Graded CR/NC.;","REST",3
"REST-710A","SP19","Implant Dentistry",24400,"Implant Dentistry - Implant modalities and types; basis for selection; techniques of;placement and of supervision of prosthodontic restoration.;Includes a review of classic implant literature. Graded CR/NC.;","REST",3
"REST-710B","F18","Implant Dentisty",24402,"Implant Dentisty - Implant modalities and types; basis for selection; techniques of;placement and of supervision of prosthodontic restoration.;Includes a review of classic implant literature. Graded CR/NC.;","REST",3
"REST-710B","SP19","Implant Dentisty",24403,"Implant Dentisty - Implant modalities and types; basis for selection; techniques of;placement and of supervision of prosthodontic restoration.;Includes a review of classic implant literature. Graded CR/NC.;","REST",2
"REST-712","SP19","Maxillofacial Prosthodontics",24414,"Maxillofacial Prosthodontics - Theory and techniques for fabrication of prostheses to correct maxillofacial deformities including cleft palate.","REST",1
"REST-721A","F18","Principles of Occlusion",24400,"Principles of Occlusion - Application of current occlusal concepts in removable;prosthodontics. Techniques of occlusal adjustment and additive;waxing for development of occlusal morphology.","REST",2
"REST-721B","SP19","Principles of Occlusion",24408,"Principles of Occlusion - Application of current occlusal concepts in removable prosthodontics. Techniques of occlusal adjustment and additive waxing for development of occlusal morphology.","REST",1
"REST-761A","F18","Clinic: Advanced Prosthodontics",24419,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.","REST",1
"REST-761B","SP19","Clinic: Advanced Prosthodontics",24409,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.","REST",1
"REST-761C","SU18","Clinic: Advanced Prosthodontics",24421,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.","REST",1
"REST-761D","F18","Clinic: Advanced Prosthodontics",24424,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.","REST",1
"REST-761E","SP19","Clinic: Advanced Prosthodontics",24415,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.","REST",1
"REST-761F","SU18","Clinic: Advanced Prosthodontics",24415,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.;","REST",1
"REST-761H","F18","Clinic: Advanced Prosthodontics",24430,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.;","REST",1
"REST-761I","SP19","Clinic: Advanced Prosthodontics",24420,"Clinic: Advanced Prosthodontics - Students treat patients with complex interdisciplinary problems.;A minimum of five full mouth reconstructions and 10 sets of;complete dentures will be completed.;","REST",1
"REST-782A","SU18","Clinic: Implant Prosthodontics",24405,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic;rehabilitation. Graded CR/NC.","REST",2
"REST-782A","F18","Clinic: Implant Prosthodontics",24406,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic;rehabilitation. Graded CR/NC.","REST",2
"REST-782A","SP19","Clinic: Implant Prosthodontics",24410,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic;rehabilitation. Graded CR/NC.","REST",2
"REST-782B","SU18","Clinic: Implant Prosthodontics",24404,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic rehabilitation.;Graded CR/NC.","REST",2
"REST-782B","F18","Clinic: Implant Prosthodontics",24408,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic rehabilitation.;Graded CR/NC.","REST",2
"REST-782B","SP19","Clinic: Implant Prosthodontics",24416,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic rehabilitation.;Graded CR/NC.","REST",1
"REST-782C","F18","Clinic: Implant Prosthodontics",24431,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic rehabilitation.;Graded CR/NC.","REST",1
"REST-782C","SP19","Clinic: Implant Prosthodontics",24421,"Clinic: Implant Prosthodontics - Clinical procedures in implants for prosthodontic rehabilitation.;Graded CR/NC.","REST",2
"RSCI-506","F18","Auditing Principles",49106,"Auditing Principles - Audit requirements mandated by the FDA and other international regulatory agencies, including internal, external, regulatory agency, third party, GMP, GLP, ISO 13485/QSR and supplier audits.","RSCI",1
"RSCI-507","F18","Quality Systems and Statistical Process Control",49107,"Quality Systems and Statistical Process Control - Fundamentals and applications of Statistical Process Control (SPC) in development and monitoring of manufacturing processes; includes SPC in root cause analysis and CAPA.","RSCI",1
"RSCI-508","F18","Quality Assurance for Drugs and Biologics",49108,"Quality Assurance for Drugs and Biologics - Design and implementation of a quality system assuring the quality and safety of pharmaceuticals and biologics, according to relevant FDA and international regulations and guidance documents.","RSCI",1
"RSCI-509","SP19","Quality Assurance, Medical Devices and Combination Products",49109,"Quality Assurance, Medical Devices and Combination Products - Design of systems according to FDA and international regulations and guidelines to ensure the quality and safety of medical devices and combination products.","RSCI",1
"RSCI-520","F18","Introduction to Risk Management for Health Care;Providers",49120,"Introduction to Risk Management for Health Care;Providers - Historical development, formal language and theoretical approaches;to risk management in health care and medical product environment;;policies, regulations, standards; liability prevention and loss;control. Recommended preparation: undergraduate degree in;pharmacy, medical or independent health sciences, engineering or;equivalent mix of post-secondary training and industry;experience. (Duplicates credit in MPTX 520.) Recommended;preparation: undergraduate degree in pharmacy, medical or;independent health sciences, engineering or equivalent mix of;post-secondary training and industry experience, enrollment in;M.S., Regulatory Science.","RSCI",1
"RSCI-521","F18","Seminars in Regulatory Science",49121,"Seminars in Regulatory Science - Current problems in regulatory affairs, legal management, preclinical and clinical testing, scientific evaluation and quality assurance. (Duplicates credit in former MPTX 521.) Graded CR/NC. Recommended preparation: undergraduate degree in pharmacy, medical or independent health sciences, engineering or equivalent mix of post secondary training and industry experience; enrollment in MS Regulatory Science program.","RSCI",3
"RSCI-521","SP19","Seminars in Regulatory Science",49121,"Seminars in Regulatory Science - Current problems in regulatory affairs, legal management, preclinical and clinical testing, scientific evaluation and quality assurance. (Duplicates credit in former MPTX 521.) Graded CR/NC. Recommended preparation: undergraduate degree in pharmacy, medical or independent health sciences, engineering or equivalent mix of post secondary training and industry experience; enrollment in MS Regulatory Science program.","RSCI",2
"RSCI-525","SP19","Introduction to Drug and Food Toxicology",49125,"Introduction to Drug and Food Toxicology - Factors affecting toxic responses to foods and drugs:;dose-response relationships, absorption, distribution,;biotransformation, elimination of toxicants; target organ toxicity,;teratogenesis, mutagenesis, carcinogenesis, food allergies, risk;assessment. Recommended preparation: undergraduate degree in;pharmacy, medical or independent health sciences, engineering or;equivalent mix of post-secondary training and industry experience.","RSCI",2
"RSCI-527","SU18","Medical Product Safety",49127,"Medical Product Safety - Management of medical product safety by manufacturers/suppliers,;including: safe manufcturing, labeling, packaging;;pharmacovigilance, field observations, complaint handling; record;keeping, safety issues documentation; crisis management/recalls.;Recommended preparation: undergraduate degree in pharmacy, medical;or independent health sciences, engineering or equivalent mix of;post-secondary training and industry experience.","RSCI",1
"RSCI-531","SP19","Industrial Approaches to Drug Discovery",49131,"Industrial Approaches to Drug Discovery - Examines the process of drug discovery from selection of disease and therapeutic target to characterization and validation of lead drug candidates. Recommended preparation: undergraduate degree in pharmacy, medical or independent health sciences, engineering or equivalent mix of post-secondary training and industry experience; enrollment in M.S., Regulatory Science, certificate in Preclinical Drug Development.","RSCI",1
"RSCI-532","SU18","Early Stage Drug Development",49132,"Early Stage Drug Development - Explores the activities involved in transformin an early drug or biological candidate to a drug approved for marketing by regulatory authorities. Recommended preparation: undergraduate degree in pharmacy, medical or independent health sciences, engineering or equivalent mix of post-secondary training and industry experience; enrollment in M.S., Regulatory Science, certificate in Preclinical Drug Development.","RSCI",1
"RSCI-533","F18","Safety Evaluation during Drug Development",49133,"Safety Evaluation during Drug Development - Safety pharmacology/toxicology requirements mandated by FDA and other regulatory agencies to move a new chemical entity from discovery stage to market approval","RSCI",1
"RSCI-541","SP19","Drug Development, Reimbursement, and Marketing",49124,"Drug Development, Reimbursement, and Marketing - Survey of drug development strategies; health economics and outcomes researches and reimbursements; emphasis on coverage determination process and FDA and CMS parallel review process","RSCI",1
"RSCI-590","SU18","Directed Research",49115,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","RSCI",2
"RSCI-590","F18","Directed Research",49115,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","RSCI",2
"RSCI-590","SP19","Directed Research",49115,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.","RSCI",2
"RSCI-601","SP19","Biomedical Commerce",49137,"Biomedical Commerce - Introduction to business principles appropriate to medical;products, including: supply and demand, product entry-exit;strategies, financing, reimbursement, marketing and pricing in;global marketplace. Recommended preparation: undergraduate degree;in pharmacy, medical or independent health sciences, engineering;or equivalent mix of post-secondary training and industry;experience; enrollment in M.S., Regulatory Science.","RSCI",1
"RSCI-603","SP19","Managing Complex Projects",49138,"Managing Complex Projects - Theory and methods to manage complex projects in medical products;sectors; timelines, intellectual property, security, contracts,;budgets, review activities, reports, electronic tools,;cross-cultural communication. Recommended Preparation:;Undergraduate or professional degree in pharmacy, medical or;independent health sciences, engineering or equivalent mix of;post-secondary training and industry experience.","RSCI",1
"RSCI-604","F18","Regulatory Strategy in Asia",49139,"Regulatory Strategy in Asia - Regulatory policy, standards and practices in different Asian markets: product licensing, import/export management, materials sourcing, quality systems compliance, reimbursement, prescribing practices. Travel may be required. Recommended Preparation: Undergraduate or professional degree in pharmacy, medical or independent health sciences, engineering or equivalent mix of post-secondary training and industry experience.","RSCI",1
"RSCI-605","F18","Managing Organizations and Human Resources",49140,"Managing Organizations and Human Resources - Theory and practice of personnel management, organizational;structure and industrial relations in small, growing enterprises;and large global companies typical of pharmaceutical and medical;device sectors Recommended Preparation: Undergraduate or;professional degree in pharmacy, medical or independent health;sciences, engineering or equivalent mix of post-secondary training;and industry experience.","RSCI",1
"RSCI-607","SU18","Theory, Methods and Practice of Medical Products Research",49142,"Theory, Methods and Practice of Medical Products Research - Statistical and research design methods, data analysis, survey and interview techniques laying the foundation for the dissertation","RSCI",1
"RXRS-201","F18","The History and Geography of Drugs",49226,"The History and Geography of Drugs - Global perspectives; discovery and use of drugs (legal/illegal); poisons. How they helped shape, modify or change history as described in classical literature through present day.","RXRS",1
"RXRS-201","SP19","The History and Geography of Drugs",49226,"The History and Geography of Drugs - Global perspectives; discovery and use of drugs (legal/illegal); poisons. How they helped shape, modify or change history as described in classical literature through present day.","RXRS",2
"RXRS-302","SP19","Pharmacology and Drug Development",49262,"Pharmacology and Drug Development - Introduction to drug development. Drug/Receptor interactions, pharmacodynamics, pharmacokinetics, toxicology, therapeutic interventions, biotransformation, pharmacogenomics, FDA, regulatory requirements and challenges, intellectual property, global challenges of drug development.","RXRS",1
"RXRS-402","F18","Human Pharmacology: Challenge of Therapeutics in Society",49232,"Human Pharmacology: Challenge of Therapeutics in Society - Principles of human pharmacology/toxicology related to prescription, over the counter medications; nutraceuticals; drug-drug interactions; polypharmacy; hot topics related to recently approved drugs.","RXRS",1
"RXRS-403","SP19","Neuropharmacology in Health and Disease",49233,"Neuropharmacology in Health and Disease - Neuropharmacological treatments of brain disorders including neurodegenerative disorders, injury, and disease; influence of environment and experiences on neuroplasticity and brain development; drug discovery.","RXRS",1
"RXRS-405","F18","Pharmacology and Sociology of Drug Abuse",49235,"Pharmacology and Sociology of Drug Abuse - Social, psychological, economical, biological reasons associated with drug use/abuse; Prevention strategies; Pharmacology and Pharmacotherapy Successes/ Challenges; Current trends; Case studies; Roles of health care professionals","RXRS",1
"RXRS-407","SP19","The Discovery, Development and Marketing of Medicines",49237,"The Discovery, Development and Marketing of Medicines - Principles, concepts, challenges and short comings of modern day drug discovery and development of medicines. Inter-relationships with regulatory, ethical and societal sectors presented.","RXRS",1
"RXRS-413","SP19","Globalization of the Biomedical Industry",49243,"Globalization of the Biomedical Industry - Globalization; pharmaceuticals, biologics, medical devices, and combination products in advanced, emerging, and developing markets; regional and national regulations, global and regional harmonization efforts, ethical considerations.","RXRS",3
"RXRS-414","SP19","Buzzed: Modern Substances of Abuse and Addiction",49248,"Buzzed: Modern Substances of Abuse and Addiction - Modern perspectives; discovery and use of legal and illicit drugs including alcohol and opioids. How drugs have helped, shaped, modified or changed individuals and society.","RXRS",1
"RXRS-416","F18","Medical Products: From Idea to Market",49246,"Medical Products: From Idea to Market - Progress of medical product development through intellectual property, animal and clinical trials and commercialization. Emphasis on safety, quality systems and efficacy.","RXRS",1
"RXRS-420","F18","Organ Physiology, Drug Delivery, and Drug Action",49242,"Organ Physiology, Drug Delivery, and Drug Action - Principles of cellular and organ physiology. Interplay between the physiology of these organ systems, drug delivery, and drug action.","RXRS",1
"SAE-515","F18","Sustainable Infrastructure Systems",32315,"Sustainable Infrastructure Systems - Explores broad issues and mitigation measures involved in the analysis and design of complex, uncertain, interacting infrastructure systems needing to be resilient and sustainable.","SAE",2
"SAE-541","SU18","Systems Engineering Theory and Practice",32311,"Systems Engineering Theory and Practice - Integration of engineering problem solving methodologies based on;systems concepts. Application to complex, large scale technical;systems and problems faced by engineering managers. Case studies.","SAE",2
"SAE-541","F18","Systems Engineering Theory and Practice",32311,"Systems Engineering Theory and Practice - Integration of engineering problem solving methodologies based on;systems concepts. Application to complex, large scale technical;systems and problems faced by engineering managers. Case studies.","SAE",2
"SAE-541","SP19","Systems Engineering Theory and Practice",32301,"Systems Engineering Theory and Practice - Integration of engineering problem solving methodologies based on;systems concepts. Application to complex, large scale technical;systems and problems faced by engineering managers. Case studies.","SAE",2
"SAE-542","SU18","Advanced Topics in Systems Engineering",32312,"Advanced Topics in Systems Engineering - Advanced topics in integration software management and systems engineering, probabilistic foundations of decision theory, quantitative risk management, decision-based design, and safety aspects of systems engineering.","SAE",2
"SAE-542","F18","Advanced Topics in Systems Engineering",32312,"Advanced Topics in Systems Engineering - Probability theory in systems engineering: test design and performance, reliability and maintainability, quantitative decision models. Constraint theory to manage and de-conflict complex requirements. Complexity theory.","SAE",2
"SAE-542","SP19","Advanced Topics in Systems Engineering",32312,"Advanced Topics in Systems Engineering - Probability theory in systems engineering: test design and performance, reliability and maintainability, quantitative decision models. Constraint theory to manage and de-conflict complex requirements. Complexity theory.","SAE",2
"SAE-546","F18","Engineered Resilient Systems and System-of-Systems",32313,"Engineered Resilient Systems and System-of-Systems - Formal methods for the design and analysis of resilient systems and system-of-systems (SoS); Disruption risks as a function of system scale and complexity, management, and architectures.","SAE",2
"SAE-547","F18","Model-Based Systems Architecting and Engineering",32317,"Model-Based Systems Architecting and Engineering - Approaches for modeling systems using software such as SySML; modeling system, requirements, structure, behavior, and parametrics; mapping to hardware description language and behavioral code generation. Recommended preparation: Modeling and simulation courses.","SAE",2
"SAE-548","SP19","Systems/System-of-Systems Integration and Communication",32315,"Systems/System-of-Systems Integration and Communication - Essentials of systems and system-of-systems integration from the perspectives of business, programs, and technology. Process, Legacy, and Systems-of-Systems Integration. Verification and Validation methods. Case studies. Recommended preparation: Bachelor's degree in engineering or physical sciences.","SAE",2
"SAE-549","SU18","Systems Architecting",32322,"Systems Architecting - Introduction to systems architecture in aerospace, electrical,;computer, and manufacturing systems emphasizing the conceptual and;acceptance phases and using heuristics.;","SAE",2
"SAE-549","F18","Systems Architecting",32319,"Systems Architecting - Introduction to systems architecture in aerospace, electrical,;computer, and manufacturing systems emphasizing the conceptual and;acceptance phases and using heuristics.;","SAE",2
"SAE-549","SP19","Systems Architecting",32319,"Systems Architecting - Introduction to systems architecture in aerospace, electrical,;computer, and manufacturing systems emphasizing the conceptual and;acceptance phases and using heuristics.;","SAE",2
"SAE-550","F18","Systems Architecting and the Political Process;",32320,"Systems Architecting and the Political Process; - Analysis of risks inherent in managing high-tech/high-cost;government-funded engineering programs; tools and techniques for;coping with the impacts of politically-driven budgets on the;engineering design process. Recommended preparation: 2 years of;work experience.;","SAE",2
"SAE-550","SP19","Systems Architecting and the Political Process;",32320,"Systems Architecting and the Political Process; - Analysis of risks inherent in managing high-tech/high-cost;government-funded engineering programs; tools and techniques for;coping with the impacts of politically-driven budgets on the;engineering design process. Recommended preparation: 2 years of;work experience.;","SAE",2
"SAE-560","F18","Economic Considerations for Systems Engineering",32330,"Economic Considerations for Systems Engineering - Impact of economic factors for systems architects and engineers,;tools for understanding these factors, fundamental quantitative;analysis of cash flow, life-cost estimating for systems and;software engineering.","SAE",2
"SAE-560","SP19","Economic Considerations for Systems Engineering",32330,"Economic Considerations for Systems Engineering - Impact of economic factors for systems architects and engineers,;tools for understanding these factors, fundamental quantitative;analysis of cash flow, life-cost estimating for systems and;software engineering.","SAE",2
"SCRM-511","F18","Developmental Biology and Human Embryology",41600,"Developmental Biology and Human Embryology - Survey of anatomical, cellular and molecular processes that underlie human development and congenital malformations, with discussion of other species for comparison. Open only to Stem Cell Biology and Regenerative Medicine majors.","SCRM",1
"SCRM-513","F18","Stem Cells and Regenerative Medicine",41601,"Stem Cells and Regenerative Medicine - A comprehensive investigation of embryonic, fetal and adult stem cells and the application of stem cell biology to treat disease. Open only to Stem Cell Biology and Regenerative Medicine majors.","SCRM",1
"SCRM-515","SP19","Bringing Stem Cells to the Clinic",41601,"Bringing Stem Cells to the Clinic - Lectures addressing the business, legal, ethical, manufacturing and regulatory aspects involved in moving stem cells or related product into clinical practice.","SCRM",3
"SCRM-517","SP19","Historical and Contemporary Stem Cell Research",41607,"Historical and Contemporary Stem Cell Research - Historical and contemporary stem cell research using hematopoietic stem cells as a model system.","SCRM",1
"SCRM-519","SP19","Historical and Contemporary Research: Neural Stem Cells",41600,"Historical and Contemporary Research: Neural Stem Cells - Focuses on historic achievements in stem cell research and how contemporarily, research and its related technological advances have fostered breakthroughs the understanding of NSCs.","SCRM",1
"SCRM-521","SP19","Historical and Contemporary Research: Tissue Development Eng",41649,"Historical and Contemporary Research: Tissue Development Eng - Focuses on the components of cell, molecular biology, and basic tissue development to comprehend its uses within the realm of synthetic biology and cellular/tissue engineering.","SCRM",1
"SCRM-522","SP19","Biological Imaging in Stem Cell Research",41606,"Biological Imaging in Stem Cell Research - Theory and practice of using microscopy and flow cytometry in stem cell biology, including sample preparation, digital processing and data analysis.","SCRM",2
"SCRM-524","SP19","Culture and Differentiation of Human Pluripotent;Stem Cells",41609,"Culture and Differentiation of Human Pluripotent;Stem Cells - Classroom and laboratory experience in the techniques for deriving, culturing and differentiating human pluripotent stem cells (hPSCs) and related cell types. Concurrent enrollment SCRM 522. Open only to Stem Cell Biology and Regenerative Medicine majors.","SCRM",2
"SCRM-555","F18","Writing About Stem Cell Biology and Regenerative Medicine",41605,"Writing About Stem Cell Biology and Regenerative Medicine - Instruction in writing for various audiences on topics related to stem cell biology and regenerative medicine.","SCRM",1
"SCRM-580","F18","SCRM External Speaker Seminar Series",41602,"SCRM External Speaker Seminar Series - Reading and discussion of recent papers by the SCRM speaker of the week, and attendance at the speaker's seminar. Open only to Stem Cell Biology and Regenerative Medicine majors.","SCRM",1
"SCRM-580","SP19","SCRM External Speaker Seminar Series",41604,"SCRM External Speaker Seminar Series - Reading and discussion of recent papers by the SCRM speaker of the week, and attendance at the speaker's seminar. Open only to Stem Cell Biology and Regenerative Medicine majors.","SCRM",1
"SLL-120","F18","Beginning Russian I",60202,"Beginning Russian I - Introduction to the Russian language with emphasis on basic conversational skills, major points of grammar and reading.;","SLL",2
