"course_title","semester","courseID","section","course_desc","department","N.Sections","year","clean_course_desc"
"Business and Economic Foundations for Public Relations","SP19","PR-529",21531,"Business and Economic Foundations for Public Relations - Speaking the language of the board room; understanding business goals and objectives; economic literacy; financial/investor relations; understanding organizational disciplines and how they relate to corporate communication; PR/communication business processes and managed.","PR",4,"AY19","Business and Economic Foundations for Public Relations Speaking the language of the board room understanding business goals and objectives economic literacy financial investor relations understanding organizational disciplines and how they relate to corporate communication PR communication business processes and managed"
"Writing for Strategic Public Relations","F18","PR-535",21553,"Writing for Strategic Public Relations - Intensive focus on the specialized writing requirements of online, broadcast, print and other public relations media; includes content analysis of strategic public relations materials.","PR",5,"AY19","Writing for Strategic Public Relations Intensive focus on the specialized writing requirements of online broadcast print and other public relations media includes content analysis of strategic public relations materials"
"Digital, Social and Mass Media Public Relations Strategies","SU18","PR-536",21062,"Digital, Social and Mass Media Public Relations Strategies - Analysis of shifting media environment; development and execution of multi-platform campaigns based on organizational goals and audience characteristics.","PR",1,"AY19","Digital Social and Mass Media Public Relations Strategies Analysis of shifting media domain development and execution of multi platform campaigns based on organizational goals and audience characteristics"
"Digital, Social and Mass Media Public Relations Strategies","F18","PR-536",21560,"Digital, Social and Mass Media Public Relations Strategies - Analysis of shifting media environment; development and execution of multi-platform campaigns based on organizational goals and audience characteristics.","PR",1,"AY19","Digital Social and Mass Media Public Relations Strategies Analysis of shifting media domain development and execution of multi platform campaigns based on organizational goals and audience characteristics"
"Public Relations and Branding","F18","PR-537",21561,"Public Relations and Branding - Concept of branding, including brand definition, brand engagement, brand management and the role of public relations in creating brand value.","PR",1,"AY19","Public Relations and Branding Concept of branding including brand definition brand engagement brand management and the role of public relations in creating brand value"
"Image Management in Entertainment","F18","PR-538",21563,"Image Management in Entertainment - In-depth study of the creation and protection of reputations for entertainment properties of all types and the characteristics that distinguish it from other disciplines.","PR",1,"AY19","Image Management in Entertainment In depth study of the creation and protection of reputations for entertainment properties of all types and the characteristics that distinguish it from other disciplines"
"Principles of Public Relations","F18","PR-561",21599,"Principles of Public Relations - Practical and theoretical survey of the public relations profession as it is currently practiced, providing a social/contextual backdrop for further study of the field.","PR",1,"AY19","Principles of Public Relations Practical and theoretical survey of the public relations profession as it is currently practiced providing a social contextual backdrop for further study of the field"
"Foundations of Effective PR Writing","SU18","PR-562",21193,"Foundations of Effective PR Writing - Specialized writing for persuasive and strategic communication contexts. Intensive focus on public relations writing for print, online, broadcast, and social media.","PR",1,"AY19","Foundations of Effective PR Writing Specialized writing for persuasive and strategic communication contexts Intensive focus on public relations writing for print online broadcast and social media"
"Foundations of Effective PR Writing","SP19","PR-562",21254,"Foundations of Effective PR Writing - Specialized writing for persuasive and strategic communication contexts. Intensive focus on public relations writing for print, online, broadcast, and social media.","PR",1,"AY19","Foundations of Effective PR Writing Specialized writing for persuasive and strategic communication contexts Intensive focus on public relations writing for print online broadcast and social media"
"Crisis Management in Strategic Public Relations","SU18","PR-568",21064,"Crisis Management in Strategic Public Relations - Focuses on theories, concepts and practices in risk assessment, issues monitoring, and crisis anticipation/management in a wide variety of organizational contexts, and from multiple perspectives.","PR",1,"AY19","Crisis Management in Strategic Public Relations Focuses on theories concepts and practices in risk assessment issues monitoring and crisis anticipation management in a wide variety of organizational contexts and from multiple perspectives"
"Crisis Management in Strategic Public Relations","F18","PR-568",21600,"Crisis Management in Strategic Public Relations - Focuses on theories, concepts and practices in risk assessment, issues monitoring, and crisis anticipation/management in a wide variety of organizational contexts, and from multiple perspectives.","PR",1,"AY19","Crisis Management in Strategic Public Relations Focuses on theories concepts and practices in risk assessment issues monitoring and crisis anticipation management in a wide variety of organizational contexts and from multiple perspectives"
"Directed Research","SP19","PR-590",21642,"Directed Research - Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department.","PR",9,"AY19","Directed Research Research leading to the master's degree Maximum units which may be applied to the degree to be determined by the department"
"Graduate Honors Seminar: Improvisational Leadership","SP19","PR-598",21535,"Graduate Honors Seminar: Improvisational Leadership - Leadership workshop inspires stepping outside of comfort zones to be braver and more creative. Encourages discovery of leadership potential by exploring new ideas and challenges.","PR",1,"AY19","Graduate Honors Seminar Improvisational Leadership Leadership workshop inspires stepping outside of comfort zones to be braver and more creative Encourages discovery of leadership potential by exploring new ideas and challenges"
"Drugs: Principles of ADME and Bioavailability","F18","PSCI-501",49001,"Drugs: Principles of ADME and Bioavailability - Principles of drug formulation, delivery, metabolism and transport; influence of physicochemical properties, physiology, and pharmacogenetics on these properties; drug-drug interactions; and pharmacokinetics.","PSCI",1,"AY19","Drugs Principles of ADME and Bioavailability Principles of drug formulation delivery metabolism and transport influence of physicochemical properties physiology and pharmacogenetics on these properties drug drug interactions and pharmacokinetics"
"Principles of Therapeutic Mechanisms","F18","PSCI-502",49002,"Principles of Therapeutic Mechanisms - Principles of mechanisms of actions of common drug classes, medicinal chemistry, pharmacology, drug interactions with protein targets, biologics, drug targeting and nanotechnology.","PSCI",1,"AY19","Principles of Therapeutic Mechanisms Principles of mechanisms of actions of common drug classes medicinal chemistry pharmacology drug interactions with protein targets biologics drug targeting and nanotechnology"
"Principal Research Approaches and Scientific Writing","F18","PSCI-556",49056,"Principal Research Approaches and Scientific Writing - Familiarizes new graduate students with basic approaches used in biomedical research, with a focus on approaches in pharmaceutical, pharmacological and translational sciences. Provides an understanding of what to expect in the coming years as a graduate student doing biomedical research and in scientific writing.","PSCI",1,"AY19","Principal Research Approaches and Scientific Writing Familiarizes new graduate students with basic approaches used in biomedical research with a focus on approaches in pharmaceutical pharmacological and translational sciences Provides an understanding of what to expect in the coming years as a graduate student doing biomedical research and in scientific writing"
"Drug Transport and Delivery","SP19","PSCI-665",49060,"Drug Transport and Delivery - ;Principles of cellular drug transport, in vivo drug transport, and;modern drug delivery, including drug targeting. Preparation:;college level chemistry and biology.","PSCI",1,"AY19","Drug Transport and Delivery Principles of cellular drug transport in vivo drug transport and modern drug delivery including drug targeting Preparation college level chemistry and biology"
"Introduction to Psychology","SU18","PSYC-100",52400,"Introduction to Psychology - Factors that influence human behavior, including learning, thinking, perception, motivation, and emotion; analysis of determinants of development, adjustment, and maladjustment.","PSYC",1,"AY19","Introduction to Psychology Factors that influence human behavior including learning thinking perception motivation and emotion analysis of determinants of development adjustment and maladjustment"
"Introduction to Psychology","F18","PSYC-100",52400,"Introduction to Psychology - Introduction to psychological science, including historical and contemporary approaches. Behavior examined from biological, cognitive, social, developmental, and personality perspectives. Disorders and treatments.","PSYC",28,"AY19","Introduction to Psychology Introduction to psychological science including historical and contemporary approaches Behavior examined from biological cognitive social developmental and personality perspectives Disorders and treatments"
"Introduction to Psychology","SP19","PSYC-100",52400,"Introduction to Psychology - Introduction to psychological science, including historical and contemporary approaches. Behavior examined from biological, cognitive, social, developmental, and personality perspectives. Disorders and treatments.","PSYC",27,"AY19","Introduction to Psychology Introduction to psychological science including historical and contemporary approaches Behavior examined from biological cognitive social developmental and personality perspectives Disorders and treatments"
"Drugs, Behavior, and Society","F18","PSYC-165",52420,"Drugs, Behavior, and Society - An integrative systems perspective of drugs; including their historical, economic, and cultural importance, psychopharmacology, addiction, relationship to crime, and therapeutic use in treating psychological disorders.","PSYC",9,"AY19","Drugs Behavior and Society An integrative systems perspective of drugs including their historical economic and cultural importance psychopharmacology addiction relationship to crime and therapeutic use in treating psychological disorders"
"Drugs, Behavior, and Society","SP19","PSYC-165",52440,"Drugs, Behavior, and Society - An integrative systems perspective of drugs; including their historical, economic, and cultural importance, psychopharmacology, addiction, relationship to crime, and therapeutic use in treating psychological disorders.","PSYC",11,"AY19","Drugs Behavior and Society An integrative systems perspective of drugs including their historical economic and cultural importance psychopharmacology addiction relationship to crime and therapeutic use in treating psychological disorders"
"The Science of Happiness","SU18","PSYC-201",52401,"The Science of Happiness - Evaluates scientific research on human happiness. Integrates;research from psychology, economics, and neuroscience in the;evaluation of personal and public policy choices.","PSYC",1,"AY19","The Science of Happiness Evaluates scientific research on human happiness Integrates research from psychology economics and neuroscience in the evaluation of personal and public policy choices"
"Scientific Inquiry and Reasoning in Health Care","F18","PSYC-240",52658,"Scientific Inquiry and Reasoning in Health Care - Critical analysis and reasoning skills required to solve scientific problems in human behavior, including presentation of data, logic of research design, statistics, and research ethics. Not for major credit for Psychology majors.","PSYC",1,"AY19","Scientific Inquiry and Reasoning in Health Care Critical analysis and reasoning skills required to solve scientific problems in human behavior including presentation of data logic of research design statistics and research ethics Not for major credit for Psychology majors"
"Statistics","SU18","PSYC-274",52451,"Statistics - Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.","PSYC",2,"AY19","Statistics Introduction to the use of statistics in psychology basic ideas in measurement frequency distributions descriptive statistics concepts and procedures in statistical inference"
"Statistics","F18","PSYC-274",52450,"Statistics - Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.","PSYC",18,"AY19","Statistics Introduction to the use of statistics in psychology basic ideas in measurement frequency distributions descriptive statistics concepts and procedures in statistical inference"
"Statistics","SP19","PSYC-274",52450,"Statistics - Introduction to the use of statistics in psychology: basic ideas in measurement; frequency distributions; descriptive statistics; concepts and procedures in statistical inference.","PSYC",21,"AY19","Statistics Introduction to the use of statistics in psychology basic ideas in measurement frequency distributions descriptive statistics concepts and procedures in statistical inference"
"Supervised Research in Psychology","F18","PSYC-290",52483,"Supervised Research in Psychology - Supervised Research with department faculty . Not for major or minor credit. Prerequisite: PSYC 100","PSYC",1,"AY19","Supervised Research in Psychology Supervised Research with department faculty Not for major or minor credit Prerequisite PSYC 100"
"Supervised Research in Psychology","SP19","PSYC-290",52483,"Supervised Research in Psychology - Supervised Research with department faculty . Not for major or minor credit. Prerequisite: PSYC 100","PSYC",1,"AY19","Supervised Research in Psychology Supervised Research with department faculty Not for major or minor credit Prerequisite PSYC 100"
"Cognitive Processes","F18","PSYC-301",52488,"Cognitive Processes - Experimental and theoretical aspects of human memory, perception, thinking, and language. Lectures, demonstrations, and individual experiments. Prerequisite: 100g or departmental approval.","PSYC",1,"AY19","Cognitive Processes Experimental and theoretical aspects of human memory perception thinking and language Lectures demonstrations and individual experiments Prerequisite 100g or departmental approval"
"Cognitive Processes","SP19","PSYC-301",52484,"Cognitive Processes - Experimental and theoretical aspects of human memory, perception, thinking, and language. Lectures, demonstrations, and individual experiments. Prerequisite: 100g or departmental approval.","PSYC",1,"AY19","Cognitive Processes Experimental and theoretical aspects of human memory perception thinking and language Lectures demonstrations and individual experiments Prerequisite 100g or departmental approval"
"Sensation and Perception","F18","PSYC-304",52485,"Sensation and Perception - Receptor processes and stimulus organization; traditional topics;in the perception of objects, space, time. Laboratory;demonstrations and exercises.","PSYC",1,"AY19","Sensation and Perception Receptor processes and stimulus organization traditional topics in the perception of objects space time Laboratory demonstrations and exercises"
"Sensation and Perception","SP19","PSYC-304",52503,"Sensation and Perception - Receptor processes and stimulus organization; traditional topics;in the perception of objects, space, time. Laboratory;demonstrations and exercises.","PSYC",1,"AY19","Sensation and Perception Receptor processes and stimulus organization traditional topics in the perception of objects space time Laboratory demonstrations and exercises"
"Learning and Memory","SU18","PSYC-305",52496,"Learning and Memory - Principles involved in classical and operant conditioning.;Concentration on basic causes of behavior; consideration of the;relevance of simple behavioral laws to complicated human behavior.","PSYC",1,"AY19","Learning and Memory Principles involved in classical and operant conditioning Concentration on basic causes of behavior consideration of the relevance of simple behavioral laws to complicated human behavior"
"Learning and Memory","F18","PSYC-305",52500,"Learning and Memory - Principles involved in classical and operant conditioning.;Concentration on basic causes of behavior; consideration of the;relevance of simple behavioral laws to complicated human behavior.","PSYC",1,"AY19","Learning and Memory Principles involved in classical and operant conditioning Concentration on basic causes of behavior consideration of the relevance of simple behavioral laws to complicated human behavior"
"Learning and Memory","SP19","PSYC-305",52500,"Learning and Memory - Principles involved in classical and operant conditioning.;Concentration on basic causes of behavior; consideration of the;relevance of simple behavioral laws to complicated human behavior.","PSYC",2,"AY19","Learning and Memory Principles involved in classical and operant conditioning Concentration on basic causes of behavior consideration of the relevance of simple behavioral laws to complicated human behavior"
"Experimental Research Methods","SU18","PSYC-314",52506,"Experimental Research Methods - Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises, data analysis and preparation of APA style empirical report.","PSYC",2,"AY19","Experimental Research Methods Experimental research methods in psychology nature and concepts of scientific method Lab exercises data analysis and preparation of APA style empirical report"
"Experimental Research Methods","F18","PSYC-314",52517,"Experimental Research Methods - Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises, data analysis and preparation of APA style empirical report.","PSYC",6,"AY19","Experimental Research Methods Experimental research methods in psychology nature and concepts of scientific method Lab exercises data analysis and preparation of APA style empirical report"
"Experimental Research Methods","SP19","PSYC-314",52482,"Experimental Research Methods - Experimental research methods in psychology; nature and concepts of scientific method. Lab exercises, data analysis and preparation of APA style empirical report.","PSYC",6,"AY19","Experimental Research Methods Experimental research methods in psychology nature and concepts of scientific method Lab exercises data analysis and preparation of APA style empirical report"
"Non-Experimental Research Methods","SU18","PSYC-316",52508,"Non-Experimental Research Methods - Non-experimental research methods in psychology. Observational, survey and data analysis exercises","PSYC",2,"AY19","Non Experimental Research Methods Non experimental research methods in psychology Observational survey and data analysis exercises"
"Non-Experimental Research Methods","F18","PSYC-316",52619,"Non-Experimental Research Methods - Non-experimental research methods in psychology. Observational, survey and data analysis exercises","PSYC",6,"AY19","Non Experimental Research Methods Non experimental research methods in psychology Observational survey and data analysis exercises"
"Non-Experimental Research Methods","SP19","PSYC-316",52536,"Non-Experimental Research Methods - Non-experimental research methods in psychology. Observational, survey and data analysis exercises","PSYC",6,"AY19","Non Experimental Research Methods Non experimental research methods in psychology Observational survey and data analysis exercises"
"Behavioral Neuroscience","F18","PSYC-326",52535,"Behavioral Neuroscience - Neural bases of behavior. Concentration on sensory and motor processes and the interaction of neural, chemical, and hormonal systems.;;;","PSYC",1,"AY19","Behavioral Neuroscience Neural bases of behavior Concentration on sensory and motor processes and the interaction of neural chemical and hormonal systems"
"Behavioral Neuroscience","SP19","PSYC-326",52535,"Behavioral Neuroscience - Neural bases of behavior. Concentration on sensory and motor processes and the interaction of neural, chemical, and hormonal systems.;;;","PSYC",1,"AY19","Behavioral Neuroscience Neural bases of behavior Concentration on sensory and motor processes and the interaction of neural chemical and hormonal systems"
"Developmental Psychology","F18","PSYC-336",52540,"Developmental Psychology - Child and adolescent behavior and associated theories;;exploration of the continuity between child and adult behavior.;Laboratory projects.","PSYC",1,"AY19","Developmental Psychology Child and adolescent behavior and associated theories exploration of the continuity between child and adult behavior Laboratory projects"
"Developmental Psychology","SP19","PSYC-336",52540,"Developmental Psychology - Child and adolescent behavior and associated theories;;exploration of the continuity between child and adult behavior.;Laboratory projects.","PSYC",1,"AY19","Developmental Psychology Child and adolescent behavior and associated theories exploration of the continuity between child and adult behavior Laboratory projects"
"Adult Development and Aging","SP19","PSYC-337",52550,"Adult Development and Aging - Genetic, physical, and social influences during adult years on;perception, learning and memory, intelligence, personality, social;roles, and normal and deviant behavioral patterns. Laboratory;demonstrations and exercises.","PSYC",1,"AY19","Adult Development and Aging Genetic physical and social influences during adult years on perception learning and memory intelligence personality social roles and normal and deviant behavioral patterns Laboratory demonstrations and exercises"
"Origins of the Mind","F18","PSYC-339",52552,"Origins of the Mind - Exploration of ancient philosophical questions concerning the origins of human knowledge through empirical studies of infants, animals, and adults from diverse cultures.","PSYC",7,"AY19","Origins of the Mind Exploration of ancient philosophical questions concerning the origins of human knowledge through empirical studies of infants animals and adults from diverse cultures"
"Close Relationships","F18","PSYC-353",52547,"Close Relationships - Scientific perspective of close relationships: intimate relationships, friendships and others, evolutionary and biological bases of attraction and love, historical, social , cultural influences. Prerequisite: PSYC 100. (Duplicates credit in PSYC 359)","PSYC",1,"AY19","Close Relationships Scientific perspective of close relationships intimate relationships friendships and others evolutionary and biological bases of attraction and love historical social cultural influences Prerequisite PSYC 100 Duplicates credit in PSYC 359"
"Close Relationships","SP19","PSYC-353",52551,"Close Relationships - Scientific perspective of close relationships: intimate relationships, friendships and others, evolutionary and biological bases of attraction and love, historical, social , cultural influences. Prerequisite: PSYC 100. (Duplicates credit in PSYC 359)","PSYC",1,"AY19","Close Relationships Scientific perspective of close relationships intimate relationships friendships and others evolutionary and biological bases of attraction and love historical social cultural influences Prerequisite PSYC 100 Duplicates credit in PSYC 359"
"Social Psychology","F18","PSYC-355",52560,"Social Psychology - Theoretical and experimental analysis of human behavior. Social;processes involved in attitudes, conformity, compliance,;interpersonal perception, liking, affiliation, aggression,;altruism, and group dynamics.","PSYC",1,"AY19","Social Psychology Theoretical and experimental analysis of human behavior Social processes involved in attitudes conformity compliance interpersonal perception liking affiliation aggression altruism and group dynamics"
"Social Psychology","SP19","PSYC-355",52561,"Social Psychology - Theoretical and experimental analysis of human behavior. Social;processes involved in attitudes, conformity, compliance,;interpersonal perception, liking, affiliation, aggression,;altruism, and group dynamics.","PSYC",1,"AY19","Social Psychology Theoretical and experimental analysis of human behavior Social processes involved in attitudes conformity compliance interpersonal perception liking affiliation aggression altruism and group dynamics"
"Abnormal Psychology","F18","PSYC-360",52565,"Abnormal Psychology - The commonly diagnosed behavior pathologies; biological, social, cultural, and developmental antecedents of abnormal behavior; principles of learning, perception, and motivation, as they relate to psychopathology.","PSYC",2,"AY19","Abnormal Psychology The commonly diagnosed behavior pathologies biological social cultural and developmental antecedents of abnormal behavior principles of learning perception and motivation as they relate to psychopathology"
"Abnormal Psychology","SP19","PSYC-360",52565,"Abnormal Psychology - The commonly diagnosed behavior pathologies; biological, social, cultural, and developmental antecedents of abnormal behavior; principles of learning, perception, and motivation, as they relate to psychopathology.","PSYC",2,"AY19","Abnormal Psychology The commonly diagnosed behavior pathologies biological social cultural and developmental antecedents of abnormal behavior principles of learning perception and motivation as they relate to psychopathology"
"Introduction to Clinical Psychology","SP19","PSYC-361",52567,"Introduction to Clinical Psychology - Introduction to the scientist-practitioner model of clinical psychology, including research methods, psychological assessment and diagnosis, psychotherapeutic interventions, and treatment of special populations.;","PSYC",1,"AY19","Introduction to Clinical Psychology Introduction to the scientist practitioner model of clinical psychology including research methods psychological assessment and diagnosis psychotherapeutic interventions and treatment of special populations"
"Criminal Behavior","F18","PSYC-363",52561,"Criminal Behavior - Genetic, biological, psychological, and sociological characteristics of those who evidence criminal behavior; theoretical formulations to be reviewed and appraised. Prerequisites: PSYC 100. Duplicates credit in former PSYC 463.","PSYC",1,"AY19","Criminal Behavior Genetic biological psychological and sociological characteristics of those who evidence criminal behavior theoretical formulations to be reviewed and appraised Prerequisites PSYC 100 Duplicates credit in former PSYC 463"
"Introduction to Forensic Psychology","SP19","PSYC-365",52569,"Introduction to Forensic Psychology - Survey of current topics, technologies and techniques. Students acquire a basic understanding of how forensic psychologists contribute their unique expertise to the American legal system. Prerequisites: PSYC 100. Duplicates credit in former PSYC 465.","PSYC",1,"AY19","Introduction to Forensic Psychology Survey of current topics technologies and techniques Students acquire a basic understanding of how forensic psychologists contribute their unique expertise to the American legal system Prerequisites PSYC 100 Duplicates credit in former PSYC 465"
"Stress, Health, and the Mind-Body Connection","F18","PSYC-367",52563,"Stress, Health, and the Mind-Body Connection - Introduction to psychological, biological, and behavioral processes affecting physical health, including stress, coping with disease, health behaviors, and socioeconomic and cultural influences on health. Prerequisite: PSYC 100.","PSYC",1,"AY19","Stress Health and the Mind Body Connection Introduction to psychological biological and behavioral processes affecting physical health including stress coping with disease health behaviors and socioeconomic and cultural influences on health Prerequisite PSYC 100"
"Human Sexuality","SP19","PSYC-372",52587,"Human Sexuality - Psychological and physiological base of sexuality; gender;identity, childbearing, birth control, venereal diseases;;dysfunctions and treatments.;;","PSYC",1,"AY19","Human Sexuality Psychological and physiological base of sexuality gender identity childbearing birth control venereal diseases dysfunctions and treatments"
"Junior Honors Seminar","SP19","PSYC-380",52585,"Junior Honors Seminar - Advanced study of scientific inquiry in psychology with in-depth;analysis of current research by faculty in the Psychology;Department. Preparation for senior honors thesis research.;Prerequisite: acceptance in Psychology Undergraduate Honors;Program and consent of instructor.","PSYC",1,"AY19","Junior Honors Seminar Advanced study of scientific inquiry in psychology with in depth analysis of current research by faculty in the Psychology Department Preparation for senior honors thesis research Prerequisite acceptance in Psychology Undergraduate Honors Program and consent of instructor"
"Current Topics In Social Psychology","F18","PSYC-412",52612,"Current Topics In Social Psychology - Extensive examination of select current research in social psychology, based on original research papers. Specific topics change by semester.","PSYC",1,"AY19","Current Topics In Social Psychology Extensive examination of select current research in social psychology based on original research papers Specific topics change by semester"
"Current Topics In Social Psychology","SP19","PSYC-412",52586,"Current Topics In Social Psychology - Extensive examination of select current research in social psychology, based on original research papers. Specific topics change by semester.","PSYC",1,"AY19","Current Topics In Social Psychology Extensive examination of select current research in social psychology based on original research papers Specific topics change by semester"
"Animal Behavior","SP19","PSYC-420",52552,"Animal Behavior - Exploration of human nature through studies of nonhuman animals, including topics of navigation, culture, object representation, social cognition, music, and morality.","PSYC",1,"AY19","Animal Behavior Exploration of human nature through studies of nonhuman animals including topics of navigation culture object representation social cognition music and morality"
"Data Analysis for Psychological Research","F18","PSYC-421",52625,"Data Analysis for Psychological Research - Multivariate analysis emphasizing model estimation and testing; topics vary, e.g., multiple regression, logistic regression, factor analysis, multilevel linear modeling, structural equation modeling, multiway frequency analysis.","PSYC",1,"AY19","Data Analysis for Psychological Research Multivariate analysis emphasizing model estimation and testing topics vary e g multiple regression logistic regression factor analysis multilevel linear modeling structural equation modeling multiway frequency analysis"
"Human Judgment and Decision Making","F18","PSYC-422",52626,"Human Judgment and Decision Making - Descriptive and normative models of decision making; topics;include probability judgments, inference, correlation, emotion,;mental accounting, decision analysis, lens model, equity, social;dilemmas, time, risk.","PSYC",1,"AY19","Human Judgment and Decision Making Descriptive and normative models of decision making topics include probability judgments inference correlation emotion mental accounting decision analysis lens model equity social dilemmas time risk"
"Neuropsychology","SP19","PSYC-424",52562,"Neuropsychology - Effects of brain damage on human behavior and abilities, particularly language, memory, and emotion.","PSYC",1,"AY19","Neuropsychology Effects of brain damage on human behavior and abilities particularly language memory and emotion"
"Motivated Behaviors and Addiction","F18","PSYC-426",52622,"Motivated Behaviors and Addiction - Social, environmental, and physiological influences on behaviors associated with aggression, eating, reproduction, and sleep. Will focus on behavioral disorders such as addiction.","PSYC",1,"AY19","Motivated Behaviors and Addiction Social environmental and physiological influences on behaviors associated with aggression eating reproduction and sleep Will focus on behavioral disorders such as addiction"
"Social Development of Infants, Children and Adolescents","F18","PSYC-430",52604,"Social Development of Infants, Children and Adolescents - An analysis of selected topics and issues in child social development. Recommended preparation: PSYC 274, PSYC 314, PSYC 336.","PSYC",1,"AY19","Social Development of Infants Children and Adolescents An analysis of selected topics and issues in child social development Recommended preparation PSYC 274 PSYC 314 PSYC 336"
"Children's Learning and Cognitive Development","SP19","PSYC-433",52494,"Children's Learning and Cognitive Development - Principles of cognitive development, learning, and motivation applied to the development of literacy; includes tutoring a child 2 hours per week. Prerequisite: PSYC 336L.","PSYC",1,"AY19","Children's Learning and Cognitive Development Principles of cognitive development learning and motivation applied to the development of literacy includes tutoring a child 2 hours per week Prerequisite PSYC 336L"
"Intelligence, Problem Solving and Creativity","SP19","PSYC-434",52491,"Intelligence, Problem Solving and Creativity - Psychometric and experimental approaches to the study of;intelligence, problem solving, reasoning and creativity, including;analysis of mental test construction and validity.","PSYC",1,"AY19","Intelligence Problem Solving and Creativity Psychometric and experimental approaches to the study of intelligence problem solving reasoning and creativity including analysis of mental test construction and validity"
"Adolescent Development","SP19","PSYC-437",52553,"Adolescent Development - The adolescent years from both an applied and a research-oriented perspective. Topics include physical, cognitive, and moral development; socialization; and sexual and sex-role development.","PSYC",1,"AY19","Adolescent Development The adolescent years from both an applied and a research oriented perspective Topics include physical cognitive and moral development socialization and sexual and sex role development"
"Behavioral Genetics","SP19","PSYC-438",52557,"Behavioral Genetics - Inheritance and evolution of behavioral characteristics in man;and other species.","PSYC",1,"AY19","Behavioral Genetics Inheritance and evolution of behavioral characteristics in man and other species"
"Introduction to Cognitive Neuroscience","F18","PSYC-440",52442,"Introduction to Cognitive Neuroscience - Introduction to the major components of cognition (perception, memory, intelligence) in terms of the neural coding characteristic of the relevant brain areas.","PSYC",1,"AY19","Introduction to Cognitive Neuroscience Introduction to the major components of cognition perception memory intelligence in terms of the neural coding characteristic of the relevant brain areas"
"Introduction to Cognitive Neuroscience","SP19","PSYC-440",52554,"Introduction to Cognitive Neuroscience - Introduction to the major components of cognition (perception, memory, intelligence) in terms of the neural coding characteristic of the relevant brain areas.","PSYC",1,"AY19","Introduction to Cognitive Neuroscience Introduction to the major components of cognition perception memory intelligence in terms of the neural coding characteristic of the relevant brain areas"
"Neural Network Models of Social and Cognitive Processes","F18","PSYC-450",52443,"Neural Network Models of Social and Cognitive Processes - Introduction to using neural network or connectionist models to simulate cognitive, social, emotional and motivational processes; basic concepts and tools in computational neuroscience.","PSYC",1,"AY19","Neural Network Models of Social and Cognitive Processes Introduction to using neural network or connectionist models to simulate cognitive social emotional and motivational processes basic concepts and tools in computational neuroscience"
"Industrial/Organizational Psychology","F18","PSYC-459",52646,"Industrial/Organizational Psychology - I/O Psychologists develop and apply scientifically supported solutions to the workplace. ""Industrial"" deals with human resource functions, and ""Organizational"" with psychological aspects of the organization. Prerequisite: PSYC 100. Recommended preparation: PSYC 316.","PSYC",1,"AY19","Industrial Organizational Psychology I O Psychologists develop and apply scientifically supported solutions to the workplace Industrial deals with human resource functions and Organizational with psychological aspects of the organization Prerequisite PSYC 100 Recommended preparation PSYC 316"
"Culture and Mental Health","F18","PSYC-462",52642,"Culture and Mental Health - The influence of culture, ethnicity, race and gender on human behavior. Mental health issues relevant to ethnic minorities in the U.S. Recommended preparation: sophomore standing or higher; PSYC-100.","PSYC",1,"AY19","Culture and Mental Health The influence of culture ethnicity race and gender on human behavior Mental health issues relevant to ethnic minorities in the U S Recommended preparation sophomore standing or higher PSYC 100"
"Culture and Mental Health","SP19","PSYC-462",52555,"Culture and Mental Health - The influence of culture, ethnicity, race and gender on human behavior. Mental health issues relevant to ethnic minorities in the U.S. Recommended preparation: sophomore standing or higher; PSYC-100.","PSYC",1,"AY19","Culture and Mental Health The influence of culture ethnicity race and gender on human behavior Mental health issues relevant to ethnic minorities in the U S Recommended preparation sophomore standing or higher PSYC 100"
"Psychology of Marriage and the Family","F18","PSYC-464",52624,"Psychology of Marriage and the Family - Theories and research on family relationships across the life;span, including research methods, cultural and developmental;perspectives, communication, conflict, attachment, individual;psychopathology, and family violence.","PSYC",1,"AY19","Psychology of Marriage and the Family Theories and research on family relationships across the life span including research methods cultural and developmental perspectives communication conflict attachment individual psychopathology and family violence"
"Senior Honors Seminar","SP19","PSYC-480",52650,"Senior Honors Seminar - Advanced study of empirical approaches in psychology. Progress;presentations and evaluations of Senior Honors Thesis research.;In-depth exploration of issues in science. Not available for;graduate credit.","PSYC",1,"AY19","Senior Honors Seminar Advanced study of empirical approaches in psychology Progress presentations and evaluations of Senior Honors Thesis research In depth exploration of issues in science Not available for graduate credit"
"Classic and Modern Statistical Methods I","F18","PSYC-501",52660,"Classic and Modern Statistical Methods I - An introduction to classic statistical techniques as well as modern robust methods for dealing violations of standard assumptions.","PSYC",3,"AY19","Classic and Modern Statistical Methods I An introduction to classic statistical techniques as well as modern robust methods for dealing violations of standard assumptions"
