SECTION    ,SCHOOL    ,COURSE_CODE.    ,SESSION    ,MIN_UNITS    ,MAX_UNITS    ,COURSE_TITLE................................................................................................................................................................................................................................................................................................    ,MODE    ,Link    ,PUBLISH?    ,START_TIME    ,END_TIME    ,DAYS..    ,TOTAL_ENR    ,MODALITY    ,INSTRUCTOR_NAME.........................    ,ASSIGNED_ROOM    ,TOTAL_ENR    ,COURSE_DESCRIPTION..........................................................................................................................................................................................................................................................................................    ,DEPT.OWNER.NAME....................................................................................
67095,SOWK      ,SOWK-638        ,735,3,3,Policy in Integrated Care                                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,10:00,11:35,T         ,9,A           ,"Bikson, Karra                               ",VAC              ,9,"Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 636)                                                        ",Suzanne Dworak-Peck School of Social Work
67098,SOWK      ,SOWK-638        ,735,3,3,Policy in Integrated Care                                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,18:05,19:40,W         ,8,A           ,"Bikson, Karra                               ",VAC              ,8,"Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 636)                                                        ",Suzanne Dworak-Peck School of Social Work
60782,SOWK      ,SOWK-638        ,143,3,3,Policy in Integrated Care                                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,16:00,17:35,H         ,11,A           ,"Hileman, Wendy                              ",ONLINE           ,11,"Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 636)                                                        ",Suzanne Dworak-Peck School of Social Work
67094,SOWK      ,SOWK-638        ,735,3,3,Policy in Integrated Care                                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,18:05,19:40,M         ,10,A           ,"Terry, Rocio                                ",VAC              ,10,"Analysis of policies and health care delivery with focus on implications for social workers and their clients in settings with adults, families, and older adults. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546. (Duplicates credit in SOWK 636)                                                        ",Suzanne Dworak-Peck School of Social Work
67152,SOWK      ,SOWK-639        ,735,3,3,Policy Advocacy and Social Change                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,16:00,17:35,T         ,8,A           ,"Terry, Rocio                                ",VAC              ,8,"Analysis of efforts to improve local human services organizations and agencies with consideration of political, social, demographic and organization contexts. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                            ",Suzanne Dworak-Peck School of Social Work
67153,SOWK      ,SOWK-639        ,735,3,3,Policy Advocacy and Social Change                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,18:05,19:40,T         ,6,A           ,"Terry, Rocio                                ",VAC              ,6,"Analysis of efforts to improve local human services organizations and agencies with consideration of political, social, demographic and organization contexts. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                            ",Suzanne Dworak-Peck School of Social Work
67253,SOWK      ,SOWK-640        ,735,3,3,Clinical Practice with the Military Family                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,16:00,17:35,T         ,12,A           ,"Bringhurst, David, L                        ",VAC              ,12,Theoretical and practical approaches to clinical practice with military families. Overview of common social issues in the military system and demands on the family dynamic.                                                                                                                                    ,Suzanne Dworak-Peck School of Social Work
67254,SOWK      ,SOWK-640        ,735,3,3,Clinical Practice with the Military Family                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,18:05,19:40,T         ,12,A           ,"Bringhurst, David, L                        ",VAC              ,12,Theoretical and practical approaches to clinical practice with military families. Overview of common social issues in the military system and demands on the family dynamic.                                                                                                                                    ,Suzanne Dworak-Peck School of Social Work
67255,SOWK      ,SOWK-641        ,735,3,3,Clinical Practice with Service Members and Veterans                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,10:00,11:35,T         ,11,A           ,"Bringhurst, David, L                        ",VAC              ,11,Needs of service members/veterans within the context of their families/communities. Approaches to treatments with goal of advancing knowledge of best practices and current evidence-based models.                                                                                                              ,Suzanne Dworak-Peck School of Social Work
67256,SOWK      ,SOWK-641        ,735,3,3,Clinical Practice with Service Members and Veterans                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,12:05,13:40,T         ,10,A           ,"Bringhurst, David, L                        ",VAC              ,10,Needs of service members/veterans within the context of their families/communities. Approaches to treatments with goal of advancing knowledge of best practices and current evidence-based models.                                                                                                              ,Suzanne Dworak-Peck School of Social Work
67155,SOWK      ,SOWK-643        ,735,3,3,Social Work Practice in Integrated Care Settingss                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,18:05,19:40,M         ,10,A           ,"Macias, Maureen                             ",VAC              ,10,"Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.                                                                                                                  ",Suzanne Dworak-Peck School of Social Work
67158,SOWK      ,SOWK-643        ,735,3,3,Social Work Practice in Integrated Care Settingss                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,10:00,11:35,W         ,12,A           ,"Joosten-Hagye, Dawn                         ",VAC              ,12,"Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.                                                                                                                  ",Suzanne Dworak-Peck School of Social Work
67159,SOWK      ,SOWK-643        ,735,3,3,Social Work Practice in Integrated Care Settingss                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,12:05,13:40,W         ,9,A           ,"Joosten-Hagye, Dawn                         ",VAC              ,9,"Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.                                                                                                                  ",Suzanne Dworak-Peck School of Social Work
67154,SOWK      ,SOWK-643        ,735,3,3,Social Work Practice in Integrated Care Settingss                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,16:00,17:35,M         ,10,A           ,"Macias, Maureen                             ",VAC              ,10,"Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.                                                                                                                  ",Suzanne Dworak-Peck School of Social Work
67156,SOWK      ,SOWK-643        ,735,3,3,Social Work Practice in Integrated Care Settingss                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,7:00,8:35,T         ,10,A           ,"Cox, Linda, A.                              ",VAC              ,10,"Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.                                                                                                                  ",Suzanne Dworak-Peck School of Social Work
67157,SOWK      ,SOWK-643        ,735,3,3,Social Work Practice in Integrated Care Settingss                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,9:05,10:40,T         ,10,A           ,"Cox, Linda, A.                              ",VAC              ,10,"Social work processes and skills required for the implementation of short-term interventions in medical, behavioral health and integrated care settings with individuals, families and groups.                                                                                                                  ",Suzanne Dworak-Peck School of Social Work
67163,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,10:00,11:35,W         ,10,A           ,"Formigoni, Marco                            ",VAC              ,10,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67162,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,7:00,8:35,T         ,0,A           ,                                            ,VAC              ,0,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67165,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,7:00,8:35,F         ,11,A           ,"Formigoni, Marco                            ",VAC              ,11,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67164,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,12:05,13:40,W         ,9,A           ,"Formigoni, Marco                            ",VAC              ,9,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67166,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,9:05,10:40,F         ,10,A           ,"Formigoni, Marco                            ",VAC              ,10,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67161,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,18:05,19:40,M         ,13,A           ,"Harper, Joseph, J.                          ",VAC              ,13,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67160,SOWK      ,SOWK-644        ,735,3,3,Explanatory Theories of Health and Mental Health                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,16:00,17:35,M         ,11,A           ,"Harper, Joseph, J.                          ",VAC              ,11,"Behavioral health theory course that integrates theories of health and mental health and builds on the content from the Human Behavior and Social Environment course. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67202,SOWK      ,SOWK-647        ,735,3,3,Advanced Practice with Complex Social Work Cases                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,9:05,10:40,T         ,11,A           ,"Gonzalez, Iris                              ",VAC              ,11,"Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
67199,SOWK      ,SOWK-647        ,735,3,3,Advanced Practice with Complex Social Work Cases                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,16:00,17:35,M         ,10,A           ,"Gonzalez, Iris                              ",VAC              ,10,"Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
67204,SOWK      ,SOWK-647        ,735,3,3,Advanced Practice with Complex Social Work Cases                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,18:05,19:40,H         ,11,A           ,"Semborski, Sara, Maria                      ",VAC              ,11,"Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
67200,SOWK      ,SOWK-647        ,735,3,3,Advanced Practice with Complex Social Work Cases                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,18:05,19:40,M         ,10,A           ,"Lindau, Susan, T                            ",VAC              ,10,"Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
67203,SOWK      ,SOWK-647        ,735,3,3,Advanced Practice with Complex Social Work Cases                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,16:00,17:35,H         ,11,A           ,"Semborski, Sara, Maria                      ",VAC              ,11,"Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
67201,SOWK      ,SOWK-647        ,735,3,3,Advanced Practice with Complex Social Work Cases                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,7:00,8:35,T         ,11,A           ,"Gonzalez, Iris                              ",VAC              ,11,"Introduction to advanced practice concepts essential to understanding engagement, assessment and diagnosis with complex social work cases from a meta-framework perspective.                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
67102,SOWK      ,SOWK-648        ,735,3,3,Management and Organizational Development for Social Workers                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,18:05,19:40,T         ,13,A           ,"Owen, Laura, Therese                        ",VAC              ,13,"Methods and principles of management focusing on health and human service organizations, including strategic management, financial analysis, and innovative project development in social work. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                           ",Suzanne Dworak-Peck School of Social Work
67101,SOWK      ,SOWK-648        ,735,3,3,Management and Organizational Development for Social Workers                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,16:00,17:35,T         ,0,A           ,                                            ,VAC              ,0,"Methods and principles of management focusing on health and human service organizations, including strategic management, financial analysis, and innovative project development in social work. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                           ",Suzanne Dworak-Peck School of Social Work
67257,SOWK      ,SOWK-650        ,735,3,3,Military and Veteran Policy and Program Management                                                                                                                                                                                                                                                              ,C       ,        ,Y           ,16:00,17:35,W         ,11,A           ,"Hunter, Joseph, Shoen                       ",VAC              ,11,"Understanding the development and implementation of military and veteran policy and programs including family advocacy, prevention of sexual assault, suicide, alcohol/substance use and homelessness.                                                                                                          ",Suzanne Dworak-Peck School of Social Work
67259,SOWK      ,SOWK-664        ,735,3,3,"Consultation, Coaching and Social Entrepreneurship                                                                                                                                                                                                                                                              ",C       ,        ,Y           ,16:00,17:35,M         ,12,A           ,"Bremond, Diandra                            ",VAC              ,12,Expanding roles that social workers play within both non-profit and for profit corporations.                                                                                                                                                                                                                    ,Suzanne Dworak-Peck School of Social Work
67260,SOWK      ,SOWK-664        ,735,3,3,"Consultation, Coaching and Social Entrepreneurship                                                                                                                                                                                                                                                              ",C       ,        ,Y           ,18:05,19:40,M         ,9,A           ,"Bremond, Diandra                            ",VAC              ,9,Expanding roles that social workers play within both non-profit and for profit corporations.                                                                                                                                                                                                                    ,Suzanne Dworak-Peck School of Social Work
67208,SOWK      ,SOWK-665        ,735,3,3,Grant Writing and Program Development for Social Workers                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,18:05,19:40,M         ,11,A           ,"Gale, Laura                                 ",VAC              ,11,Grant writing and program development that are generalized to any settings and relevant to direct and macro social work practice expertise.                                                                                                                                                                     ,Suzanne Dworak-Peck School of Social Work
67207,SOWK      ,SOWK-665        ,735,3,3,Grant Writing and Program Development for Social Workers                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,16:00,17:35,M         ,11,A           ,"Gale, Laura                                 ",VAC              ,11,Grant writing and program development that are generalized to any settings and relevant to direct and macro social work practice expertise.                                                                                                                                                                     ,Suzanne Dworak-Peck School of Social Work
67264,SOWK      ,SOWK-666        ,735,3,3,Domestic and Intimate Partner Abuse                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,18:05,19:40,H         ,12,A           ,"Murad, Debbie                               ",VAC              ,12,Recognition of domestic and intimate partner abuse and examination of effective intervention measures and preventive methods.                                                                                                                                                                                   ,Suzanne Dworak-Peck School of Social Work
67262,SOWK      ,SOWK-666        ,735,3,3,Domestic and Intimate Partner Abuse                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,9:05,10:40,T         ,12,A           ,"Krygier, Lindsay, Rachel                    ",VAC              ,12,Recognition of domestic and intimate partner abuse and examination of effective intervention measures and preventive methods.                                                                                                                                                                                   ,Suzanne Dworak-Peck School of Social Work
67261,SOWK      ,SOWK-666        ,735,3,3,Domestic and Intimate Partner Abuse                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,7:00,8:35,T         ,12,A           ,"Krygier, Lindsay, Rachel                    ",VAC              ,12,Recognition of domestic and intimate partner abuse and examination of effective intervention measures and preventive methods.                                                                                                                                                                                   ,Suzanne Dworak-Peck School of Social Work
67263,SOWK      ,SOWK-666        ,735,3,3,Domestic and Intimate Partner Abuse                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,16:00,17:35,H         ,12,A           ,"Murad, Debbie                               ",VAC              ,12,Recognition of domestic and intimate partner abuse and examination of effective intervention measures and preventive methods.                                                                                                                                                                                   ,Suzanne Dworak-Peck School of Social Work
67103,SOWK      ,SOWK-672        ,735,3,3,Social Work and Business Settings                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,16:00,17:35,W         ,0,A           ,                                            ,VAC              ,0,"Examining the roles social workers play in business, how their skills integrate and support business practice, and how the profession can impact internal/external business environments. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                 ",Suzanne Dworak-Peck School of Social Work
67104,SOWK      ,SOWK-672        ,735,3,3,Social Work and Business Settings                                                                                                                                                                                                                                                                               ,C       ,        ,Y           ,18:05,19:40,W         ,12,A           ,"Hunter, Harry                               ",VAC              ,12,"Examining the roles social workers play in business, how their skills integrate and support business practice, and how the profession can impact internal/external business environments. Prerequisite: SOWK 506, SOWK 536, SOWK 544, SOWK 546.                                                                 ",Suzanne Dworak-Peck School of Social Work
67266,SOWK      ,SOWK-678        ,735,3,3,Child Abuse and Neglect: Intervention and Treatment                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,18:05,19:40,W         ,11,A           ,"Waterbury Wallace, Tessa                    ",VAC              ,11,Advanced practice course focusing on interventions with and treatment of complex family systems where the effects of child maltreatment are the presenting problems.                                                                                                                                            ,Suzanne Dworak-Peck School of Social Work
67206,SOWK      ,SOWK-684        ,735,3,3,Community Practice for Social Innovation                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,18:05,19:40,W         ,8,A           ,"Bremond, Diandra                            ",VAC              ,8,"Working effectively within marginalized, underserved populations and diverse community settings on their wicked, consistent, and complex issues by providing innovative and sustainable solutions.                                                                                                              ",Suzanne Dworak-Peck School of Social Work
67205,SOWK      ,SOWK-684        ,735,3,3,Community Practice for Social Innovation                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,16:00,17:35,W         ,11,A           ,"Bremond, Diandra                            ",VAC              ,11,"Working effectively within marginalized, underserved populations and diverse community settings on their wicked, consistent, and complex issues by providing innovative and sustainable solutions.                                                                                                              ",Suzanne Dworak-Peck School of Social Work
67267,SOWK      ,SOWK-688        ,735,3,3,School Violence                                                                                                                                                                                                                                                                                                 ,C       ,        ,Y           ,12:05,13:40,H         ,8,A           ,"Waterbury Wallace, Tessa                    ",VAC              ,8,"Examines theoretical, empirical and practice-based literature on school violence including how students' physical well-being, academic functioning, social relations, and emotional and cognitive development are affected.                                                                                     ",Suzanne Dworak-Peck School of Social Work
67268,SOWK      ,SOWK-692        ,735,3,3,"Loss, Grief and Bereavement                                                                                                                                                                                                                                                                                     ",C       ,        ,Y           ,10:00,11:35,H         ,13,A           ,"Joosten-Hagye, Dawn                         ",VAC              ,13,"Focus on the experiences of loss, death and bereavement as it is viewed by individuals, families and loved ones.                                                                                                                                                                                                ",Suzanne Dworak-Peck School of Social Work
67269,SOWK      ,SOWK-692        ,735,3,3,"Loss, Grief and Bereavement                                                                                                                                                                                                                                                                                     ",C       ,        ,Y           ,12:05,13:40,H         ,12,A           ,"Joosten-Hagye, Dawn                         ",VAC              ,12,"Focus on the experiences of loss, death and bereavement as it is viewed by individuals, families and loved ones.                                                                                                                                                                                                ",Suzanne Dworak-Peck School of Social Work
67270,SOWK      ,SOWK-694        ,735,3,3,Group Psychotherapy in Mental Health Settings                                                                                                                                                                                                                                                                   ,C       ,        ,Y           ,15:00,16:35,T         ,9,A           ,"Zaleski, Kristen, Lorene                    ",VAC              ,9,Focus on group therapy for clinical social workers as practiced in various mental health settings. The entire process of group development is examined.                                                                                                                                                         ,Suzanne Dworak-Peck School of Social Work
67271,SOWK      ,SOWK-696        ,735,3,3,LGBT Psycho/Social/Political Issues                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,13:00,14:35,W         ,12,A           ,"Schott, Erik                                ",VAC              ,12,"Overview of clinical, social and political issues with which                                                                                                                                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"social workers should be familiar when working with lesbian, gay,",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,bisexual and transgender clients.,
67272,SOWK      ,SOWK-696        ,735,3,3,LGBT Psycho/Social/Political Issues                                                                                                                                                                                                                                                                             ,C       ,        ,Y           ,15:00,16:35,W         ,11,A           ,"Schott, Erik                                ",VAC              ,11,"Overview of clinical, social and political issues with which                                                                                                                                                                                                                                                    ",Suzanne Dworak-Peck School of Social Work
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"social workers should be familiar when working with lesbian, gay,",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,bisexual and transgender clients.,
67182,SOWK      ,SOWK-698A       ,735,1,1,Integrative Learning for Advanced Social Work Practice                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,18:05,19:40,H         ,0,A           ,                                            ,VAC              ,0,"Advanced integrative learning that incorporates field experiences, evidenced-based interventions, case vignettes and dialogical inquiry through a Problem Based Learning framework.                                                                                                                             ",Suzanne Dworak-Peck School of Social Work
