SECTION,SCHOOL,COURSE_CODE,SESSION,MIN_UNITS,MAX_UNITS,COURSE_TITLE,MODE,Link,PUBLISH?,START_TIME,END_TIME,DAYS,TOTAL_ENR,MODALITY,INSTRUCTOR_NAME,ASSIGNED_ROOM,TOTAL_ENR,COURSE_DESCRIPTION
,,,,,,,,,,,,,,,,,,and international regulatory requirements. Recommended
,,,,,,,,,,,,,,,,,,"preparation: undergraduate degree in pharmacy, medical or"
,,,,,,,,,,,,,,,,,,"independent health sciences, engineering or equivalent mix of"
,,,,,,,,,,,,,,,,,,post-secondary training and industry experience; enrollment in
,,,,,,,,,,,,,,,,,,"M.S., Regulatory Science or departmental approval."
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
48814,PHAR,MPTX-514,626,3,3,Regulation of Food and Dietary Supplements,C,,Y,TBA,TBA,,4,B,"Clemens, Roger, Allyn",OFFICE,4,"Regulation and testing of foods, food additives and dietary"
,,,,,,,,,,,,,,,,,,supplements in the U.S. and abroad. Recommended preparation:
,,,,,,,,,,,,,,,,,,"undergraduate degree in pharmacy, medical or independent health"
,,,,,,,,,,,,,,,,,,"sciences, engineering or equivalent mix of post-secondary training"
,,,,,,,,,,,,,,,,,,and industry
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,experience.
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
48815,PHAR,MPTX-515,626,3,3,Quality Systems and Standards,C,,Y,TBA,TBA,,4,B,"Bain, Susan",OFFICE,4,Principles of quality assurance and quality control for
,,,,,,,,,,,,,,,,,,medical-product development and manufacture. Recommended
,,,,,,,,,,,,,,,,,,"preparation: undergraduate degree in pharmacy, medical or"
,,,,,,,,,,,,,,,,,,"independent health sciences, engineering or equivalent mix of"
,,,,,,,,,,,,,,,,,,post-secondary training and industry experience.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
48817,PHAR,MPTX-517,892,4,4,Structure and Management of Clinical Trials,C,,Y,TBA,TBA,,6,B,"Pire-Smerkanich, Nancy",OFFICE,6,Development and execution of clinical trials: bioethical
,,,,,,,,,,,,,,,,,,"principles, good clinical practices, project management and"
,,,,,,,,,,,,,,,,,,documentation.
,,,,,,,,,,,,,,,"Church, Terry, David",,,
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
48828,PHAR,MPTX-602,679,2,2,"Science, Research and Ethics",C,,Y,TBA,TBA,,5,B,"Church, Terry, David",OFFICE,5,A discussion of the unique technological and philosophical issues
,,,,,,,,,,,,,,,,,,that challenge modern scientists and a discernment of ethical
,,,,,,,,,,,,,,,,,,responses to those challenges.
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
48830,PHAR,MPTX-630,626,6,6,Directed Field-Research Project,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Research/policy analysis conducted under preceptor supervision in
,,,,,,,,,,,,,,,,,,an industrial or governmental setting.  Open to students who have
,,,,,,,,,,,,,,,,,,completed the majority of course credits in the Regulatory
,,,,,,,,,,,,,,,,,,Science program.  Graded CR/NC.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
48730,PHAR,PHRD-701,519,6,6,Acute Care Clinical APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Application of pharmaceutical care principles to the adult patient population in an acute care environment. Clinical application and disease state management will be emphasized. Open only to Doctor of Pharmacy students.
48731,PHAR,PHRD-701,500,6,6,Acute Care Clinical APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Application of pharmaceutical care principles to the adult patient population in an acute care environment. Clinical application and disease state management will be emphasized. Open only to Doctor of Pharmacy students.
48732,PHAR,PHRD-701,518,6,6,Acute Care Clinical APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Application of pharmaceutical care principles to the adult patient population in an acute care environment. Clinical application and disease state management will be emphasized. Open only to Doctor of Pharmacy students.
48742,PHAR,PHRD-704,518,6,6,Primary Care APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Disease state management and a primary care setting. Modification and design of drug therapy regimens and primary patient care using a team based approach. Open only to Doctor of Pharmacy students.
48741,PHAR,PHRD-704,500,6,6,Primary Care APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Disease state management and a primary care setting. Modification and design of drug therapy regimens and primary patient care using a team based approach. Open only to Doctor of Pharmacy students.
48752,PHAR,PHRD-705,518,6,6,Community Pharmacy APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Pharmaceutical care principles applied in a community pharmacy environment. Participating in the development, implementation and outcome evaluation of patient care services in the community. Open only to Doctor of Pharmacy students."
48751,PHAR,PHRD-705,500,6,6,Community Pharmacy APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Pharmaceutical care principles applied in a community pharmacy environment. Participating in the development, implementation and outcome evaluation of patient care services in the community. Open only to Doctor of Pharmacy students."
48792,PHAR,PHRD-714,518,6,6,Nuclear Pharmacy APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Provides practical and theoretical aspects of radiopharmacy services delivery.
48791,PHAR,PHRD-714,500,6,6,Nuclear Pharmacy APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Provides practical and theoretical aspects of radiopharmacy services delivery.
48761,PHAR,PHRD-718,500,6,6,Hospital Pharmacy Practice APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Practical experience in the practice of hospital pharmacy. Administrative, practice-based and therapeutic competencies emphasized."
48760,PHAR,PHRD-718,516,6,6,Hospital Pharmacy Practice APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Practical experience in the practice of hospital pharmacy. Administrative, practice-based and therapeutic competencies emphasized."
48762,PHAR,PHRD-718,518,6,6,Hospital Pharmacy Practice APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Practical experience in the practice of hospital pharmacy. Administrative, practice-based and therapeutic competencies emphasized."
48721,PHAR,PHRD-725,500,3,6,International Pharmacy Practice Experience,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Practical experience in the practice of pharmacy in the international setting. Students will visit an international pharmacy practice setting and complete a project.
48722,PHAR,PHRD-725,518,3,6,International Pharmacy Practice Experience,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Practical experience in the practice of pharmacy in the international setting. Students will visit an international pharmacy practice setting and complete a project.
48763,PHAR,PHRD-731,500,6,6,Advanced Geriatrics APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Directed projects/practical experience in geriatric drug therapy.
48764,PHAR,PHRD-731,518,6,6,Advanced Geriatrics APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Directed projects/practical experience in geriatric drug therapy.
48711,PHAR,PHRD-738,500,6,6,Pharmaceutical Industry APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Practical experience within a pharmaceutical company may include: clinical affairs, drug development, research and/or marketing process."
48712,PHAR,PHRD-738,518,6,6,Pharmaceutical Industry APPE,C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,"Practical experience within a pharmaceutical company may include: clinical affairs, drug development, research and/or marketing process."
48771,PHAR,PHRD-750,500,6,6,Advanced Pharmacy Practice Elective (APPE),C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Pharmacy practice experience (internship) course in a health care
,,,,,,,,,,,,,,,,,,setting.
48772,PHAR,PHRD-750,518,6,6,Advanced Pharmacy Practice Elective (APPE),C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Pharmacy practice experience (internship) course in a health care
,,,,,,,,,,,,,,,,,,setting.
48781,PHAR,PHRD-751,500,6,6,Non-traditional Advanced Pharmacy Elective (APPE),C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Pharmacy practice experience (internship) course in a
,,,,,,,,,,,,,,,,,,non-traditional or emerging setting.
48782,PHAR,PHRD-751,518,6,6,Non-traditional Advanced Pharmacy Elective (APPE),C,,Y,TBA,TBA,,0,,"Wang, Ying",OFFICE,0,Pharmacy practice experience (internship) course in a
,,,,,,,,,,,,,,,,,,non-traditional or emerging setting.
49122,PHAR,RSCI-521,892,1,1,Seminars in Regulatory Science,C,,Y,TBA,TBA,,0,B,"Clemens, Roger, Allyn",OFFICE,0,"Current problems in regulatory affairs, legal management, preclinical and clinical testing, scientific evaluation and quality assurance. (Duplicates credit in former MPTX 521.) Graded CR/NC. Recommended preparation: undergraduate degree in pharmacy, medical or independent health sciences, engineerin"
,,,,,,,,,,,,,,,,,,g or equivalent mix of post secondary training and industry experience; enrollment in MS Regulatory Science program.
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
49132,PHAR,RSCI-532,626,3,3,Early Stage Drug Development,C,,Y,TBA,TBA,,6,B,"Davies, Daryl, L",OFFICE,6,"Explores the activities involved in transformin an early drug or biological candidate to a drug approved for marketing by regulatory authorities. Recommended preparation: undergraduate degree in pharmacy, medical or independent health sciences, engineering or equivalent mix of post-secondary trainin"
,,,,,,,,,,,,,,,,,,"g and industry experience; enrollment in M.S., Regulatory Science, certificate in Preclinical Drug Development."
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
49115,PHAR,RSCI-590,626,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49116,PHAR,RSCI-590,679,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Research leading to the master's degree. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49100,PHAR,RSCI-596,626,1,1,Internship for Curricular Practical Training in,C,,Y,TBA,TBA,,2,,"Pacifici, Eunjoo, Huisung",OFFICE,2,"Part-time or full-time practical work experience in Regulatory Science. The internship must be located at an off-campus facility. Students are individually supervised by faculty. Graded CR/NC. Recommended preparation: Undergraduate or professional degree in pharmacy, medicine or independent health s"
,,,,,,,,,,,,,,,,,,"ciences, engineering or equivalent mix of post-secondary training and industry experience; enrollment in MS (Regulatory Science)."
,,,,,,Regulatory Science,,,,,,,,,,,,
49101,PHAR,RSCI-596,679,1,1,Internship for Curricular Practical Training in,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,"Part-time or full-time practical work experience in Regulatory Science. The internship must be located at an off-campus facility. Students are individually supervised by faculty. Graded CR/NC. Recommended preparation: Undergraduate or professional degree in pharmacy, medicine or independent health s"
,,,,,,,,,,,,,,,,,,"ciences, engineering or equivalent mix of post-secondary training and industry experience; enrollment in MS (Regulatory Science)."
,,,,,,Regulatory Science,,,,,,,,,,,,
49118,PHAR,RSCI-790,626,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Research leading to the doctorate. Maximum units which may be applied towards the degree to be determined by the department. Graded CR/NC
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49145,PHAR,RSCI-794A,626,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Dissertation research required for completion of doctoral degree
,,,,,,,,,,,,,,,,,,in Regulatory Science.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49146,PHAR,RSCI-794B,626,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Dissertation research required for completion of doctoral degree
,,,,,,,,,,,,,,,,,,in Regulatory Science.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49147,PHAR,RSCI-794C,626,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Dissertation research required for completion of doctoral degree
,,,,,,,,,,,,,,,,,,in Regulatory Science.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49148,PHAR,RSCI-794D,626,2,2,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Dissertation research required for completion of doctoral degree
,,,,,,,,,,,,,,,,,,in Regulatory Science.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49149,PHAR,RSCI-794Z,626,0,0,Doctoral Dissertation,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Dissertation research required for completion of doctoral degree
,,,,,,,,,,,,,,,,,,in Regulatory Science.
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49144,PHAR,RSCI-800,626,0,0,Studies for the Qualifying Exam,C,,Y,TBA,TBA,,0,,"Pacifici, Eunjoo, Huisung",OFFICE,0,Preparation for the qualifying exam. Graded CR/NC
,,,,,,,,,,,,,,,"Pire-Smerkanich, Nancy",,,
,,,,,,,,,,,,,,,"Bain, Susan",,,
,,,,,,,,,,,,,,,"Church, Terry, David",,,
49225,PHAR,RXRS-490,59,2,2,Directed Research,C,,Y,TBA,TBA,,0,,"Davies, Daryl, L",OFFICE,0,"Individual research, reading, writing and project development."
,,,,,,,,,,,,,,,"Church, Terry, David",,,
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
49226,PHAR,RXRS-490,59,4,4,Directed Research,C,,Y,TBA,TBA,,0,,"Davies, Daryl, L",OFFICE,0,"Individual research, reading, writing and project development."
,,,,,,,,,,,,,,,"Church, Terry, David",,,
,,,,,,,,,,,,,,,"Pacifici, Eunjoo, Huisung",,,
51710,PPD,HMGT-512,820,2,2,Information Technology and Patient Engagement,C,,Y,TBA,TBA,,0,,"King, Samuel",ONLINE,0,Strategic management and utilization of healthcare information technology in the delivery of healthcare; patient engagement and the use of technology to facilitate participation in their own care. Open only to Executive Master of Health Administration students.
51719,PPD,HMGT-520,820,4,4,Leading People and Health Care Organizations,C,,Y,TBA,TBA,,0,,"Ozaeta, Lisa",ONLINE,0,"Exploration of contemporary workforce issues and skills development in organizational design, performance measurement, teamwork, conflict resolution, leadership, and change management. Open to MHM students only."
51712,PPD,HMGT-565,820,4,4,Managing the Organization's Financial Health,C,,Y,TBA,TBA,,0,A,"Ozaeta, Lisa",ONLINE,0,Executives confront and solve problems requiring use of
,,,,,,,,,,,,,,,,,,"accounting, finance, and management control principles; provides"
,,,,,,,,,,,,,,,,,,core financial skills for non-finance professionals.  Open to MHM
,,,,,,,,,,,,,,,,,,students only.
51714,PPD,HMGT-570,820,4,4,Strategic Management,C,,Y,TBA,TBA,,0,A,"Chesley, Gregory",ONLINE,0,Provides skill development and application in the integrative
,,,,,,,,,,,,,,,,,,"discipline of strategic management including assessment, strategy"
,,,,,,,,,,,,,,,,,,formulation implementation and control.  Open to MHM students only.
51718,PPD,HMGT-601,820,4,4,Operations Management for Accountability,C,,Y,TBA,TBA,,0,A,"Harris, Michael, E.",ONLINE,0,Hospital operations in the inpatient/outpatient setting; special emphasis on the growing requirement to more effectively manage across the continuum of care while assuming greater accountability in the delivery of care. Open only to EMHA students.
51717,PPD,HMGT-601,820,4,4,Operations Management for Accountability,C,,Y,TBA,TBA,,0,A,"Pena, Victor, Manuel",ONLINE,0,Hospital operations in the inpatient/outpatient setting; special emphasis on the growing requirement to more effectively manage across the continuum of care while assuming greater accountability in the delivery of care. Open only to EMHA students.
51551,PPD,PLUS-660,919,3,3,Economics of a Productive Development - A,C,,Y,TBA,TBA,,0,A,,ONLINE,0,Introduction to the economic and financial aspects of real estate development; tools and methods of financial analysis; public and private perspectives
,,,,,,Public/Private Perspective,,,,,,,,,,,,
51552,PPD,PLUS-661,919,2,2,Politics and Process of Urban Development,C,,Y,TBA,TBA,,0,A,,ONLINE,0,"Introduction of concepts of formal and informal political institutions with a focus on planning and urban issues at the local, state and national levels; theories and methods to understand contemporary planning conflicts."
51555,PPD,PLUS-667,919,3,3,Effective Engagement with Stakeholders,C,,Y,TBA,TBA,,0,A,,ONLINE,0,Approaches and challenges to community engagement; different conceptualizations of citizen; micro-scale forum and macro-scale methods; use of  media for participation in communities.
51556,PPD,PLUS-668,919,2,2,Big Data for Planning and Development,C,,Y,TBA,TBA,,0,A,,ONLINE,0,Introduction to data and visualization trends in relation to urban planning and development; train leaders to manage teams and leverage data and information technology resources.
51393,PPD,PPD-301,524,2,2,PPD Practices: Internship Seminar,C,,Y,TBA,TBA,,0,,,ONLINE,0,"Policy, planning, and development skills for practice; internship seminar; leadership, group dynamics and presentation skills; application of management; organizational diversity; reflection on experiences."
51100,PPD,PPD-490,51,2,8,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Individual research and readings. Not available for graduate credit. Departmental approval.
51107,PPD,PPD-490,59,1,8,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Individual research and readings. Not available for graduate credit. Departmental approval.
51101,PPD,PPD-490,50,2,8,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Individual research and readings. Not available for graduate credit. Departmental approval.
51460,PPD,PPD-503,593,4,4,Economics for Public Policy,C,,Y,TBA,TBA,,22,A,"Russell-Fritch, Joshua",ONLINE,22,"Economic theory as applied to public policy. Concepts of efficiency and equity, analysis of market failure and policy interventions."
51396,PPD,PPD-503,597,4,4,Economics for Public Policy,C,,Y,17:30,19:35,TH,19,,"Mccarthy, T.J.",ONLINE,19,"Economic theory as applied to public policy. Concepts of efficiency and equity, analysis of market failure and policy interventions."
51394,PPD,PPD-504,523,2,2,Essential Statistics for Public Management,C,,Y,18:00,20:30,W,10,A,"Phillips, Mark",ONLINE,10,Essential statistics for public managers and administrators; application of statistical methods in addressing public policy and management questions.
51463,PPD,PPD-504,593,2,2,Essential Statistics for Public Management,C,,Y,TBA,TBA,,12,A,"Droboniku, Gentian",ONLINE,12,Essential statistics for public managers and administrators; application of statistical methods in addressing public policy and management questions.
51304,PPD,PPD-511,790,2,2,Health Information Systems,C,,Y,TBA,TBA,,9,,"Brown, Joan",OFFICE,9,"Conceptual framework for data base development; relational data management; use of health statistics; health indicators; confidentiality, security, privacy."
51775,PPD,PPD-511,820,2,2,Health Information Systems,C,,Y,TBA,TBA,,0,A,"Johnson, Sean",ONLINE,0,"Conceptual framework for data base development; relational data management; use of health statistics; health indicators; confidentiality, security, privacy."
51776,PPD,PPD-511,820,2,2,Health Information Systems,C,,Y,TBA,TBA,,0,A,"Johnson, Sean",ONLINE,0,"Conceptual framework for data base development; relational data management; use of health statistics; health indicators; confidentiality, security, privacy."
51307,PPD,PPD-517,790,2,2,Concepts and Practices in Managing Health Care Organizations,C,,Y,TBA,TBA,,26,,"Dalton, Philip",OFFICE,26,Application of principles of health administration. Role of managers; managing people and programs; human resource management concepts and applications; working with professionals; governance; public relations.
51308,PPD,PPD-517,790,2,2,Concepts and Practices in Managing Health Care Organizations,C,,Y,TBA,TBA,,25,,"Dalton, Philip",OFFICE,25,Application of principles of health administration. Role of managers; managing people and programs; human resource management concepts and applications; working with professionals; governance; public relations.
51473,PPD,PPD-540,593,4,4,Fundamentals of Public Administration,C,,Y,TBA,TBA,,1,,"Vertenten, Dora Kingsley",ONLINE,1,"Administrative concepts, institutions, legal systems, and practices; values; facilitation of responsibilities and rights; professional applications for personal, private sector and public achievement."
51466,PPD,PPD-541,593,4,4,Public Financial Management and Budgeting,C,,Y,TBA,TBA,,9,A,"Musso, Juliet, Ann",ONLINE,9,"Financial management applied to public and nonprofit organizations; financial valuation, financial markets, budgeting, tax administration, debt financing, cost-benefit analysis and financial analysis. Duplicates credit in PPDE 645."
51474,PPD,PPD-542,593,4,4,Policy and Program Evaluation,C,,Y,TBA,TBA,,12,A,,ONLINE,12,Methods and models for policy and program evaluation; methods of collecting and analyzing evaluation data; processes for linking evaluation to policy formulation and program management.
51468,PPD,PPD-542,593,4,4,Policy and Program Evaluation,C,,Y,TBA,TBA,,14,A,"Sanner, Linda",ONLINE,14,Methods and models for policy and program evaluation; methods of collecting and analyzing evaluation data; processes for linking evaluation to policy formulation and program management.
51301,PPD,PPD-542,790,4,4,Policy and Program Evaluation,C,,Y,TBA,TBA,,24,,"Takahashi, Lois",,24,Methods and models for policy and program evaluation; methods of collecting and analyzing evaluation data; processes for linking evaluation to policy formulation and program management.
51302,PPD,PPD-546,790,4,4,Capstone in Public Administration,C,,Y,TBA,TBA,,14,,"Robertson, Peter, John",OFFICE,14,"Constitutionally accountable and ethical practice, individually and organizationally; applications of core competencies; practical inquiry, analysis, systems; comparative frameworks; citizenship and public service. Prerequisite: PPD 540 and PPD 545 and PPD 542 or PPD 557. Open only to master and doc"
,,,,,,,,,,,,,,,,,,toral students.
51470,PPD,PPD-546,593,4,4,Capstone in Public Administration,C,,Y,TBA,TBA,,0,A,"Calanni, John",ONLINE,0,"Constitutionally accountable and ethical practice, individually and organizationally; applications of core competencies; practical inquiry, analysis, systems; comparative frameworks; citizenship and public service. Prerequisite: PPD 540 and PPD 545 and PPD 542 or PPD 557. Open only to master and doc"
,,,,,,,,,,,,,,,,,,toral students.
51471,PPD,PPD-546,593,4,4,Capstone in Public Administration,C,,Y,TBA,TBA,,26,A,"Calanni, John",ONLINE,26,"Constitutionally accountable and ethical practice, individually and organizationally; applications of core competencies; practical inquiry, analysis, systems; comparative frameworks; citizenship and public service. Prerequisite: PPD 540 and PPD 545 and PPD 542 or PPD 557. Open only to master and doc"
,,,,,,,,,,,,,,,,,,toral students.
51404,PPD,PPD-554,530,4,4,Foundations of Policy Analysis,C,,Y,TBA,TBA,,20,B,"Takahashi, Lois",SACRAMENTO,20,Introduction to public policy analysis; issue diagnosis and policy design; analytic reasoning and argumentation; the role of the public policy professional; ethical issues in policy analysis.
51472,PPD,PPD-555,593,4,4,Public Policy Formulation and Implementation,C,,Y,TBA,TBA,,10,A,"Wheeler, Matthew",ONLINE,10,"Political and organizational perspectives on policy making process; agenda setting, policy design, adoption, implementation, evaluation, modification or termination. Policy leadership skills: negotiation and strategic mapping."
51213,PPD,PPD-590,51,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the department.
,,,,,,,,,,,,,,,,,,Graded CR/NC.
,,,,,,,,,,,,,,,,,,
51209,PPD,PPD-590,59,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the department.
,,,,,,,,,,,,,,,,,,Graded CR/NC.
,,,,,,,,,,,,,,,,,,
51204,PPD,PPD-590,50,1,12,Directed Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the master's degree. Maximum units which may
,,,,,,,,,,,,,,,,,,be applied to the degree to be determined by the department.
,,,,,,,,,,,,,,,,,,Graded CR/NC.
,,,,,,,,,,,,,,,,,,
51212,PPD,PPD-596,59,1,1,Internship for Curricular Practical Training,C,,Y,TBA,TBA,,0,,,OFFICE,0,"Part-time or full-time, practical work experience in the students field of study. The internship must be located at an off-campus facility. Students are individually supervised by faculty. May not be taken until the student has completed at least one semester of enrollment in the graduate program wi"
,,,,,,,,,,,,,,,,,,th a cumulative 3.0 GPA.
51402,PPD,PPD-658,530,4,4,Advocacy in Public Administration,C,,Y,TBA,TBA,,12,,"Wheeler, Matthew",SACRAMENTO,12,Perspectives on advocacy in the policy process; practice of
,,,,,,,,,,,,,,,,,,advocacy; accessing the policy process; simulation of the advocacy
,,,,,,,,,,,,,,,,,,process; ethical considerations.
51309,PPD,PPD-667,790,4,4,Public Ethics,C,,Y,TBA,TBA,,10,B,"Natoli, Deborah",OFFICE,10,"Following an introduction to the study of ethics, relationships"
,,,,,,,,,,,,,,,,,,"among administrative, political, and policy ethics are examined,"
,,,,,,,,,,,,,,,,,,emphasizing the ethics of the administrative role.
,,,,,,,,,,,,,,,,,,
51464,PPD,PPD-672,593,4,4,Collaborative Governance,C,,Y,TBA,TBA,,19,A,"O'Shaughnessy, Logan",ONLINE,19,"Theory and practice of collaborative policy and planning processes involving stakeholders from public, private, and nonprofit sectors. Leadership skills in the design and facilitation of multi-party negotiations and consensus-building."
51465,PPD,PPD-673,593,4,4,Strategic Planning in the Public Sector,C,,Y,TBA,TBA,,14,A,"Blanc, Tara, Alison",ONLINE,14,Analysis/field application of action research models for
,,,,,,,,,,,,,,,,,,strategic planning in public agencies; design of effective public
,,,,,,,,,,,,,,,,,,systems; citizens/administrators' roles in strategic
,,,,,,,,,,,,,,,,,,decision-making.
51303,PPD,PPD-673,790,4,4,Strategic Planning in the Public Sector,C,,Y,TBA,TBA,,16,,"Culley, Rick",,16,Analysis/field application of action research models for
,,,,,,,,,,,,,,,,,,strategic planning in public agencies; design of effective public
,,,,,,,,,,,,,,,,,,systems; citizens/administrators' roles in strategic
,,,,,,,,,,,,,,,,,,decision-making.
51105,PPD,PPD-684,59,2,2,Leadership Development in the Public and Nonprofit Sectors,C,,Y,18:00,20:05,H,3,,"Owusu, Frederick",,3,"An overview of leadership concepts, frameworks and skills;"
,,,,,,,,,,,,,,,,,,application of leadership in complex or intersectoral settings.
51200,PPD,PPD-688,59,4,4,Business and Public Policy,C,,Y,17:00,21:35,W,5,,"Thom, Michael",RGL219,5,"The business-government relationship; effects of selected public policies (antitrust, economic, and social regulation, industrial policies, legal policy) on firm and industry behavior."
51299,PPD,PPD-790,59,1,12,Research,C,,Y,TBA,TBA,,0,,"Malisos, Samantha, A.",OFFICE,0,Research leading to the doctorate. Maximum units which may be applied to the degree to be determined by the department. Graded CR/NC.
