SECTION    ,SCHOOL    ,COURSE_CODE.    ,SESSION    ,MIN_UNITS    ,MAX_UNITS    ,COURSE_TITLE................................................................................................................................................................................................................................................................................................    ,MODE    ,Link    ,PUBLISH?    ,START_TIME    ,END_TIME    ,DAYS..    ,TOTAL_ENR    ,MODALITY    ,INSTRUCTOR_NAME.........................    ,ASSIGNED_ROOM    ,TOTAL_ENR    ,COURSE_DESCRIPTION..........................................................................................................................................................................................................................................................................................    ,DEPT.OWNER.NAME....................................................................................
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
27130,EDUC      ,EDUC-638        ,594,3.0,3.0,Cross-Cultural Counseling: Research and Practice                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,16:00         ,18:00       ,H         ,23,            ,"Trahan, Don                                 ",ONLINE           ,23,"An examinattion of the cultural, socioeconomic, and language                                                                                                                                                                                                                                                    ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,factors that may affect culturally differentiated populations;,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,alternative cross-cultural counseling approaches.,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
26723,EDUC      ,EDUC-644        ,59,3.0,3.0,Practicum in Counseling                                                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,16:00         ,18:40       ,T         ,12,            ,"Rosenstein, Ilene                           ",ONLINE           ,12,"Supervised clinical work with clients, including adults, couples,                                                                                                                                                                                                                                               ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"children, and families.  Graded CR/NC.",
26721,EDUC      ,EDUC-644        ,59,3.0,3.0,Practicum in Counseling                                                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,16:00         ,18:40       ,T         ,11,            ,"Barrett, Catherine                          ",ONLINE           ,11,"Supervised clinical work with clients, including adults, couples,                                                                                                                                                                                                                                               ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"children, and families.  Graded CR/NC.",
26724,EDUC      ,EDUC-644        ,59,3.0,3.0,Practicum in Counseling                                                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,16:00         ,18:40       ,T         ,11,            ,"Jochai, Diana                               ",ONLINE           ,11,"Supervised clinical work with clients, including adults, couples,                                                                                                                                                                                                                                               ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"children, and families.  Graded CR/NC.",
26722,EDUC      ,EDUC-644        ,59,3.0,3.0,Practicum in Counseling                                                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,16:00         ,18:40       ,T         ,10,            ,"Hoffman, Linda, J.                          ",ONLINE           ,10,"Supervised clinical work with clients, including adults, couples,                                                                                                                                                                                                                                               ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"children, and families.  Graded CR/NC.",
26652,EDUC      ,EDUC-651        ,59,3.0,3.0,Introduction to Qualitative Research Methods                                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,09:30         ,13:00       ,F         ,11,            ,"Huerta, Adrian, Hernandez                   ",ONLINE           ,11,"Introduces qualitative methodologies, qualitative data collection and analysis techniques, support in drafting research proposals, and paradigms on how to critically think about inquiry.                                                                                                                      ",Barbara J. and Roger W. Rossier School of Education
26677,EDUC      ,EDUC-654        ,50,3.0,3.0,Advanced Qualitative Research Methods II                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,09:00         ,15:00       ,W         ,11,            ,"Posselt, Julie, Renee                       ",ONLINE           ,11,"Designed to follow Advanced Qualitative Research, focuses on data analysis in the qualitative research tradition, writing and publishing from qualitative data.                                                                                                                                                 ",Barbara J. and Roger W. Rossier School of Education
27700,EDUC      ,EDUC-670        ,348,4.0,4.0,Introduction to Curriculum and Pedagogy in Urban Schools                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,16:00         ,20:10       ,T         ,24,A           ,"Carbone, Paula, Marie                       ",ONLINE           ,24,"General introduction to curriculum and instruction (pedagogy) affecting teaching and learning across disciplines, grade levels, and different social contexts of schooling.                                                                                                                                     ",Barbara J. and Roger W. Rossier School of Education
27701,EDUC      ,EDUC-670        ,348,4.0,4.0,Introduction to Curriculum and Pedagogy in Urban Schools                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,16:00         ,20:10       ,W         ,22,A           ,"Hyde, Corinne, E.                           ",ONLINE           ,22,"General introduction to curriculum and instruction (pedagogy) affecting teaching and learning across disciplines, grade levels, and different social contexts of schooling.                                                                                                                                     ",Barbara J. and Roger W. Rossier School of Education
27704,EDUC      ,EDUC-671        ,348,3.0,3.0,"Contexts for Educational Equity, Access, and Agency                                                                                                                                                                                                                                                             ",C       ,        ,Y           ,17:00         ,20:10       ,M         ,22,A           ,"Pascarella, John                            ",ONLINE           ,22,"Examines how environmental, pedagogical, and curricular choices can be cultivated with greater knowledge of culture, gender, orientation, race, learning differences and language.                                                                                                                              ",Barbara J. and Roger W. Rossier School of Education
27703,EDUC      ,EDUC-671        ,348,3.0,3.0,"Contexts for Educational Equity, Access, and Agency                                                                                                                                                                                                                                                             ",C       ,        ,Y           ,07:00         ,10:10       ,T         ,17,A           ,"Hyde, Corinne, E.                           ",ONLINE           ,17,"Examines how environmental, pedagogical, and curricular choices can be cultivated with greater knowledge of culture, gender, orientation, race, learning differences and language.                                                                                                                              ",Barbara J. and Roger W. Rossier School of Education
27705,EDUC      ,EDUC-671        ,348,3.0,3.0,"Contexts for Educational Equity, Access, and Agency                                                                                                                                                                                                                                                             ",C       ,        ,N           ,08:00         ,11:10       ,S         ,0,A           ,                                            ,ONLINE           ,0,"Examines how environmental, pedagogical, and curricular choices can be cultivated with greater knowledge of culture, gender, orientation, race, learning differences and language.                                                                                                                              ",Barbara J. and Roger W. Rossier School of Education
27706,EDUC      ,EDUC-672        ,348,3.0,3.0,Integrated Language Development Across the Curriculum                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,07:00         ,10:10       ,W         ,16,A           ,"Tardibuono, Joan, Marie                     ",ONLINE           ,16,"Understanding of language development and the connection between language and learning in school, across all curricular areas.                                                                                                                                                                                  ",Barbara J. and Roger W. Rossier School of Education
27708,EDUC      ,EDUC-672        ,348,3.0,3.0,Integrated Language Development Across the Curriculum                                                                                                                                                                                                                                                           ,C       ,        ,N           ,12:00         ,15:10       ,S         ,0,A           ,"Tardibuono, Joan, Marie                     ",ONLINE           ,0,"Understanding of language development and the connection between language and learning in school, across all curricular areas.                                                                                                                                                                                  ",Barbara J. and Roger W. Rossier School of Education
27707,EDUC      ,EDUC-672        ,348,3.0,3.0,Integrated Language Development Across the Curriculum                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,17:00         ,20:10       ,H         ,23,A           ,"Tardibuono, Joan, Marie                     ",ONLINE           ,23,"Understanding of language development and the connection between language and learning in school, across all curricular areas.                                                                                                                                                                                  ",Barbara J. and Roger W. Rossier School of Education
26670,EDUC      ,EDUC-683        ,50,1.0,1.0,Proseminar in Urban Education Policy                                                                                                                                                                                                                                                                            ,C       ,        ,Y           ,09:00         ,16:00       ,M         ,12,            ,"Cole, Darnell, G.                           ",ONLINE           ,12,Introduction to faculty and their research; provides professional development on a variety of topics.                                                                                                                                                                                                           ,Barbara J. and Roger W. Rossier School of Education
27131,EDUC      ,EDUC-693        ,972,3.0,3.0,Institutional Positioning in Student Recruitment                                                                                                                                                                                                                                                                ,C       ,        ,Y           ,16:00         ,18:50       ,H         ,19,            ,"Massa, Robert                               ",ONLINE           ,19,"Explores market research, demand, pricing, value, segmentation, positioning, consumer-centric communication, and the characteristics of a market-oriented enrollment management unit.                                                                                                                           ",Barbara J. and Roger W. Rossier School of Education
27132,EDUC      ,EDUC-696        ,932,3.0,3.0,Financial Aid in Enrollment Management                                                                                                                                                                                                                                                                          ,C       ,        ,Y           ,16:00         ,18:50       ,H         ,14,            ,"Dieken, Paul, W.                            ",ONLINE           ,14,"Examines institutional budgets, the role of tuition, influences on the price of higher education, and the purpose and processes of applying for and packaging financial aid.                                                                                                                                    ",Barbara J. and Roger W. Rossier School of Education
26505,EDUC      ,EDUC-703        ,59,3.0,3.0,Examining Literacy theories and Practice                                                                                                                                                                                                                                                                        ,C       ,        ,Y           ,18:35         ,21:45       ,H         ,13,            ,"Alejado, Karen, Keolani                     ",WPH101           ,13,"Literacy theories as practiced in urban, teacher education and                                                                                                                                                                                                                                                  ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,professional development settings using an inquiry approach to,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,examine best practice.  Open to docoral students only.,
26506,EDUC      ,EDUC-706        ,59,3.0,3.0,Proseminar in Higher Education                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,16:00         ,19:10       ,T         ,16,            ,"Torres-Retana, Raquel                       ",WPH201           ,16,Critical issues in urban higher education from historical and                                                                                                                                                                                                                                                   ,Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,philosophical perspectives.,
26612,EDUC      ,EDUC-706        ,51,3.0,3.0,Proseminar in Higher Education                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,TBA           ,TBA         ,          ,1,            ,"Robison, Mark, Power                        ",OFFICE           ,1,Critical issues in urban higher education from historical and                                                                                                                                                                                                                                                   ,Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,philosophical perspectives.,
26507,EDUC      ,EDUC-709        ,59,3.0,3.0,Finance in Higher Education                                                                                                                                                                                                                                                                                     ,C       ,        ,Y           ,18:35         ,21:45       ,T         ,23,            ,"Rosenthal Dieken, Jane                      ",WPH107           ,23,"Local, national, and global economic and policy environments and                                                                                                                                                                                                                                                ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,their effect on institutional policies and practices.,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Dieken, Paul, W.",,,,
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Tobey, Patricia, Elaine",,,,
26508,EDUC      ,EDUC-713        ,59,3.0,3.0,Human Lifespan Development                                                                                                                                                                                                                                                                                      ,C       ,        ,Y           ,16:00         ,19:10       ,T         ,16,            ,"Hirabayashi, Kimberly                       ",WPH104           ,16,An examination of issues related to the development of diverse students and the development of environments that promote motivated behavior.                                                                                                                                                                    ,Barbara J. and Roger W. Rossier School of Education
26509,EDUC      ,EDUC-714        ,59,3.0,3.0,Measurement and Evaluation for Decision-Making                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,18:35         ,21:45       ,T         ,24,            ,"Maccalla, Nicole                            ",WPH206           ,24,"Collecting, analyzing, and using quantitative data to solve                                                                                                                                                                                                                                                     ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"problems of practice and in evaluating educational institutions,",
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,                                            ,                 ,             ,"programs, and policies.",
26510,EDUC      ,EDUC-720        ,59,3.0,3.0,Leadership for Principals                                                                                                                                                                                                                                                                                       ,C       ,        ,Y           ,16:00         ,19:10       ,H         ,20,            ,"Escalante, Michael                          ",WPH206           ,20,The role of the principal as an instructional leader with a focus on improving student achievement.                                                                                                                                                                                                             ,Barbara J. and Roger W. Rossier School of Education
26511,EDUC      ,EDUC-721        ,59,3.0,3.0,Seminar in the Superintendency                                                                                                                                                                                                                                                                                  ,C       ,        ,Y           ,16:00         ,19:10       ,H         ,23,            ,"Castruita, Rudy, Max                        ",WPH107           ,23,The role of the superintendent in establishing a focus on student achievement and holding school sites accountable. How superintendents support student learning through leadership.                                                                                                                            ,Barbara J. and Roger W. Rossier School of Education
27530,EDUC      ,EDUC-725        ,328,3.0,3.0,Analyzing Organizational Change and Its Effectiveness                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,16:00         ,18:30       ,T         ,22,            ,"Adibe, Bryant, A.                           ",ONLINE           ,22,Designed to help leaders apply research about learning and motivation to the strengthening of organizational performance in organizations around the world.                                                                                                                                                     ,Barbara J. and Roger W. Rossier School of Education
27532,EDUC      ,EDUC-725        ,328,3.0,3.0,Analyzing Organizational Change and Its Effectiveness                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,16:00         ,18:30       ,W         ,25,            ,"Wilcox, Alexandra                           ",ONLINE           ,25,Designed to help leaders apply research about learning and motivation to the strengthening of organizational performance in organizations around the world.                                                                                                                                                     ,Barbara J. and Roger W. Rossier School of Education
27531,EDUC      ,EDUC-725        ,328,3.0,3.0,Analyzing Organizational Change and Its Effectiveness                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,19:00         ,21:30       ,H         ,16,            ,"Phillips, Jennifer, L.                      ",ONLINE           ,16,Designed to help leaders apply research about learning and motivation to the strengthening of organizational performance in organizations around the world.                                                                                                                                                     ,Barbara J. and Roger W. Rossier School of Education
27533,EDUC      ,EDUC-725        ,328,3.0,3.0,Analyzing Organizational Change and Its Effectiveness                                                                                                                                                                                                                                                           ,C       ,        ,Y           ,07:00         ,09:30       ,S         ,24,            ,"Canny, Eric                                 ",ONLINE           ,24,Designed to help leaders apply research about learning and motivation to the strengthening of organizational performance in organizations around the world.                                                                                                                                                     ,Barbara J. and Roger W. Rossier School of Education
27550,EDUC      ,EDUC-730        ,328,2.0,2.0,Using Communication to Facilitate Organizational Change                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,16:00         ,18:30       ,T         ,20,            ,"Haj-Mohamadi, Sourena                       ",                 ,20,"Addresses communication strategies that leaders use to facilitate positive change in their organization. Reinforces written, non-verbal, and verbal communication skills through leadership situations.                                                                                                         ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Yeoman, Lauren, Murphy",,,,
27552,EDUC      ,EDUC-730        ,328,2.0,2.0,Using Communication to Facilitate Organizational Change                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,16:00         ,18:30       ,W         ,22,            ,"Bihr, Katherine                             ",ONLINE           ,22,"Addresses communication strategies that leaders use to facilitate positive change in their organization. Reinforces written, non-verbal, and verbal communication skills through leadership situations.                                                                                                         ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Yeoman, Lauren, Murphy",,,,
27551,EDUC      ,EDUC-730        ,328,2.0,2.0,Using Communication to Facilitate Organizational Change                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,19:00         ,21:30       ,H         ,23,            ,"Sparangis, Themistocles                     ",ONLINE           ,23,"Addresses communication strategies that leaders use to facilitate positive change in their organization. Reinforces written, non-verbal, and verbal communication skills through leadership situations.                                                                                                         ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"Johnson, Stevie",,,,
27553,EDUC      ,EDUC-730        ,328,2.0,2.0,Using Communication to Facilitate Organizational Change                                                                                                                                                                                                                                                         ,C       ,        ,Y           ,10:00         ,12:30       ,S         ,21,            ,"Haj-Mohamadi, Sourena                       ",ONLINE           ,21,"Addresses communication strategies that leaders use to facilitate positive change in their organization. Reinforces written, non-verbal, and verbal communication skills through leadership situations.                                                                                                         ",Barbara J. and Roger W. Rossier School of Education
           ,          ,                ,           ,             ,             ,                                                                                                                                                                                                                                                                                                                ,        ,        ,            ,              ,            ,          ,             ,            ,"De Mita, John",,,,
27573,EDUC      ,EDUC-731        ,328,3.0,3.0,Economics of Organizational Change and Learning Environments                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,16:00         ,18:30       ,H         ,23,            ,"Hausner, Larry                              ",ONLINE           ,23,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.                                                                                           ",Barbara J. and Roger W. Rossier School of Education
27571,EDUC      ,EDUC-731        ,328,3.0,3.0,Economics of Organizational Change and Learning Environments                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,19:00         ,21:30       ,H         ,22,            ,"CHATHAM,DANIEL                              ",ONLINE           ,22,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.                                                                                           ",Barbara J. and Roger W. Rossier School of Education
27575,EDUC      ,EDUC-731        ,328,3.0,3.0,Economics of Organizational Change and Learning Environments                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,19:00         ,21:30       ,T         ,22,            ,"Meszaros, Imre, S.                          ",ONLINE           ,22,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.                                                                                           ",Barbara J. and Roger W. Rossier School of Education
27574,EDUC      ,EDUC-731        ,328,3.0,3.0,Economics of Organizational Change and Learning Environments                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,19:00         ,21:30       ,W         ,23,            ,"Lynch, Douglas, Eugene                      ",ONLINE           ,23,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.                                                                                           ",Barbara J. and Roger W. Rossier School of Education
27570,EDUC      ,EDUC-731        ,328,3.0,3.0,Economics of Organizational Change and Learning Environments                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,16:00         ,18:30       ,T         ,25,            ,"Meszaros, Imre, S.                          ",ONLINE           ,25,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.                                                                                           ",Barbara J. and Roger W. Rossier School of Education
27572,EDUC      ,EDUC-731        ,328,3.0,3.0,Economics of Organizational Change and Learning Environments                                                                                                                                                                                                                                                    ,C       ,        ,Y           ,10:00         ,12:30       ,S         ,26,            ,"Combs, Wayne                                ",ONLINE           ,26,"Leadership, problem solving, communication, research, reflection, and professional dispositions will concurrently expand. Candidates will acquire the knowledge and skills to identify and implement economic change.                                                                                           ",Barbara J. and Roger W. Rossier School of Education
